x y Vx Vy V V1 V2 V3 V4
-1.04e+00 -6.40e-01 -1.15e-01 -1.16e-01 +1.16e-01 +6.85e-11 +9.59e-08 +1.15e-01 +2.85e-04
-1.04e+00 -5.60e-01 -1.57e-01 -1.59e-01 +1.59e-01 +2.55e-10 +9.80e-08 +1.58e-01 +1.06e-03
-1.04e+00 -4.80e-01 -1.99e-01 -2.06e-01 +2.06e-01 +8.17e-10 +9.84e-08 +2.02e-01 +3.38e-03
-1.04e+00 -4.00e-01 -2.34e-01 -2.53e-01 +2.53e-01 +2.27e-09 +9.72e-08 +2.43e-01 +9.35e-03
-1.04e+00 -3.20e-01 -2.51e-01 -2.96e-01 +2.96e-01 +5.46e-09 +9.41e-08 +2.73e-01 +2.24e-02
-1.04e+00 -2.40e-01 -2.39e-01 -3.32e-01 +3.32e-01 +1.15e-08 +8.82e-08 +2.86e-01 +4.66e-02
-1.04e+00 -1.60e-01 -1.90e-01 -3.60e-01 +3.60e-01 +2.11e-08 +7.85e-08 +2.75e-01 +8.47e-02
-1.04e+00 -8.00e-02 -1.06e-01 -3.77e-01 +3.77e-01 +3.43e-08 +6.53e-08 +2.42e-01 +1.35e-01
-1.04e+00 +0.00e+00 +2.50e-16 -3.83e-01 +3.83e-01 +4.98e-08 +4.98e-08 +1.91e-01 +1.91e-01
-1.04e+00 +8.00e-02 +1.06e-01 -3.77e-01 +3.77e-01 +6.53e-08 +3.43e-08 +1.35e-01 +2.42e-01
-1.04e+00 +1.60e-01 +1.90e-01 -3.60e-01 +3.60e-01 +7.85e-08 +2.11e-08 +8.47e-02 +2.75e-01
-1.04e+00 +2.40e-01 +2.39e-01 -3.32e-01 +3.32e-01 +8.82e-08 +1.15e-08 +4.66e-02 +2.86e-01
-1.04e+00 +3.20e-01 +2.51e-01 -2.96e-01 +2.96e-01 +9.41e-08 +5.46e-09 +2.24e-02 +2.73e-01
-1.04e+00 +4.00e-01 +2.34e-01 -2.53e-01 +2.53e-01 +9.72e-08 +2.27e-09 +9.35e-03 +2.43e-01
-1.04e+00 +4.80e-01 +1.99e-01 -2.06e-01 +2.06e-01 +9.84e-08 +8.17e-10 +3.38e-03 +2.02e-01
-1.04e+00 +5.60e-01 +1.57e-01 -1.59e-01 +1.59e-01 +9.80e-08 +2.55e-10 +1.06e-03 +1.58e-01
-1.04e+00 +6.40e-01 +1.15e-01 -1.16e-01 +1.16e-01 +9.59e-08 +6.85e-11 +2.85e-04 +1.15e-01
-1.04e+00 +7.20e-01 +7.86e-02 -7.87e-02 +7.87e-02 +9.15e-08 +1.59e-11 +6.62e-05 +7.87e-02
-1.04e+00 +8.00e-01 +4.97e-02 -4.97e-02 +4.97e-02 +8.37e-08 +3.16e-12 +1.32e-05 +4.97e-02
-1.04e+00 +8.80e-01 +2.89e-02 -2.89e-02 +2.89e-02 +7.21e-08 +5.39e-13 +2.26e-06 +2.89e-02
-1.04e+00 +9.60e-01 +1.54e-02 -1.54e-02 +1.54e-02 +5.75e-08 +7.91e-14 +3.32e-07 +1.54e-02
-1.04e+00 +1.04e+00 +7.42e-03 -7.42e-03 +7.42e-03 +4.17e-08 +9.93e-15 +4.17e-08 +7.42e-03
-1.04e+00 +1.12e+00 +3.24e-03 -3.24e-03 +3.24e-03 +2.71e-08 +1.07e-15 +4.49e-09 +3.24e-03
-1.04e+00 +1.20e+00 +1.27e-03 -1.27e-03 +1.27e-03 +1.57e-08 +9.83e-17 +4.13e-10 +1.27e-03
-1.04e+00 +1.28e+00 +4.44e-04 -4.44e-04 +4.44e-04 +7.95e-09 +7.74e-18 +3.26e-11 +4.44e-04
-1.04e+00 +1.36e+00 +1.38e-04 -1.38e-04 +1.38e-04 +3.53e-09 +5.21e-19 +2.19e-12 +1.38e-04
-1.04e+00 +1.44e+00 +3.81e-05 -3.81e-05 +3.81e-05 +1.36e-09 +3.00e-20 +1.26e-13 +3.81e-05
-1.04e+00 +1.52e+00 +9.28e-06 -9.28e-06 +9.28e-06 +4.56e-10 +1.48e-21 +6.21e-15 +9.28e-06
-1.04e+00 +1.60e+00 +1.99e-06 -1.99e-06 +1.99e-06 +1.32e-10 +6.20e-23 +2.61e-16 +1.99e-06
-1.04e+00 +1.68e+00 +3.72e-07 -3.72e-07 +3.72e-07 +3.28e-11 +2.22e-24 +9.37e-18 +3.72e-07
-1.04e+00 +1.76e+00 +6.11e-08 -6.11e-08 +6.09e-08 +7.04e-12 +6.82e-26 +2.87e-19 +6.11e-08
-1.04e+00 +1.84e+00 +8.74e-09 -8.73e-09 +8.74e-09 +1.30e-12 +1.78e-27 +7.51e-21 +8.74e-09
-1.04e+00 +1.92e+00 +1.09e-09 -1.09e-09 +1.09e-09 +2.05e-13 +3.98e-29 +1.68e-22 +1.09e-09
-1.04e+00 +2.00e+00 +1.18e-10 -1.18e-10 +1.18e-10 +2.77e-14 +7.59e-31 +3.20e-24 +1.18e-10
-9.60e-01 -2.00e+00 -3.68e-10 -3.68e-10 +3.68e-10 +6.05e-30 +2.20e-13 +3.68e-10 +4.41e-24
-9.60e-01 -1.92e+00 -3.32e-09 -3.31e-09 +3.32e-09 +3.17e-28 +1.62e-12 +3.31e-09 +2.31e-22
-9.60e-01 -1.84e+00 -2.59e-08 -2.59e-08 +2.59e-08 +1.42e-26 +1.03e-11 +2.59e-08 +1.04e-20
-9.60e-01 -1.76e+00 -1.76e-07 -1.76e-07 +1.76e-07 +5.43e-25 +5.58e-11 +1.76e-07 +3.96e-19
-9.60e-01 -1.68e+00 -1.04e-06 -1.04e-06 +1.04e-06 +1.77e-23 +2.61e-10 +1.04e-06 +1.29e-17
-9.60e-01 -1.60e+00 -5.37e-06 -5.36e-06 +5.37e-06 +4.94e-22 +1.05e-09 +5.37e-06 +3.60e-16
-9.60e-01 -1.52e+00 -2.43e-05 -2.42e-05 +2.43e-05 +1.17e-20 +3.62e-09 +2.43e-05 +8.56e-15
-9.60e-01 -1.44e+00 -9.62e-05 -9.62e-05 +9.62e-05 +2.39e-19 +1.08e-08 +9.62e-05 +1.74e-13
-9.60e-01 -1.36e+00 -3.36e-04 -3.36e-04 +3.36e-04 +4.15e-18 +2.81e-08 +3.36e-04 +3.02e-12
-9.60e-01 -1.28e+00 -1.04e-03 -1.04e-03 +1.04e-03 +6.16e-17 +6.32e-08 +1.04e-03 +4.49e-11
-9.60e-01 -1.20e+00 -2.85e-03 -2.85e-03 +2.85e-03 +7.83e-16 +1.24e-07 +2.85e-03 +5.70e-10
-9.60e-01 -1.12e+00 -6.99e-03 -6.99e-03 +6.99e-03 +8.50e-15 +2.16e-07 +6.99e-03 +6.18e-09
-9.60e-01 -1.04e+00 -1.54e-02 -1.54e-02 +1.54e-02 +7.91e-14 +3.32e-07 +1.54e-02 +5.75e-08
-9.60e-01 -9.60e-01 -3.05e-02 -3.05e-02 +3.05e-02 +6.29e-13 +4.57e-07 +3.05e-02 +4.57e-07
-9.60e-01 -8.80e-01 -5.49e-02 -5.49e-02 +5.49e-02 +4.29e-12 +5.74e-07 +5.49e-02 +3.12e-06
-9.60e-01 -8.00e-01 -9.04e-02 -9.05e-02 +9.05e-02 +2.51e-11 +6.66e-07 +9.04e-02 +1.82e-05
-9.60e-01 -7.20e-01 -1.37e-01 -1.37e-01 +1.37e-01 +1.26e-10 +7.28e-07 +1.37e-01 +9.14e-05
-9.60e-01 -6.40e-01 -1.93e-01 -1.94e-01 +1.94e-01 +5.45e-10 +7.64e-07 +1.94e-01 +3.94e-04
-9.60e-01 -5.60e-01 -2.54e-01 -2.57e-01 +2.57e-01 +2.03e-09 +7.80e-07 +2.56e-01 +1.46e-03
-9.60e-01 -4.80e-01 -3.12e-01 -3.21e-01 +3.21e-01 +6.50e-09 +7.83e-07 +3.17e-01 +4.68e-03
-9.60e-01 -4.00e-01 -3.57e-01 -3.83e-01 +3.83e-01 +1.80e-08 +7.74e-07 +3.70e-01 +1.29e-02
-9.60e-01 -3.20e-01 -3.74e-01 -4.37e-01 +4.37e-01 +4.35e-08 +7.50e-07 +4.06e-01 +3.10e-02
-9.60e-01 -2.40e-01 -3.51e-01 -4.80e-01 +4.80e-01 +9.13e-08 +7.02e-07 +4.16e-01 +6.47e-02
-9.60e-01 -1.60e-01 -2.77e-01 -5.13e-01 +5.13e-01 +1.68e-07 +6.25e-07 +3.95e-01 +1.18e-01
-9.60e-01 -8.00e-02 -1.53e-01 -5.32e-01 +5.32e-01 +2.73e-07 +5.20e-07 +3.43e-01 +1.89e-01
-9.60e-01 +0.00e+00 +3.89e-16 -5.39e-01 +5.39e-01 +3.97e-07 +3.97e-07 +2.69e-01 +2.69e-01
-9.60e-01 +8.00e-02 +1.53e-01 -5.32e-01 +5.32e-01 +5.20e-07 +2.73e-07 +1.89e-01 +3.43e-01
-9.60e-01 +1.60e-01 +2.77e-01 -5.13e-01 +5.13e-01 +6.25e-07 +1.68e-07 +1.18e-01 +3.95e-01
-9.60e-01 +2.40e-01 +3.51e-01 -4.80e-01 +4.80e-01 +7.02e-07 +9.13e-08 +6.47e-02 +4.16e-01
-9.60e-01 +3.20e-01 +3.74e-01 -4.37e-01 +4.37e-01 +7.50e-07 +4.35e-08 +3.10e-02 +4.06e-01
-9.60e-01 +4.00e-01 +3.57e-01 -3.83e-01 +3.83e-01 +7.74e-07 +1.80e-08 +1.29e-02 +3.70e-01
-9.60e-01 +4.80e-01 +3.12e-01 -3.21e-01 +3.21e-01 +7.83e-07 +6.50e-09 +4.68e-03 +3.17e-01
-9.60e-01 +5.60e-01 +2.54e-01 -2.57e-01 +2.57e-01 +7.80e-07 +2.03e-09 +1.46e-03 +2.56e-01
-9.60e-01 +6.40e-01 +1.93e-01 -1.94e-01 +1.94e-01 +7.64e-07 +5.45e-10 +3.94e-04 +1.94e-01
-9.60e-01 +7.20e-01 +1.37e-01 -1.37e-01 +1.37e-01 +7.28e-07 +1.26e-10 +9.14e-05 +1.37e-01
-9.60e-01 +8.00e-01 +9.04e-02 -9.05e-02 +9.05e-02 +6.66e-07 +2.51e-11 +1.82e-05 +9.04e-02
-9.60e-01 +8.80e-01 +5.49e-02 -5.49e-02 +5.49e-02 +5.74e-07 +4.29e-12 +3.12e-06 +5.49e-02
-9.60e-01 +9.60e-01 +3.05e-02 -3.05e-02 +3.05e-02 +4.57e-07 +6.29e-13 +4.57e-07 +3.05e-02
-9.60e-01 +1.04e+00 +1.54e-02 -1.54e-02 +1.54e-02 +3.32e-07 +7.91e-14 +5.75e-08 +1.54e-02
-9.60e-01 +1.12e+00 +6.99e-03 -6.99e-03 +6.99e-03 +2.16e-07 +8.50e-15 +6.18e-09 +6.99e-03
-9.60e-01 +1.20e+00 +2.85e-03 -2.85e-03 +2.85e-03 +1.24e-07 +7.83e-16 +5.70e-10 +2.85e-03
-9.60e-01 +1.28e+00 +1.04e-03 -1.04e-03 +1.04e-03 +6.32e-08 +6.16e-17 +4.49e-11 +1.04e-03
-9.60e-01 +1.36e+00 +3.36e-04 -3.36e-04 +3.36e-04 +2.81e-08 +4.15e-18 +3.02e-12 +3.36e-04
-9.60e-01 +1.44e+00 +9.62e-05 -9.62e-05 +9.62e-05 +1.08e-08 +2.39e-19 +1.74e-13 +9.62e-05
-9.60e-01 +1.52e+00 +2.43e-05 -2.42e-05 +2.43e-05 +3.62e-09 +1.17e-20 +8.56e-15 +2.43e-05
-9.60e-01 +1.60e+00 +5.37e-06 -5.36e-06 +5.37e-06 +1.05e-09 +4.94e-22 +3.60e-16 +5.37e-06
-9.60e-01 +1.68e+00 +1.04e-06 -1.04e-06 +1.04e-06 +2.61e-10 +1.77e-23 +1.29e-17 +1.04e-06
-9.60e-01 +1.76e+00 +1.76e-07 -1.76e-07 +1.76e-07 +5.58e-11 +5.43e-25 +3.96e-19 +1.76e-07
-9.60e-01 +1.84e+00 +2.59e-08 -2.59e-08 +2.59e-08 +1.03e-11 +1.42e-26 +1.04e-20 +2.59e-08
-9.60e-01 +1.92e+00 +3.32e-09 -3.31e-09 +3.32e-09 +1.62e-12 +3.17e-28 +2.31e-22 +3.31e-09
-9.60e-01 +2.00e+00 +3.68e-10 -3.68e-10 +3.68e-10 +2.20e-13 +6.05e-30 +4.41e-24 +3.68e-10
-8.80e-01 -2.00e+00 -1.04e-09 -1.04e-09 +1.04e-09 +4.12e-29 +1.49e-12 +1.04e-09 +5.53e-24
-8.80e-01 -1.92e+00 -9.13e-09 -9.11e-09 +9.13e-09 +2.16e-27 +1.10e-11 +9.12e-09 +2.90e-22
-8.80e-01 -1.84e+00 -6.94e-08 -6.93e-08 +6.94e-08 +9.69e-26 +6.98e-11 +6.93e-08 +1.30e-20
-8.80e-01 -1.76e+00 -4.58e-07 -4.57e-07 +4.58e-07 +3.70e-24 +3.79e-10 +4.58e-07 +4.96e-19
-8.80e-01 -1.68e+00 -2.63e-06 -2.62e-06 +2.63e-06 +1.21e-22 +1.77e-09 +2.63e-06 +1.62e-17
-8.80e-01 -1.60e+00 -1.31e-05 -1.31e-05 +1.31e-05 +3.37e-21 +7.12e-09 +1.31e-05 +4.51e-16
-8.80e-01 -1.52e+00 -5.75e-05 -5.74e-05 +5.75e-05 +8.01e-20 +2.46e-08 +5.75e-05 +1.07e-14
-8.80e-01 -1.44e+00 -2.20e-04 -2.20e-04 +2.20e-04 +1.63e-18 +7.37e-08 +2.20e-04 +2.18e-13
-8.80e-01 -1.36e+00 -7.43e-04 -7.42e-04 +7.43e-04 +2.83e-17 +1.91e-07 +7.42e-04 +3.79e-12
-8.80e-01 -1.28e+00 -2.21e-03 -2.21e-03 +2.21e-03 +4.20e-16 +4.31e-07 +2.21e-03 +5.63e-11
-8.80e-01 -1.20e+00 -5.83e-03 -5.83e-03 +5.83e-03 +5.34e-15 +8.48e-07 +5.83e-03 +7.14e-10
-8.80e-01 -1.12e+00 -1.37e-02 -1.37e-02 +1.37e-02 +5.80e-14 +1.47e-06 +1.37e-02 +7.76e-09
-8.80e-01 -1.04e+00 -2.89e-02 -2.89e-02 +2.89e-02 +5.39e-13 +2.26e-06 +2.89e-02 +7.21e-08
-8.80e-01 -9.60e-01 -5.49e-02 -5.49e-02 +5.49e-02 +4.29e-12 +3.12e-06 +5.49e-02 +5.74e-07
-8.80e-01 -8.80e-01 -9.47e-02 -9.47e-02 +9.47e-02 +2.93e-11 +3.91e-06 +9.47e-02 +3.91e-06
-8.80e-01 -8.00e-01 -1.49e-01 -1.49e-01 +1.50e-01 +1.71e-10 +4.54e-06 +1.49e-01 +2.29e-05
-8.80e-01 -7.20e-01 -2.18e-01 -2.18e-01 +2.18e-01 +8.61e-10 +4.97e-06 +2.18e-01 +1.15e-04
-8.80e-01 -6.40e-01 -2.95e-01 -2.96e-01 +2.96e-01 +3.72e-09 +5.21e-06 +2.95e-01 +4.95e-04
-8.80e-01 -5.60e-01 -3.73e-01 -3.77e-01 +3.77e-01 +1.38e-08 +5.32e-06 +3.75e-01 +1.84e-03
-8.80e-01 -4.80e-01 -4.43e-01 -4.55e-01 +4.55e-01 +4.44e-08 +5.34e-06 +4.49e-01 +5.89e-03
-8.80e-01 -4.00e-01 -4.93e-01 -5.26e-01 +5.26e-01 +1.23e-07 +5.28e-06 +5.09e-01 +1.63e-02
-8.80e-01 -3.20e-01 -5.06e-01 -5.85e-01 +5.85e-01 +2.97e-07 +5.11e-06 +5.46e-01 +3.92e-02
-8.80e-01 -2.40e-01 -4.67e-01 -6.31e-01 +6.31e-01 +6.23e-07 +4.79e-06 +5.49e-01 +8.18e-02
-8.80e-01 -1.60e-01 -3.64e-01 -6.63e-01 +6.63e-01 +1.15e-06 +4.27e-06 +5.14e-01 +1.50e-01
-8.80e-01 -8.00e-02 -2.01e-01 -6.83e-01 +6.83e-01 +1.87e-06 +3.55e-06 +4.42e-01 +2.41e-01
-8.80e-01 +0.00e+00 +5.00e-16 -6.89e-01 +6.89e-01 +2.71e-06 +2.71e-06 +3.44e-01 +3.44e-01
-8.80e-01 +8.00e-02 +2.01e-01 -6.83e-01 +6.83e-01 +3.55e-06 +1.87e-06 +2.41e-01 +4.42e-01
-8.80e-01 +1.60e-01 +3.64e-01 -6.63e-01 +6.63e-01 +4.27e-06 +1.15e-06 +1.50e-01 +5.14e-01
-8.80e-01 +2.40e-01 +4.67e-01 -6.31e-01 +6.31e-01 +4.79e-06 +6.23e-07 +8.18e-02 +5.49e-01
-8.80e-01 +3.20e-01 +5.06e-01 -5.85e-01 +5.85e-01 +5.11e-06 +2.97e-07 +3.92e-02 +5.46e-01
-8.80e-01 +4.00e-01 +4.93e-01 -5.26e-01 +5.26e-01 +5.28e-06 +1.23e-07 +1.63e-02 +5.09e-01
-8.80e-01 +4.80e-01 +4.43e-01 -4.55e-01 +4.55e-01 +5.34e-06 +4.44e-08 +5.89e-03 +4.49e-01
-8.80e-01 +5.60e-01 +3.73e-01 -3.77e-01 +3.77e-01 +5.32e-06 +1.38e-08 +1.84e-03 +3.75e-01
-8.80e-01 +6.40e-01 +2.95e-01 -2.96e-01 +2.96e-01 +5.21e-06 +3.72e-09 +4.95e-04 +2.95e-01
-8.80e-01 +7.20e-01 +2.18e-01 -2.18e-01 +2.18e-01 +4.97e-06 +8.61e-10 +1.15e-04 +2.18e-01
-8.80e-01 +8.00e-01 +1.49e-01 -1.49e-01 +1.50e-01 +4.54e-06 +1.71e-10 +2.29e-05 +1.49e-01
-8.80e-01 +8.80e-01 +9.47e-02 -9.47e-02 +9.47e-02 +3.91e-06 +2.93e-11 +3.91e-06 +9.47e-02
-8.80e-01 +9.60e-01 +5.49e-02 -5.49e-02 +5.49e-02 +3.12e-06 +4.29e-12 +5.74e-07 +5.49e-02
-8.80e-01 +1.04e+00 +2.89e-02 -2.89e-02 +2.89e-02 +2.26e-06 +5.39e-13 +7.21e-08 +2.89e-02
-8.80e-01 +1.12e+00 +1.37e-02 -1.37e-02 +1.37e-02 +1.47e-06 +5.80e-14 +7.76e-09 +1.37e-02
-8.80e-01 +1.20e+00 +5.83e-03 -5.83e-03 +5.83e-03 +8.48e-07 +5.34e-15 +7.14e-10 +5.83e-03
-8.80e-01 +1.28e+00 +2.21e-03 -2.21e-03 +2.21e-03 +4.31e-07 +4.20e-16 +5.63e-11 +2.21e-03
-8.80e-01 +1.36e+00 +7.43e-04 -7.42e-04 +7.43e-04 +1.91e-07 +2.83e-17 +3.79e-12 +7.42e-04
-8.80e-01 +1.44e+00 +2.20e-04 -2.20e-04 +2.20e-04 +7.37e-08 +1.63e-18 +2.18e-13 +2.20e-04
-8.80e-01 +1.52e+00 +5.75e-05 -5.74e-05 +5.75e-05 +2.46e-08 +8.01e-20 +1.07e-14 +5.75e-05
-8.80e-01 +1.60e+00 +1.31e-05 -1.31e-05 +1.31e-05 +7.12e-09 +3.37e-21 +4.51e-16 +1.31e-05
-8.80e-01 +1.68e+00 +2.63e-06 -2.62e-06 +2.63e-06 +1.77e-09 +1.21e-22 +1.62e-17 +2.63e-06
-8.80e-01 +1.76e+00 +4.58e-07 -4.57e-07 +4.58e-07 +3.79e-10 +3.70e-24 +4.96e-19 +4.58e-07
-8.80e-01 +1.84e+00 +6.94e-08 -6.93e-08 +6.94e-08 +6.98e-11 +9.69e-26 +1.30e-20 +6.93e-08
-8.80e-01 +1.92e+00 +9.13e-09 -9.11e-09 +9.13e-09 +1.10e-11 +2.16e-27 +2.90e-22 +9.12e-09
-8.80e-01 +2.00e+00 +1.04e-09 -1.04e-09 +1.04e-09 +1.49e-12 +4.12e-29 +5.53e-24 +1.04e-09
-8.00e-01 -2.00e+00 -2.66e-09 -2.64e-09 +2.66e-09 +2.41e-28 +8.67e-12 +2.65e-09 +6.41e-24
-8.00e-01 -1.92e+00 -2.28e-08 -2.26e-08 +2.28e-08 +1.27e-26 +6.41e-11 +2.27e-08 +3.36e-22
-8.00e-01 -1.84e+00 -1.69e-07 -1.68e-07 +1.69e-07 +5.67e-25 +4.06e-10 +1.68e-07 +1.50e-20
-8.00e-01 -1.76e+00 -1.08e-06 -1.08e-06 +1.08e-06 +2.17e-23 +2.21e-09 +1.08e-06 +5.75e-19
-8.00e-01 -1.68e+00 -6.04e-06 -6.02e-06 +6.04e-06 +7.07e-22 +1.03e-08 +6.03e-06 +1.88e-17
-8.00e-01 -1.60e+00 -2.93e-05 -2.92e-05 +2.93e-05 +1.97e-20 +4.15e-08 +2.93e-05 +5.23e-16
-8.00e-01 -1.52e+00 -1.24e-04 -1.24e-04 +1.24e-04 +4.69e-19 +1.44e-07 +1.24e-04 +1.24e-14
-8.00e-01 -1.44e+00 -4.60e-04 -4.59e-04 +4.60e-04 +9.54e-18 +4.30e-07 +4.60e-04 +2.53e-13
-8.00e-01 -1.36e+00 -1.50e-03 -1.49e-03 +1.50e-03 +1.66e-16 +1.11e-06 +1.50e-03 +4.40e-12
-8.00e-01 -1.28e+00 -4.29e-03 -4.28e-03 +4.29e-03 +2.46e-15 +2.51e-06 +4.29e-03 +6.53e-11
-8.00e-01 -1.20e+00 -1.09e-02 -1.09e-02 +1.09e-02 +3.12e-14 +4.95e-06 +1.09e-02 +8.29e-10
-8.00e-01 -1.12e+00 -2.46e-02 -2.46e-02 +2.46e-02 +3.39e-13 +8.58e-06 +2.46e-02 +9.00e-09
-8.00e-01 -1.04e+00 -4.97e-02 -4.97e-02 +4.97e-02 +3.16e-12 +1.32e-05 +4.97e-02 +8.37e-08
-8.00e-01 -9.60e-01 -9.05e-02 -9.04e-02 +9.05e-02 +2.51e-11 +1.82e-05 +9.04e-02 +6.66e-07
-8.00e-01 -8.80e-01 -1.49e-01 -1.49e-01 +1.50e-01 +1.71e-10 +2.29e-05 +1.49e-01 +4.54e-06
-8.00e-01 -8.00e-01 -2.26e-01 -2.26e-01 +2.26e-01 +1.00e-09 +2.66e-05 +2.26e-01 +2.66e-05
-8.00e-01 -7.20e-01 -3.16e-01 -3.16e-01 +3.16e-01 +5.04e-09 +2.91e-05 +3.16e-01 +1.33e-04
-8.00e-01 -6.40e-01 -4.11e-01 -4.12e-01 +4.12e-01 +2.18e-08 +3.05e-05 +4.12e-01 +5.76e-04
-8.00e-01 -5.60e-01 -5.02e-01 -5.06e-01 +5.06e-01 +8.09e-08 +3.11e-05 +5.04e-01 +2.14e-03
-8.00e-01 -4.80e-01 -5.78e-01 -5.91e-01 +5.91e-01 +2.60e-07 +3.13e-05 +5.84e-01 +6.85e-03
-8.00e-01 -4.00e-01 -6.25e-01 -6.63e-01 +6.63e-01 +7.21e-07 +3.09e-05 +6.44e-01 +1.90e-02
-8.00e-01 -3.20e-01 -6.29e-01 -7.20e-01 +7.20e-01 +1.74e-06 +2.99e-05 +6.75e-01 +4.56e-02
-8.00e-01 -2.40e-01 -5.71e-01 -7.62e-01 +7.62e-01 +3.64e-06 +2.80e-05 +6.67e-01 +9.55e-02
-8.00e-01 -1.60e-01 -4.41e-01 -7.91e-01 +7.91e-01 +6.71e-06 +2.50e-05 +6.16e-01 +1.75e-01
-8.00e-01 -8.00e-02 -2.42e-01 -8.07e-01 +8.07e-01 +1.09e-05 +2.08e-05 +5.24e-01 +2.83e-01
-8.00e-01 +0.00e+00 +4.44e-16 -8.13e-01 +8.13e-01 +1.58e-05 +1.58e-05 +4.06e-01 +4.06e-01
-8.00e-01 +8.00e-02 +2.42e-01 -8.07e-01 +8.07e-01 +2.08e-05 +1.09e-05 +2.83e-01 +5.24e-01
-8.00e-01 +1.60e-01 +4.41e-01 -7.91e-01 +7.91e-01 +2.50e-05 +6.71e-06 +1.75e-01 +6.16e-01
-8.00e-01 +2.40e-01 +5.71e-01 -7.62e-01 +7.62e-01 +2.80e-05 +3.64e-06 +9.55e-02 +6.67e-01
-8.00e-01 +3.20e-01 +6.29e-01 -7.20e-01 +7.20e-01 +2.99e-05 +1.74e-06 +4.56e-02 +6.75e-01
-8.00e-01 +4.00e-01 +6.25e-01 -6.63e-01 +6.63e-01 +3.09e-05 +7.21e-07 +1.90e-02 +6.44e-01
-8.00e-01 +4.80e-01 +5.78e-01 -5.91e-01 +5.91e-01 +3.13e-05 +2.60e-07 +6.85e-03 +5.84e-01
-8.00e-01 +5.60e-01 +5.02e-01 -5.06e-01 +5.06e-01 +3.11e-05 +8.09e-08 +2.14e-03 +5.04e-01
-8.00e-01 +6.40e-01 +4.11e-01 -4.12e-01 +4.12e-01 +3.05e-05 +2.18e-08 +5.76e-04 +4.12e-01
-8.00e-01 +7.20e-01 +3.16e-01 -3.16e-01 +3.16e-01 +2.91e-05 +5.04e-09 +1.33e-04 +3.16e-01
-8.00e-01 +8.00e-01 +2.26e-01 -2.26e-01 +2.26e-01 +2.66e-05 +1.00e-09 +2.66e-05 +2.26e-01
-8.00e-01 +8.80e-01 +1.49e-01 -1.49e-01 +1.50e-01 +2.29e-05 +1.71e-10 +4.54e-06 +1.49e-01
-8.00e-01 +9.60e-01 +9.05e-02 -9.04e-02 +9.05e-02 +1.82e-05 +2.51e-11 +6.66e-07 +9.04e-02
-8.00e-01 +1.04e+00 +4.97e-02 -4.97e-02 +4.97e-02 +1.32e-05 +3.16e-12 +8.37e-08 +4.97e-02
-8.00e-01 +1.12e+00 +2.46e-02 -2.46e-02 +2.46e-02 +8.58e-06 +3.39e-13 +9.00e-09 +2.46e-02
-8.00e-01 +1.20e+00 +1.09e-02 -1.09e-02 +1.09e-02 +4.95e-06 +3.12e-14 +8.29e-10 +1.09e-02
-8.00e-01 +1.28e+00 +4.29e-03 -4.28e-03 +4.29e-03 +2.51e-06 +2.46e-15 +6.53e-11 +4.29e-03
-8.00e-01 +1.36e+00 +1.50e-03 -1.49e-03 +1.50e-03 +1.11e-06 +1.66e-16 +4.40e-12 +1.50e-03
-8.00e-01 +1.44e+00 +4.60e-04 -4.59e-04 +4.60e-04 +4.30e-07 +9.54e-18 +2.53e-13 +4.60e-04
-8.00e-01 +1.52e+00 +1.24e-04 -1.24e-04 +1.24e-04 +1.44e-07 +4.69e-19 +1.24e-14 +1.24e-04
-8.00e-01 +1.60e+00 +2.93e-05 -2.92e-05 +2.93e-05 +4.15e-08 +1.97e-20 +5.23e-16 +2.93e-05
-8.00e-01 +1.68e+00 +6.04e-06 -6.02e-06 +6.04e-06 +1.03e-08 +7.07e-22 +1.88e-17 +6.03e-06
-8.00e-01 +1.76e+00 +1.08e-06 -1.08e-06 +1.08e-06 +2.21e-09 +2.17e-23 +5.75e-19 +1.08e-06
-8.00e-01 +1.84e+00 +1.69e-07 -1.68e-07 +1.69e-07 +4.06e-10 +5.67e-25 +1.50e-20 +1.68e-07
-8.00e-01 +1.92e+00 +2.28e-08 -2.26e-08 +2.28e-08 +6.41e-11 +1.27e-26 +3.36e-22 +2.27e-08
-8.00e-01 +2.00e+00 +2.66e-09 -2.64e-09 +2.66e-09 +8.67e-12 +2.41e-28 +6.41e-24 +2.65e-09
-7.20e-01 -2.00e+00 -6.15e-09 -6.06e-09 +6.15e-09 +1.21e-27 +4.32e-11 +6.11e-09 +7.00e-24
-7.20e-01 -1.92e+00 -5.15e-08 -5.08e-08 +5.15e-08 +6.36e-26 +3.20e-10 +5.12e-08 +3.67e-22
-7.20e-01 -1.84e+00 -3.72e-07 -3.68e-07 +3.72e-07 +2.85e-24 +2.03e-09 +3.70e-07 +1.64e-20
-7.20e-01 -1.76e+00 -2.33e-06 -2.31e-06 +2.33e-06 +1.09e-22 +1.10e-08 +2.32e-06 +6.28e-19
-7.20e-01 -1.68e+00 -1.27e-05 -1.25e-05 +1.27e-05 +3.55e-21 +5.15e-08 +1.26e-05 +2.05e-17
-7.20e-01 -1.60e+00 -5.97e-05 -5.93e-05 +5.97e-05 +9.90e-20 +2.07e-07 +5.95e-05 +5.71e-16
-7.20e-01 -1.52e+00 -2.45e-04 -2.44e-04 +2.45e-04 +2.36e-18 +7.18e-07 +2.44e-04 +1.36e-14
