x y Vx Vy V V1 V2 V3 V4
-8.00e-02 -4.80e-01 -9.76e-01 -3.07e-01 +9.92e-01 +2.82e-03 +3.40e-01 +6.45e-01 +5.37e-03
-8.00e-02 -4.00e-01 -9.52e-01 -3.10e-01 +9.97e-01 +7.84e-03 +3.36e-01 +6.39e-01 +1.49e-02
-8.00e-02 -3.20e-01 -8.90e-01 -3.10e-01 +9.99e-01 +1.89e-02 +3.26e-01 +6.19e-01 +3.59e-02
-8.00e-02 -2.40e-01 -7.70e-01 -3.11e-01 +1.00e+00 +3.97e-02 +3.05e-01 +5.80e-01 +7.54e-02
-8.00e-02 -1.60e-01 -5.76e-01 -3.11e-01 +1.00e+00 +7.30e-02 +2.72e-01 +5.17e-01 +1.39e-01
-8.00e-02 -8.00e-02 -3.11e-01 -3.11e-01 +1.00e+00 +1.19e-01 +2.26e-01 +4.30e-01 +2.26e-01
-8.00e-02 +0.00e+00 +5.55e-17 -3.11e-01 +1.00e+00 +1.72e-01 +1.72e-01 +3.28e-01 +3.28e-01
-8.00e-02 +8.00e-02 +3.11e-01 -3.11e-01 +1.00e+00 +2.26e-01 +1.19e-01 +2.26e-01 +4.30e-01
-8.00e-02 +1.60e-01 +5.76e-01 -3.11e-01 +1.00e+00 +2.72e-01 +7.30e-02 +1.39e-01 +5.17e-01
-8.00e-02 +2.40e-01 +7.70e-01 -3.11e-01 +1.00e+00 +3.05e-01 +3.97e-02 +7.54e-02 +5.80e-01
-8.00e-02 +3.20e-01 +8.90e-01 -3.10e-01 +9.99e-01 +3.26e-01 +1.89e-02 +3.59e-02 +6.19e-01
-8.00e-02 +4.00e-01 +9.52e-01 -3.10e-01 +9.97e-01 +3.36e-01 +7.84e-03 +1.49e-02 +6.39e-01
-8.00e-02 +4.80e-01 +9.76e-01 -3.07e-01 +9.92e-01 +3.40e-01 +2.82e-03 +5.37e-03 +6.45e-01
-8.00e-02 +5.60e-01 +9.74e-01 -3.02e-01 +9.79e-01 +3.38e-01 +8.80e-04 +1.67e-03 +6.39e-01
-8.00e-02 +6.40e-01 +9.49e-01 -2.91e-01 +9.51e-01 +3.29e-01 +2.37e-04 +4.50e-04 +6.21e-01
-8.00e-02 +7.20e-01 +8.96e-01 -2.72e-01 +8.96e-01 +3.12e-01 +5.48e-05 +1.04e-04 +5.84e-01
-8.00e-02 +8.00e-01 +8.07e-01 -2.42e-01 +8.07e-01 +2.83e-01 +1.09e-05 +2.08e-05 +5.24e-01
-8.00e-02 +8.80e-01 +6.83e-01 -2.01e-01 +6.83e-01 +2.41e-01 +1.87e-06 +3.55e-06 +4.42e-01
-8.00e-02 +9.60e-01 +5.32e-01 -1.53e-01 +5.32e-01 +1.89e-01 +2.73e-07 +5.20e-07 +3.43e-01
-8.00e-02 +1.04e+00 +3.77e-01 -1.06e-01 +3.77e-01 +1.35e-01 +3.43e-08 +6.53e-08 +2.42e-01
-8.00e-02 +1.12e+00 +2.39e-01 -6.59e-02 +2.39e-01 +8.66e-02 +3.69e-09 +7.02e-09 +1.53e-01
-8.00e-02 +1.20e+00 +1.35e-01 -3.62e-02 +1.35e-01 +4.92e-02 +3.40e-10 +6.47e-10 +8.54e-02
-8.00e-02 +1.28e+00 +6.67e-02 -1.75e-02 +6.67e-02 +2.46e-02 +2.68e-11 +5.09e-11 +4.21e-02
-8.00e-02 +1.36e+00 +2.89e-02 -7.42e-03 +2.89e-02 +1.07e-02 +1.80e-12 +3.43e-12 +1.82e-02
-8.00e-02 +1.44e+00 +1.09e-02 -2.74e-03 +1.09e-02 +4.08e-03 +1.04e-13 +1.97e-13 +6.81e-03
-8.00e-02 +1.52e+00 +3.56e-03 -8.74e-04 +3.56e-03 +1.34e-03 +5.10e-15 +9.70e-15 +2.22e-03
-8.00e-02 +1.60e+00 +1.01e-03 -2.42e-04 +1.01e-03 +3.82e-04 +2.14e-16 +4.08e-16 +6.24e-04
-8.00e-02 +1.68e+00 +2.45e-04 -5.77e-05 +2.45e-04 +9.37e-05 +7.69e-18 +1.46e-17 +1.51e-04
-8.00e-02 +1.76e+00 +5.14e-05 -1.19e-05 +5.14e-05 +1.98e-05 +2.36e-19 +4.48e-19 +3.17e-05
-8.00e-02 +1.84e+00 +9.28e-06 -2.10e-06 +9.28e-06 +3.59e-06 +6.17e-21 +1.17e-20 +5.69e-06
-8.00e-02 +1.92e+00 +1.44e-06 -3.19e-07 +1.44e-06 +5.59e-07 +1.38e-22 +2.62e-22 +8.79e-07
-8.00e-02 +2.00e+00 +1.91e-07 -4.17e-08 +1.91e-07 +7.47e-08 +2.63e-24 +4.99e-24 +1.16e-07
+0.00e+00 -2.00e+00 -1.99e-07 -1.23e-22 +1.99e-07 +3.81e-24 +9.97e-08 +9.97e-08 +3.81e-24
+0.00e+00 -1.92e+00 -1.50e-06 -8.35e-22 +1.50e-06 +2.00e-22 +7.49e-07 +7.49e-07 +2.00e-22
+0.00e+00 -1.84e+00 -9.65e-06 -3.87e-21 +9.65e-06 +8.95e-21 +4.82e-06 +4.82e-06 +8.95e-21
+0.00e+00 -1.76e+00 -5.34e-05 -3.03e-20 +5.34e-05 +3.42e-19 +2.67e-05 +2.67e-05 +3.42e-19
+0.00e+00 -1.68e+00 -2.54e-04 -1.30e-19 +2.54e-04 +1.12e-17 +1.27e-04 +1.27e-04 +1.12e-17
+0.00e+00 -1.60e+00 -1.04e-03 -7.49e-19 +1.04e-03 +3.11e-16 +5.20e-04 +5.20e-04 +3.11e-16
+0.00e+00 -1.52e+00 -3.67e-03 -2.72e-18 +3.67e-03 +7.40e-15 +1.84e-03 +1.84e-03 +7.40e-15
+0.00e+00 -1.44e+00 -1.12e-02 -6.75e-18 +1.12e-02 +1.51e-13 +5.60e-03 +5.60e-03 +1.51e-13
+0.00e+00 -1.36e+00 -2.97e-02 -1.56e-17 +2.97e-02 +2.62e-12 +1.48e-02 +1.48e-02 +2.62e-12
+0.00e+00 -1.28e+00 -6.83e-02 -3.03e-17 +6.83e-02 +3.88e-11 +3.41e-02 +3.41e-02 +3.88e-11
+0.00e+00 -1.20e+00 -1.37e-01 -7.03e-17 +1.37e-01 +4.93e-10 +6.87e-02 +6.87e-02 +4.93e-10
+0.00e+00 -1.12e+00 -2.44e-01 -1.06e-16 +2.44e-01 +5.36e-09 +1.22e-01 +1.22e-01 +5.36e-09
+0.00e+00 -1.04e+00 -3.83e-01 -1.85e-16 +3.83e-01 +4.98e-08 +1.91e-01 +1.91e-01 +4.98e-08
+0.00e+00 -9.60e-01 -5.39e-01 -2.03e-16 +5.39e-01 +3.97e-07 +2.69e-01 +2.69e-01 +3.97e-07
+0.00e+00 -8.80e-01 -6.89e-01 -2.62e-16 +6.89e-01 +2.71e-06 +3.44e-01 +3.44e-01 +2.71e-06
+0.00e+00 -8.00e-01 -8.13e-01 -1.76e-16 +8.13e-01 +1.58e-05 +4.06e-01 +4.06e-01 +1.58e-05
+0.00e+00 -7.20e-01 -9.00e-01 -2.46e-16 +9.00e-01 +7.96e-05 +4.50e-01 +4.50e-01 +7.96e-05
+0.00e+00 -6.40e-01 -9.52e-01 -3.05e-16 +9.53e-01 +3.44e-04 +4.76e-01 +4.76e-01 +3.44e-04
+0.00e+00 -5.60e-01 -9.76e-01 -2.77e-16 +9.81e-01 +1.28e-03 +4.89e-01 +4.89e-01 +1.28e-03
+0.00e+00 -4.80e-01 -9.77e-01 -2.06e-16 +9.93e-01 +4.10e-03 +4.92e-01 +4.92e-01 +4.10e-03
+0.00e+00 -4.00e-01 -9.52e-01 -2.22e-16 +9.98e-01 +1.14e-02 +4.88e-01 +4.88e-01 +1.14e-02
+0.00e+00 -3.20e-01 -8.90e-01 -1.39e-16 +9.99e-01 +2.74e-02 +4.72e-01 +4.72e-01 +2.74e-02
+0.00e+00 -2.40e-01 -7.70e-01 -4.16e-17 +1.00e+00 +5.75e-02 +4.42e-01 +4.42e-01 +5.75e-02
+0.00e+00 -1.60e-01 -5.76e-01 -1.67e-16 +1.00e+00 +1.06e-01 +3.94e-01 +3.94e-01 +1.06e-01
+0.00e+00 -8.00e-02 -3.11e-01 -5.55e-17 +1.00e+00 +1.72e-01 +3.28e-01 +3.28e-01 +1.72e-01
+0.00e+00 +0.00e+00 +0.00e+00 +0.00e+00 +1.00e+00 +2.50e-01 +2.50e-01 +2.50e-01 +2.50e-01
+0.00e+00 +8.00e-02 +3.11e-01 +5.55e-17 +1.00e+00 +3.28e-01 +1.72e-01 +1.72e-01 +3.28e-01
+0.00e+00 +1.60e-01 +5.76e-01 +0.00e+00 +1.00e+00 +3.94e-01 +1.06e-01 +1.06e-01 +3.94e-01
+0.00e+00 +2.40e-01 +7.70e-01 +1.11e-16 +1.00e+00 +4.42e-01 +5.75e-02 +5.75e-02 +4.42e-01
+0.00e+00 +3.20e-01 +8.90e-01 +2.78e-16 +9.99e-01 +4.72e-01 +2.74e-02 +2.74e-02 +4.72e-01
+0.00e+00 +4.00e-01 +9.52e-01 +1.11e-16 +9.98e-01 +4.88e-01 +1.14e-02 +1.14e-02 +4.88e-01
+0.00e+00 +4.80e-01 +9.77e-01 +2.78e-16 +9.93e-01 +4.92e-01 +4.10e-03 +4.10e-03 +4.92e-01
+0.00e+00 +5.60e-01 +9.76e-01 +3.89e-16 +9.81e-01 +4.89e-01 +1.28e-03 +1.28e-03 +4.89e-01
+0.00e+00 +6.40e-01 +9.52e-01 +5.55e-16 +9.53e-01 +4.76e-01 +3.44e-04 +3.44e-04 +4.76e-01
+0.00e+00 +7.20e-01 +9.00e-01 +5.55e-16 +9.00e-01 +4.50e-01 +7.96e-05 +7.96e-05 +4.50e-01
+0.00e+00 +8.00e-01 +8.13e-01 +6.11e-16 +8.13e-01 +4.06e-01 +1.58e-05 +1.58e-05 +4.06e-01
+0.00e+00 +8.80e-01 +6.89e-01 +7.22e-16 +6.89e-01 +3.44e-01 +2.71e-06 +2.71e-06 +3.44e-01
+0.00e+00 +9.60e-01 +5.39e-01 +5.55e-16 +5.39e-01 +2.69e-01 +3.97e-07 +3.97e-07 +2.69e-01
+0.00e+00 +1.04e+00 +3.83e-01 +3.89e-16 +3.83e-01 +1.91e-01 +4.98e-08 +4.98e-08 +1.91e-01
+0.00e+00 +1.12e+00 +2.44e-01 +2.50e-16 +2.44e-01 +1.22e-01 +5.36e-09 +5.36e-09 +1.22e-01
+0.00e+00 +1.20e+00 +1.37e-01 +1.67e-16 +1.37e-01 +6.87e-02 +4.93e-10 +4.93e-10 +6.87e-02
+0.00e+00 +1.28e+00 +6.83e-02 +8.33e-17 +6.83e-02 +3.41e-02 +3.88e-11 +3.88e-11 +3.41e-02
+0.00e+00 +1.36e+00 +2.97e-02 +3.47e-17 +2.97e-02 +1.48e-02 +2.62e-12 +2.62e-12 +1.48e-02
+0.00e+00 +1.44e+00 +1.12e-02 +1.65e-17 +1.12e-02 +5.60e-03 +1.51e-13 +1.51e-13 +5.60e-03
+0.00e+00 +1.52e+00 +3.67e-03 +4.55e-18 +3.67e-03 +1.84e-03 +7.40e-15 +7.40e-15 +1.84e-03
+0.00e+00 +1.60e+00 +1.04e-03 +1.52e-18 +1.04e-03 +5.20e-04 +3.11e-16 +3.11e-16 +5.20e-04
+0.00e+00 +1.68e+00 +2.54e-04 +2.44e-19 +2.54e-04 +1.27e-04 +1.12e-17 +1.12e-17 +1.27e-04
+0.00e+00 +1.76e+00 +5.34e-05 +4.40e-20 +5.34e-05 +2.67e-05 +3.42e-19 +3.42e-19 +2.67e-05
+0.00e+00 +1.84e+00 +9.65e-06 +7.62e-21 +9.65e-06 +4.82e-06 +8.95e-21 +8.95e-21 +4.82e-06
+0.00e+00 +1.92e+00 +1.50e-06 +8.47e-22 +1.50e-06 +7.49e-07 +2.00e-22 +2.00e-22 +7.49e-07
+0.00e+00 +2.00e+00 +1.99e-07 +1.59e-22 +1.99e-07 +9.97e-08 +3.81e-24 +3.81e-24 +9.97e-08
+8.00e-02 -2.00e+00 -1.91e-07 +4.17e-08 +1.91e-07 +4.99e-24 +1.16e-07 +7.47e-08 +2.63e-24
+8.00e-02 -1.92e+00 -1.44e-06 +3.19e-07 +1.44e-06 +2.62e-22 +8.79e-07 +5.59e-07 +1.38e-22
+8.00e-02 -1.84e+00 -9.28e-06 +2.10e-06 +9.28e-06 +1.17e-20 +5.69e-06 +3.59e-06 +6.17e-21
+8.00e-02 -1.76e+00 -5.14e-05 +1.19e-05 +5.14e-05 +4.48e-19 +3.17e-05 +1.98e-05 +2.36e-19
+8.00e-02 -1.68e+00 -2.45e-04 +5.77e-05 +2.45e-04 +1.46e-17 +1.51e-04 +9.37e-05 +7.69e-18
+8.00e-02 -1.60e+00 -1.01e-03 +2.42e-04 +1.01e-03 +4.08e-16 +6.24e-04 +3.82e-04 +2.14e-16
+8.00e-02 -1.52e+00 -3.56e-03 +8.74e-04 +3.56e-03 +9.70e-15 +2.22e-03 +1.34e-03 +5.10e-15
+8.00e-02 -1.44e+00 -1.09e-02 +2.74e-03 +1.09e-02 +1.97e-13 +6.81e-03 +4.08e-03 +1.04e-13
+8.00e-02 -1.36e+00 -2.89e-02 +7.42e-03 +2.89e-02 +3.43e-12 +1.82e-02 +1.07e-02 +1.80e-12
+8.00e-02 -1.28e+00 -6.67e-02 +1.75e-02 +6.67e-02 +5.09e-11 +4.21e-02 +2.46e-02 +2.68e-11
+8.00e-02 -1.20e+00 -1.35e-01 +3.62e-02 +1.35e-01 +6.47e-10 +8.54e-02 +4.92e-02 +3.40e-10
+8.00e-02 -1.12e+00 -2.39e-01 +6.59e-02 +2.39e-01 +7.02e-09 +1.53e-01 +8.66e-02 +3.69e-09
+8.00e-02 -1.04e+00 -3.77e-01 +1.06e-01 +3.77e-01 +6.53e-08 +2.42e-01 +1.35e-01 +3.43e-08
+8.00e-02 -9.60e-01 -5.32e-01 +1.53e-01 +5.32e-01 +5.20e-07 +3.43e-01 +1.89e-01 +2.73e-07
+8.00e-02 -8.80e-01 -6.83e-01 +2.01e-01 +6.83e-01 +3.55e-06 +4.42e-01 +2.41e-01 +1.87e-06
+8.00e-02 -8.00e-01 -8.07e-01 +2.42e-01 +8.07e-01 +2.08e-05 +5.24e-01 +2.83e-01 +1.09e-05
+8.00e-02 -7.20e-01 -8.96e-01 +2.72e-01 +8.96e-01 +1.04e-04 +5.84e-01 +3.12e-01 +5.48e-05
+8.00e-02 -6.40e-01 -9.49e-01 +2.91e-01 +9.51e-01 +4.50e-04 +6.21e-01 +3.29e-01 +2.37e-04
+8.00e-02 -5.60e-01 -9.74e-01 +3.02e-01 +9.79e-01 +1.67e-03 +6.39e-01 +3.38e-01 +8.80e-04
+8.00e-02 -4.80e-01 -9.76e-01 +3.07e-01 +9.92e-01 +5.37e-03 +6.45e-01 +3.40e-01 +2.82e-03
+8.00e-02 -4.00e-01 -9.52e-01 +3.10e-01 +9.97e-01 +1.49e-02 +6.39e-01 +3.36e-01 +7.84e-03
+8.00e-02 -3.20e-01 -8.90e-01 +3.10e-01 +9.99e-01 +3.59e-02 +6.19e-01 +3.26e-01 +1.89e-02
+8.00e-02 -2.40e-01 -7.70e-01 +3.11e-01 +1.00e+00 +7.54e-02 +5.80e-01 +3.05e-01 +3.97e-02
+8.00e-02 -1.60e-01 -5.76e-01 +3.11e-01 +1.00e+00 +1.39e-01 +5.17e-01 +2.72e-01 +7.30e-02
+8.00e-02 -8.00e-02 -3.11e-01 +3.11e-01 +1.00e+00 +2.26e-01 +4.30e-01 +2.26e-01 +1.19e-01
+8.00e-02 +0.00e+00 -1.11e-16 +3.11e-01 +1.00e+00 +3.28e-01 +3.28e-01 +1.72e-01 +1.72e-01
+8.00e-02 +8.00e-02 +3.11e-01 +3.11e-01 +1.00e+00 +4.30e-01 +2.26e-01 +1.19e-01 +2.26e-01
+8.00e-02 +1.60e-01 +5.76e-01 +3.11e-01 +1.00e+00 +5.17e-01 +1.39e-01 +7.30e-02 +2.72e-01
+8.00e-02 +2.40e-01 +7.70e-01 +3.11e-01 +1.00e+00 +5.80e-01 +7.54e-02 +3.97e-02 +3.05e-01
+8.00e-02 +3.20e-01 +8.90e-01 +3.10e-01 +9.99e-01 +6.19e-01 +3.59e-02 +1.89e-02 +3.26e-01
+8.00e-02 +4.00e-01 +9.52e-01 +3.10e-01 +9.97e-01 +6.39e-01 +1.49e-02 +7.84e-03 +3.36e-01
+8.00e-02 +4.80e-01 +9.76e-01 +3.07e-01 +9.92e-01 +6.45e-01 +5.37e-03 +2.82e-03 +3.40e-01
+8.00e-02 +5.60e-01 +9.74e-01 +3.02e-01 +9.79e-01 +6.39e-01 +1.67e-03 +8.80e-04 +3.38e-01
+8.00e-02 +6.40e-01 +9.49e-01 +2.91e-01 +9.51e-01 +6.21e-01 +4.50e-04 +2.37e-04 +3.29e-01
+8.00e-02 +7.20e-01 +8.96e-01 +2.72e-01 +8.96e-01 +5.84e-01 +1.04e-04 +5.48e-05 +3.12e-01
+8.00e-02 +8.00e-01 +8.07e-01 +2.42e-01 +8.07e-01 +5.24e-01 +2.08e-05 +1.09e-05 +2.83e-01
+8.00e-02 +8.80e-01 +6.83e-01 +2.01e-01 +6.83e-01 +4.42e-01 +3.55e-06 +1.87e-06 +2.41e-01
+8.00e-02 +9.60e-01 +5.32e-01 +1.53e-01 +5.32e-01 +3.43e-01 +5.20e-07 +2.73e-07 +1.89e-01
+8.00e-02 +1.04e+00 +3.77e-01 +1.06e-01 +3.77e-01 +2.42e-01 +6.53e-08 +3.43e-08 +1.35e-01
+8.00e-02 +1.12e+00 +2.39e-01 +6.59e-02 +2.39e-01 +1.53e-01 +7.02e-09 +3.69e-09 +8.66e-02
+8.00e-02 +1.20e+00 +1.35e-01 +3.62e-02 +1.35e-01 +8.54e-02 +6.47e-10 +3.40e-10 +4.92e-02
+8.00e-02 +1.28e+00 +6.67e-02 +1.75e-02 +6.67e-02 +4.21e-02 +5.09e-11 +2.68e-11 +2.46e-02
+8.00e-02 +1.36e+00 +2.89e-02 +7.42e-03 +2.89e-02 +1.82e-02 +3.43e-12 +1.80e-12 +1.07e-02
+8.00e-02 +1.44e+00 +1.09e-02 +2.74e-03 +1.09e-02 +6.81e-03 +1.97e-13 +1.04e-13 +4.08e-03
+8.00e-02 +1.52e+00 +3.56e-03 +8.74e-04 +3.56e-03 +2.22e-03 +9.70e-15 +5.10e-15 +1.34e-03
+8.00e-02 +1.60e+00 +1.01e-03 +2.42e-04 +1.01e-03 +6.24e-04 +4.08e-16 +2.14e-16 +3.82e-04
+8.00e-02 +1.68e+00 +2.45e-04 +5.77e-05 +2.45e-04 +1.51e-04 +1.46e-17 +7.69e-18 +9.37e-05
+8.00e-02 +1.76e+00 +5.14e-05 +1.19e-05 +5.14e-05 +3.17e-05 +4.48e-19 +2.36e-19 +1.98e-05
+8.00e-02 +1.84e+00 +9.28e-06 +2.10e-06 +9.28e-06 +5.69e-06 +1.17e-20 +6.17e-21 +3.59e-06
+8.00e-02 +1.92e+00 +1.44e-06 +3.19e-07 +1.44e-06 +8.79e-07 +2.62e-22 +1.38e-22 +5.59e-07
+8.00e-02 +2.00e+00 +1.91e-07 +4.17e-08 +1.91e-07 +1.16e-07 +4.99e-24 +2.63e-24 +7.47e-08
+1.60e-01 -2.00e+00 -1.69e-07 +7.08e-08 +1.69e-07 +6.01e-24 +1.20e-07 +4.89e-08 +1.61e-24
+1.60e-01 -1.92e+00 -1.27e-06 +5.44e-07 +1.27e-06 +3.15e-22 +9.09e-07 +3.65e-07 +8.47e-23
+1.60e-01 -1.84e+00 -8.26e-06 +3.59e-06 +8.26e-06 +1.41e-20 +5.92e-06 +2.33e-06 +3.79e-21
+1.60e-01 -1.76e+00 -4.60e-05 +2.04e-05 +4.60e-05 +5.39e-19 +3.32e-05 +1.28e-05 +1.45e-19
+1.60e-01 -1.68e+00 -2.20e-04 +9.93e-05 +2.20e-04 +1.76e-17 +1.60e-04 +6.05e-05 +4.73e-18
+1.60e-01 -1.60e+00 -9.09e-04 +4.18e-04 +9.09e-04 +4.90e-16 +6.63e-04 +2.46e-04 +1.32e-16
+1.60e-01 -1.52e+00 -3.24e-03 +1.52e-03 +3.24e-03 +1.17e-14 +2.38e-03 +8.61e-04 +3.14e-15
+1.60e-01 -1.44e+00 -9.97e-03 +4.77e-03 +9.97e-03 +2.37e-13 +7.37e-03 +2.60e-03 +6.38e-14
+1.60e-01 -1.36e+00 -2.67e-02 +1.30e-02 +2.67e-02 +4.12e-12 +1.98e-02 +6.83e-03 +1.11e-12
+1.60e-01 -1.28e+00 -6.20e-02 +3.09e-02 +6.20e-02 +6.12e-11 +4.64e-02 +1.56e-02 +1.65e-11
+1.60e-01 -1.20e+00 -1.26e-01 +6.41e-02 +1.26e-01 +7.78e-10 +9.52e-02 +3.10e-02 +2.09e-10
+1.60e-01 -1.12e+00 -2.26e-01 +1.17e-01 +2.26e-01 +8.45e-09 +1.72e-01 +5.44e-02 +2.27e-09
+1.60e-01 -1.04e+00 -3.60e-01 +1.90e-01 +3.60e-01 +7.85e-08 +2.75e-01 +8.47e-02 +2.11e-08
+1.60e-01 -9.60e-01 -5.13e-01 +2.77e-01 +5.13e-01 +6.25e-07 +3.95e-01 +1.18e-01 +1.68e-07
+1.60e-01 -8.80e-01 -6.63e-01 +3.64e-01 +6.63e-01 +4.27e-06 +5.14e-01 +1.50e-01 +1.15e-06
+1.60e-01 -8.00e-01 -7.91e-01 +4.41e-01 +7.91e-01 +2.50e-05 +6.16e-01 +1.75e-01 +6.71e-06
+1.60e-01 -7.20e-01 -8.84e-01 +4.99e-01 +8.84e-01 +1.25e-04 +6.91e-01 +1.93e-01 +3.37e-05
+1.60e-01 -6.40e-01 -9.41e-01 +5.37e-01 +9.43e-01 +5.42e-04 +7.39e-01 +2.03e-01 +1.46e-04
+1.60e-01 -5.60e-01 -9.70e-01 +5.58e-01 +9.75e-01 +2.01e-03 +7.64e-01 +2.08e-01 +5.41e-04
+1.60e-01 -4.80e-01 -9.74e-01 +5.69e-01 +9.90e-01 +6.46e-03 +7.73e-01 +2.09e-01 +1.74e-03
+1.60e-01 -4.00e-01 -9.51e-01 +5.74e-01 +9.96e-01 +1.79e-02 +7.67e-01 +2.07e-01 +4.82e-03
+1.60e-01 -3.20e-01 -8.89e-01 +5.75e-01 +9.99e-01 +4.32e-02 +7.44e-01 +2.00e-01 +1.16e-02
+1.60e-01 -2.40e-01 -7.70e-01 +5.76e-01 +1.00e+00 +9.07e-02 +6.97e-01 +1.87e-01 +2.44e-02
+1.60e-01 -1.60e-01 -5.76e-01 +5.76e-01 +1.00e+00 +1.67e-01 +6.21e-01 +1.67e-01 +4.49e-02
+1.60e-01 -8.00e-02 -3.11e-01 +5.76e-01 +1.00e+00 +2.72e-01 +5.17e-01 +1.39e-01 +7.30e-02
+1.60e-01 +0.00e+00 +0.00e+00 +5.76e-01 +1.00e+00 +3.94e-01 +3.94e-01 +1.06e-01 +1.06e-01
+1.60e-01 +8.00e-02 +3.11e-01 +5.76e-01 +1.00e+00 +5.17e-01 +2.72e-01 +7.30e-02 +1.39e-01
+1.60e-01 +1.60e-01 +5.76e-01 +5.76e-01 +1.00e+00 +6.21e-01 +1.67e-01 +4.49e-02 +1.67e-01
+1.60e-01 +2.40e-01 +7.70e-01 +5.76e-01 +1.00e+00 +6.97e-01 +9.07e-02 +2.44e-02 +1.87e-01
+1.60e-01 +3.20e-01 +8.89e-01 +5.75e-01 +9.99e-01 +7.44e-01 +4.32e-02 +1.16e-02 +2.00e-01
+1.60e-01 +4.00e-01 +9.51e-01 +5.74e-01 +9.96e-01 +7.67e-01 +1.79e-02 +4.82e-03 +2.07e-01
+1.60e-01 +4.80e-01 +9.74e-01 +5.69e-01 +9.90e-01 +7.73e-01 +6.46e-03 +1.74e-03 +2.09e-01
+1.60e-01 +5.60e-01 +9.70e-01 +5.58e-01 +9.75e-01 +7.64e-01 +2.01e-03 +5.41e-04 +2.08e-01
+1.60e-01 +6.40e-01 +9.41e-01 +5.37e-01 +9.43e-01 +7.39e-01 +5.42e-04 +1.46e-04 +2.03e-01
+1.60e-01 +7.20e-01 +8.84e-01 +4.99e-01 +8.84e-01 +6.91e-01 +1.25e-04 +3.37e-05 +1.93e-01
+1.60e-01 +8.00e-01 +7.91e-01 +4.41e-01 +7.91e-01 +6.16e-01 +2.50e-05 +6.71e-06 +1.75e-01
+1.60e-01 +8.80e-01 +6.63e-01 +3.64e-01 +6.63e-01 +5.14e-01 +4.27e-06 +1.15e-06 +1.50e-01
+1.60e-01 +9.60e-01 +5.13e-01 +2.77e-01 +5.13e-01 +3.95e-01 +6.25e-07 +1.68e-07 +1.18e-01
+1.60e-01 +1.04e+00 +3.60e-01 +1.90e-01 +3.60e-01 +2.75e-01 +7.85e-08 +2.11e-08 +8.47e-02
+1.60e-01 +1.12e+00 +2.26e-01 +1.17e-01 +2.26e-01 +1.72e-01 +8.45e-09 +2.27e-09 +5.44e-02
+1.60e-01 +1.20e+00 +1.26e-01 +6.41e-02 +1.26e-01 +9.52e-02 +7.78e-10 +2.09e-10 +3.10e-02
+1.60e-01 +1.28e+00 +6.20e-02 +3.09e-02 +6.20e-02 +4.64e-02 +6.12e-11 +1.65e-11 +1.56e-02
+1.60e-01 +1.36e+00 +2.67e-02 +1.30e-02 +2.67e-02 +1.98e-02 +4.12e-12 +1.11e-12 +6.83e-03
+1.60e-01 +1.44e+00 +9.97e-03 +4.77e-03 +9.97e-03 +7.37e-03 +2.37e-13 +6.38e-14 +2.60e-03
+1.60e-01 +1.52e+00 +3.24e-03 +1.52e-03 +3.24e-03 +2.38e-03 +1.17e-14 +3.14e-15 +8.61e-04
+1.60e-01 +1.60e+00 +9.09e-04 +4.18e-04 +9.09e-04 +6.63e-04 +4.90e-16 +1.32e-16 +2.46e-04
+1.60e-01 +1.68e+00 +2.20e-04 +9.93e-05 +2.20e-04 +1.60e-04 +1.76e-17 +4.73e-18 +6.05e-05
+1.60e-01 +1.76e+00 +4.60e-05 +2.04e-05 +4.60e-05 +3.32e-05 +5.39e-19 +1.45e-19 +1.28e-05
+1.60e-01 +1.84e+00 +8.26e-06 +3.59e-06 +8.26e-06 +5.92e-06 +1.41e-20 +3.79e-21 +2.33e-06
+1.60e-01 +1.92e+00 +1.27e-06 +5.44e-07 +1.27e-06 +9.09e-07 +3.15e-22 +8.47e-23 +3.65e-07
+1.60e-01 +2.00e+00 +1.69e-07 +7.08e-08 +1.69e-07 +1.20e-07 +6.01e-24 +1.61e-24 +4.89e-08
+2.40e-01 -2.00e+00 -1.37e-07 +8.10e-08 +1.37e-07 +6.74e-24 +1.09e-07 +2.78e-08 +8.77e-25
+2.40e-01 -1.92e+00 -1.04e-06 +6.26e-07 +1.04e-06 +3.54e-22 +8.33e-07 +2.07e-07 +4.60e-23
+2.40e-01 -1.84e+00 -6.79e-06 +4.15e-06 +6.79e-06 +1.58e-20 +5.47e-06 +1.32e-06 +2.06e-21
+2.40e-01 -1.76e+00 -3.81e-05 +2.37e-05 +3.81e-05 +6.05e-19 +3.09e-05 +7.24e-06 +7.87e-20
+2.40e-01 -1.68e+00 -1.84e-04 +1.16e-04 +1.84e-04 +1.98e-17 +1.50e-04 +3.41e-05 +2.57e-18
+2.40e-01 -1.60e+00 -7.68e-04 +4.92e-04 +7.68e-04 +5.50e-16 +6.30e-04 +1.38e-04 +7.16e-17
+2.40e-01 -1.52e+00 -2.76e-03 +1.80e-03 +2.76e-03 +1.31e-14 +2.28e-03 +4.82e-04 +1.70e-15
+2.40e-01 -1.44e+00 -8.61e-03 +5.70e-03 +8.61e-03 +2.66e-13 +7.16e-03 +1.45e-03 +3.46e-14
+2.40e-01 -1.36e+00 -2.33e-02 +1.57e-02 +2.33e-02 +4.63e-12 +1.95e-02 +3.80e-03 +6.02e-13
