f,raw,fit
+5.89000e+03,+1.98510e-11,+1.83465e-11
+5.89400e+03,+1.33480e-11,+1.83217e-11
+5.89800e+03,+1.68040e-11,+1.82968e-11
+5.90200e+03,+1.40310e-11,+1.82720e-11
+5.90600e+03,+7.93900e-12,+1.82473e-11
+5.91000e+03,+1.21130e-11,+1.82226e-11
+5.91400e+03,+1.59640e-11,+1.81980e-11
+5.91800e+03,+2.67630e-11,+1.81734e-11
+5.92200e+03,+2.36960e-11,+1.81489e-11
+5.92600e+03,+1.31530e-11,+1.81244e-11
+5.93000e+03,+1.85980e-11,+1.81000e-11
+5.93400e+03,+1.63630e-11,+1.80756e-11
+5.93800e+03,+1.41100e-11,+1.80513e-11
+5.94200e+03,+2.09740e-11,+1.80270e-11
+5.94600e+03,+1.37240e-11,+1.80028e-11
+5.95000e+03,+1.32420e-11,+1.79786e-11
+5.95400e+03,+2.43760e-11,+1.79544e-11
+5.95800e+03,+1.66360e-11,+1.79304e-11
+5.96200e+03,+2.17620e-11,+1.79063e-11
+5.96600e+03,+1.70480e-11,+1.78823e-11
+5.97000e+03,+1.47030e-11,+1.78584e-11
+5.97400e+03,+2.29820e-11,+1.78345e-11
+5.97800e+03,+2.05670e-11,+1.78106e-11
+5.98200e+03,+1.39510e-11,+1.77868e-11
+5.98600e+03,+1.49490e-11,+1.77631e-11
+5.99000e+03,+1.57980e-11,+1.77394e-11
+5.99400e+03,+1.56690e-11,+1.77157e-11
+5.99800e+03,+3.32650e-11,+1.76921e-11
+6.00200e+03,+2.08020e-11,+1.76686e-11
+6.01800e+03,+1.06040e-11,+1.75748e-11
+6.03400e+03,+1.89760e-11,+1.74818e-11
+6.05000e+03,+9.45700e-12,+1.73895e-11
+6.06600e+03,+1.71620e-11,+1.72979e-11
+6.08200e+03,+1.02980e-11,+1.72070e-11
+6.09800e+03,+1.15790e-11,+1.71169e-11
+6.11400e+03,+1.34050e-11,+1.70275e-11
+6.13000e+03,+1.33300e-11,+1.69388e-11
+6.14600e+03,+1.81620e-11,+1.68507e-11
+6.16200e+03,+1.35610e-11,+1.67634e-11
+6.17800e+03,+1.49090e-11,+1.66767e-11
+6.19400e+03,+1.79820e-11,+1.65907e-11
+6.21000e+03,+1.21530e-11,+1.65054e-11
+6.22600e+03,+1.87340e-11,+1.64207e-11
+6.24200e+03,+1.61200e-11,+1.63366e-11
+6.25800e+03,+1.39800e-11,+1.62532e-11
+6.27400e+03,+1.32000e-11,+1.61705e-11
+6.29000e+03,+1.43550e-11,+1.60884e-11
+6.30600e+03,+6.78900e-12,+1.60069e-11
+6.32200e+03,+1.50710e-11,+1.59260e-11
+6.33800e+03,+1.65020e-11,+1.58457e-11
+6.35400e+03,+1.47520e-11,+1.57661e-11
+6.37000e+03,+1.88320e-11,+1.56870e-11
+6.38600e+03,+1.82060e-11,+1.56085e-11
+6.40200e+03,+1.16270e-11,+1.55306e-11
+6.41800e+03,+1.19770e-11,+1.54533e-11
+6.43400e+03,+9.98100e-12,+1.53766e-11
+6.45000e+03,+7.78500e-12,+1.53004e-11
+6.46600e+03,+1.20690e-11,+1.52248e-11
+6.48200e+03,+1.44990e-11,+1.51498e-11
+6.49800e+03,+1.35050e-11,+1.50753e-11
+6.51400e+03,+1.18460e-11,+1.50014e-11
+6.53000e+03,+1.37870e-11,+1.49280e-11
+6.54600e+03,+2.17340e-11,+1.48551e-11
+6.56200e+03,+1.30130e-11,+1.47828e-11
+6.57800e+03,+1.81610e-11,+1.47110e-11
+6.59400e+03,+1.44550e-11,+1.46398e-11
+6.61000e+03,+1.27680e-11,+1.45690e-11
+6.62600e+03,+9.78600e-12,+1.44987e-11
+6.64200e+03,+2.27490e-11,+1.44290e-11
+6.65800e+03,+1.31450e-11,+1.43598e-11
+6.67400e+03,+1.54620e-11,+1.42910e-11
+6.69000e+03,+1.19940e-11,+1.42228e-11
+6.70600e+03,+9.10400e-12,+1.41550e-11
+6.72200e+03,+1.13430e-11,+1.40877e-11
+6.73800e+03,+1.92410e-11,+1.40210e-11
+6.75400e+03,+1.07630e-11,+1.39546e-11
+6.77000e+03,+1.35070e-11,+1.38888e-11
+6.78600e+03,+1.25990e-11,+1.38234e-11
+6.80200e+03,+1.23020e-11,+1.37585e-11
+6.81800e+03,+5.85100e-12,+1.36940e-11
+6.83400e+03,+1.44860e-11,+1.36300e-11
+6.85000e+03,+1.82760e-11,+1.35664e-11
+6.86600e+03,+1.18300e-11,+1.35033e-11
+6.88200e+03,+1.36380e-11,+1.34406e-11
+6.89800e+03,+8.98400e-12,+1.33783e-11
+6.91400e+03,+1.57550e-11,+1.33165e-11
+6.93000e+03,+9.40900e-12,+1.32551e-11
+6.94600e+03,+7.10100e-12,+1.31941e-11
+6.96200e+03,+1.61170e-11,+1.31336e-11
+6.97800e+03,+1.06390e-11,+1.30734e-11
+6.99400e+03,+9.97100e-12,+1.30137e-11
+7.01000e+03,+5.32100e-12,+1.29544e-11
+7.02600e+03,+1.46630e-11,+1.28955e-11
+7.04200e+03,+1.53160e-11,+1.28370e-11
+7.05800e+03,+1.07170e-11,+1.27789e-11
+7.07400e+03,+1.01540e-11,+1.27211e-11
+7.09000e+03,+8.34500e-12,+1.26638e-11
+7.10600e+03,+1.81900e-11,+1.26069e-11
+7.12200e+03,+8.81900e-12,+1.25503e-11
+7.13800e+03,+1.67750e-11,+1.24941e-11
+7.15400e+03,+1.53990e-11,+1.24383e-11
+7.17000e+03,+1.07600e-11,+1.23829e-11
+7.18600e+03,+9.25800e-12,+1.23278e-11
+7.20200e+03,+1.32440e-11,+1.22731e-11
+7.21800e+03,+1.62860e-11,+1.22188e-11
+7.23400e+03,+1.28450e-11,+1.21648e-11
+7.25000e+03,+9.94600e-12,+1.21112e-11
+7.26600e+03,+1.02560e-11,+1.20580e-11
+7.28200e+03,+1.01590e-11,+1.20050e-11
+7.29800e+03,+1.41440e-11,+1.19525e-11
+7.31400e+03,+9.30400e-12,+1.19003e-11
+7.33000e+03,+9.85400e-12,+1.18484e-11
+7.34600e+03,+1.64780e-11,+1.17968e-11
+7.36200e+03,+9.33200e-12,+1.17456e-11
+7.37800e+03,+4.50800e-12,+1.16948e-11
+7.39400e+03,+6.44800e-12,+1.16442e-11
+7.41000e+03,+5.75500e-12,+1.15940e-11
+7.42600e+03,+1.12640e-11,+1.15441e-11
+7.44200e+03,+1.35330e-11,+1.14946e-11
+7.45800e+03,+9.17500e-12,+1.14453e-11
+7.47400e+03,+8.53900e-12,+1.13964e-11
+7.49000e+03,+1.03350e-11,+1.13477e-11
+7.50600e+03,+5.92600e-12,+1.12994e-11
+7.52200e+03,+5.55500e-12,+1.12514e-11
+7.53800e+03,+5.92300e-12,+1.12037e-11
+7.55400e+03,+1.07780e-11,+1.11563e-11
+7.57000e+03,+6.10700e-12,+1.11092e-11
+7.58600e+03,+1.22640e-11,+1.10624e-11
+7.60200e+03,+1.04880e-11,+1.10159e-11
+7.61800e+03,+6.88600e-12,+1.09697e-11
+7.63400e+03,+5.00500e-12,+1.09238e-11
+7.65000e+03,+1.18860e-11,+1.08782e-11
+7.66600e+03,+8.59200e-12,+1.08328e-11
+7.68200e+03,+1.13370e-11,+1.07878e-11
+7.69800e+03,+8.20500e-12,+1.07430e-11
+7.71400e+03,+6.21700e-12,+1.06985e-11
+7.73000e+03,+1.18190e-11,+1.06543e-11
+7.74600e+03,+1.09700e-11,+1.06103e-11
+7.76200e+03,+7.28000e-12,+1.05666e-11
+7.77800e+03,+1.34110e-11,+1.05232e-11
+7.79400e+03,+1.01390e-11,+1.04801e-11
+7.81000e+03,+9.59700e-12,+1.04372e-11
+7.82600e+03,+9.42500e-12,+1.03946e-11
+7.84200e+03,+7.32600e-12,+1.03522e-11
+7.85800e+03,+4.30300e-12,+1.03101e-11
+7.87400e+03,+9.81600e-12,+1.02682e-11
+7.89000e+03,+6.52100e-12,+1.02267e-11
+7.90600e+03,+7.27700e-12,+1.01853e-11
+7.92200e+03,+1.23910e-11,+1.01442e-11
+7.93800e+03,+6.90200e-12,+1.01034e-11
+7.95400e+03,+8.10700e-12,+1.00628e-11
+7.97000e+03,+1.76090e-11,+1.00224e-11
+7.98600e+03,+8.48800e-12,+9.98233e-12
+8.00200e+03,+8.72100e-12,+9.94246e-12
+8.01800e+03,+6.35000e-12,+9.90283e-12
+8.03400e+03,+9.46300e-12,+9.86344e-12
+8.05000e+03,+6.28900e-12,+9.82428e-12
+8.06600e+03,+6.80400e-12,+9.78536e-12
+8.08200e+03,+6.29500e-12,+9.74666e-12
+8.09800e+03,+9.26700e-12,+9.70820e-12
+8.11400e+03,+5.25400e-12,+9.66996e-12
+8.13000e+03,+4.67800e-12,+9.63194e-12
+8.14600e+03,+9.22400e-12,+9.59416e-12
+8.16200e+03,+9.14700e-12,+9.55659e-12
+8.17800e+03,+6.88500e-12,+9.51924e-12
+8.19400e+03,+5.67700e-12,+9.48211e-12
+8.21000e+03,+6.08700e-12,+9.44520e-12
+8.22600e+03,+6.31600e-12,+9.40850e-12
+8.24200e+03,+1.14390e-11,+9.37202e-12
+8.25800e+03,+5.98800e-12,+9.33575e-12
+8.27400e+03,+5.36300e-12,+9.29969e-12
+8.29000e+03,+7.76900e-12,+9.26383e-12
+8.30600e+03,+1.11360e-11,+9.22819e-12
+8.32200e+03,+6.47000e-12,+9.19274e-12
+8.33800e+03,+7.82600e-12,+9.15751e-12
+8.35400e+03,+1.06960e-11,+9.12247e-12
+8.37000e+03,+6.62400e-12,+9.08764e-12
+8.38600e+03,+1.22130e-11,+9.05300e-12
+8.40200e+03,+5.61500e-12,+9.01857e-12
+8.41800e+03,+7.79100e-12,+8.98432e-12
+8.43400e+03,+9.23000e-12,+8.95028e-12
+8.45000e+03,+4.42900e-12,+8.91642e-12
+8.46600e+03,+6.69600e-12,+8.88276e-12
+8.48200e+03,+4.92700e-12,+8.84929e-12
+8.49800e+03,+8.13600e-12,+8.81601e-12
+8.51400e+03,+9.01500e-12,+8.78291e-12
+8.53000e+03,+5.25400e-12,+8.75000e-12
+8.54600e+03,+1.17250e-11,+8.71728e-12
+8.56200e+03,+6.16400e-12,+8.68474e-12
+8.57800e+03,+3.55700e-12,+8.65238e-12
+8.59400e+03,+9.23300e-12,+8.62020e-12
+8.61000e+03,+8.52200e-12,+8.58820e-12
+8.62600e+03,+1.32800e-11,+8.55637e-12
+8.64200e+03,+6.81600e-12,+8.52473e-12
+8.65800e+03,+5.81000e-12,+8.49326e-12
+8.67400e+03,+7.12500e-12,+8.46196e-12
+8.69000e+03,+8.55300e-12,+8.43084e-12
+8.70600e+03,+3.76400e-12,+8.39989e-12
+8.72200e+03,+9.12300e-12,+8.36910e-12
+8.73800e+03,+1.13720e-11,+8.33849e-12
+8.75400e+03,+4.11700e-12,+8.30804e-12
+8.77000e+03,+6.29300e-12,+8.27776e-12
+8.78600e+03,+1.01360e-11,+8.24765e-12
+8.80200e+03,+3.37100e-12,+8.21770e-12
+8.81800e+03,+3.39100e-12,+8.18791e-12
+8.83400e+03,+7.51600e-12,+8.15829e-12
+8.85000e+03,+5.37000e-12,+8.12882e-12
+8.86600e+03,+4.66100e-12,+8.09952e-12
+8.88200e+03,+6.51100e-12,+8.07037e-12
+8.89800e+03,+7.61000e-12,+8.04138e-12
+8.91400e+03,+5.47000e-12,+8.01254e-12
+8.93000e+03,+3.40500e-12,+7.98386e-12
+8.94600e+03,+6.57600e-12,+7.95534e-12
+8.96200e+03,+5.27400e-12,+7.92696e-12
+8.97800e+03,+6.72600e-12,+7.89874e-12
+8.99400e+03,+5.59800e-12,+7.87067e-12
+9.01000e+03,+7.03200e-12,+7.84275e-12
+9.02600e+03,+4.60100e-12,+7.81497e-12
+9.04200e+03,+8.67800e-12,+7.78735e-12
+9.05800e+03,+6.31300e-12,+7.75986e-12
+9.07400e+03,+5.61200e-12,+7.73253e-12
+9.09000e+03,+4.20300e-12,+7.70534e-12
+9.10600e+03,+4.20900e-12,+7.67829e-12
+9.12200e+03,+3.60800e-12,+7.65138e-12
+9.13800e+03,+7.36100e-12,+7.62462e-12
+9.15400e+03,+4.69700e-12,+7.59800e-12
+9.17000e+03,+4.85300e-12,+7.57151e-12
+9.18600e+03,+1.00250e-11,+7.54516e-12
+9.20200e+03,+7.49100e-12,+7.51895e-12
+9.21800e+03,+3.95000e-12,+7.49288e-12
+9.23400e+03,+6.24700e-12,+7.46694e-12
+9.25000e+03,+5.10600e-12,+7.44114e-12
+9.26600e+03,+5.93600e-12,+7.41547e-12
+9.28200e+03,+6.13700e-12,+7.38993e-12
+9.29800e+03,+3.23600e-12,+7.36452e-12
+9.31400e+03,+7.87700e-12,+7.33925e-12
+9.33000e+03,+4.08000e-12,+7.31410e-12
+9.34600e+03,+6.81800e-12,+7.28909e-12
+9.36200e+03,+4.80200e-12,+7.26420e-12
+9.37800e+03,+5.65000e-12,+7.23944e-12
+9.39400e+03,+7.52500e-12,+7.21480e-12
+9.41000e+03,+4.22700e-12,+7.19030e-12
+9.42600e+03,+6.50400e-12,+7.16591e-12
+9.44200e+03,+8.77500e-12,+7.14165e-12
+9.45800e+03,+2.40300e-12,+7.11751e-12
+9.47400e+03,+7.33000e-12,+7.09350e-12
+9.49000e+03,+6.78100e-12,+7.06960e-12
+9.50600e+03,+4.33900e-12,+7.04583e-12
+9.52200e+03,+6.50200e-12,+7.02218e-12
+9.53800e+03,+7.77300e-12,+6.99864e-12
+9.55400e+03,+4.78000e-12,+6.97523e-12
+9.57000e+03,+2.47600e-12,+6.95193e-12
+9.58600e+03,+7.68200e-12,+6.92874e-12
+9.60200e+03,+5.35500e-12,+6.90568e-12
+9.61800e+03,+9.27900e-12,+6.88272e-12
+9.63400e+03,+4.78900e-12,+6.85989e-12
+9.65000e+03,+4.74700e-12,+6.83716e-12
+9.66600e+03,+7.27000e-12,+6.81455e-12
+9.68200e+03,+7.66100e-12,+6.79205e-12
+9.69800e+03,+7.23300e-12,+6.76966e-12
+9.71400e+03,+5.75600e-12,+6.74738e-12
+9.73000e+03,+3.10400e-12,+6.72522e-12
+9.74600e+03,+6.09100e-12,+6.70316e-12
+9.76200e+03,+4.49800e-12,+6.68121e-12
+9.77800e+03,+3.24400e-12,+6.65936e-12
+9.79400e+03,+5.66000e-12,+6.63763e-12
+9.81000e+03,+9.61200e-12,+6.61600e-12
+9.82600e+03,+3.68200e-12,+6.59447e-12
+9.84200e+03,+7.27400e-12,+6.57305e-12
+9.85800e+03,+5.66500e-12,+6.55174e-12
+9.87400e+03,+5.38700e-12,+6.53053e-12
+9.89000e+03,+7.36500e-12,+6.50942e-12
+9.90600e+03,+5.91700e-12,+6.48841e-12
+9.92200e+03,+3.25900e-12,+6.46750e-12
+9.93800e+03,+6.85300e-12,+6.44670e-12
+9.95400e+03,+7.71100e-12,+6.42600e-12
+9.97000e+03,+5.00800e-12,+6.40539e-12
+9.98600e+03,+4.10700e-12,+6.38489e-12
+1.00020e+04,+3.95200e-12,+6.36448e-12
+1.00180e+04,+3.22300e-12,+6.34417e-12
+1.00340e+04,+5.53300e-12,+6.32396e-12
+1.00500e+04,+7.44400e-12,+6.30384e-12
+1.00660e+04,+3.36300e-12,+6.28382e-12
+1.00820e+04,+4.09500e-12,+6.26389e-12
+1.00980e+04,+5.04500e-12,+6.24406e-12
+1.01140e+04,+5.54900e-12,+6.22433e-12
+1.01300e+04,+6.61500e-12,+6.20468e-12
+1.01460e+04,+3.11800e-12,+6.18513e-12
+1.01620e+04,+6.99300e-12,+6.16567e-12
+1.01780e+04,+4.56300e-12,+6.14631e-12
+1.01940e+04,+4.62900e-12,+6.12703e-12
+1.02100e+04,+5.99500e-12,+6.10785e-12
+1.02260e+04,+4.60100e-12,+6.08875e-12
+1.02420e+04,+4.14700e-12,+6.06975e-12
+1.02580e+04,+5.46900e-12,+6.05083e-12
+1.02740e+04,+3.57900e-12,+6.03200e-12
+1.02900e+04,+4.89800e-12,+6.01326e-12
+1.03060e+04,+3.83500e-12,+5.99461e-12
+1.03220e+04,+3.55200e-12,+5.97604e-12
+1.03380e+04,+8.67400e-12,+5.95756e-12
+1.03540e+04,+4.13200e-12,+5.93917e-12
+1.03700e+04,+4.74000e-12,+5.92086e-12
+1.03860e+04,+8.83500e-12,+5.90263e-12
+1.04020e+04,+4.13400e-12,+5.88449e-12
+1.04180e+04,+3.88900e-12,+5.86643e-12
+1.04340e+04,+2.70700e-12,+5.84846e-12
+1.04500e+04,+3.27600e-12,+5.83057e-12
+1.04660e+04,+4.73800e-12,+5.81275e-12
+1.04820e+04,+5.67500e-12,+5.79503e-12
+1.04980e+04,+5.08600e-12,+5.77738e-12
+1.05140e+04,+4.53600e-12,+5.75981e-12
+1.05300e+04,+5.19200e-12,+5.74232e-12
+1.05460e+04,+5.42100e-12,+5.72491e-12
+1.05620e+04,+3.69700e-12,+5.70759e-12
+1.05780e+04,+5.52100e-12,+5.69034e-12
+1.05940e+04,+3.13800e-12,+5.67316e-12
+1.06100e+04,+2.61900e-12,+5.65607e-12
+1.06260e+04,+4.75700e-12,+5.63905e-12
+1.06420e+04,+3.66700e-12,+5.62211e-12
+1.06580e+04,+3.23400e-12,+5.60525e-12
+1.06740e+04,+3.01900e-12,+5.58846e-12
+1.06900e+04,+3.78700e-12,+5.57174e-12
+1.07060e+04,+5.47000e-12,+5.55510e-12
+1.07220e+04,+2.82100e-12,+5.53854e-12
+1.07380e+04,+6.79800e-12,+5.52205e-12
+1.07540e+04,+3.97100e-12,+5.50563e-12
+1.07700e+04,+5.28100e-12,+5.48929e-12
+1.07860e+04,+3.42700e-12,+5.47302e-12
+1.08020e+04,+4.73000e-12,+5.45682e-12
+1.08180e+04,+5.84300e-12,+5.44069e-12
+1.08340e+04,+4.61900e-12,+5.42464e-12
+1.08500e+04,+4.72800e-12,+5.40865e-12
+1.08660e+04,+4.45200e-12,+5.39274e-12
+1.08820e+04,+4.75500e-12,+5.37689e-12
+1.08980e+04,+3.81000e-12,+5.36112e-12
+1.09140e+04,+3.96700e-12,+5.34542e-12
+1.09300e+04,+4.22700e-12,+5.32978e-12
+1.09460e+04,+5.23200e-12,+5.31421e-12
+1.09620e+04,+4.51100e-12,+5.29871e-12
+1.09780e+04,+2.64100e-12,+5.28328e-12
+1.09940e+04,+6.00400e-12,+5.26792e-12
+1.10100e+04,+3.15800e-12,+5.25262e-12
+1.10260e+04,+2.38500e-12,+5.23739e-12
+1.10420e+04,+4.48600e-12,+5.22222e-12
+1.10580e+04,+3.12900e-12,+5.20712e-12
+1.10740e+04,+5.07300e-12,+5.19209e-12
+1.10900e+04,+2.25500e-12,+5.17712e-12
+1.11060e+04,+5.79200e-12,+5.16222e-12
+1.11220e+04,+4.90800e-12,+5.14738e-12
+1.11380e+04,+4.29500e-12,+5.13260e-12
+1.11540e+04,+5.10000e-12,+5.11789e-12
+1.11700e+04,+3.24100e-12,+5.10324e-12
+1.11860e+04,+4.35800e-12,+5.08865e-12
+1.12020e+04,+3.31500e-12,+5.07413e-12
+1.12180e+04,+3.64600e-12,+5.05967e-12
+1.12340e+04,+3.57800e-12,+5.04527e-12
+1.12500e+04,+3.49900e-12,+5.03093e-12
+1.12660e+04,+2.22500e-12,+5.01665e-12
+1.12820e+04,+2.83100e-12,+5.00244e-12
+1.12980e+04,+5.76200e-12,+4.98828e-12
+1.13140e+04,+3.49300e-12,+4.97418e-12
+1.13300e+04,+4.08100e-12,+4.96015e-12
+1.13460e+04,+3.47000e-12,+4.94617e-12
+1.13620e+04,+3.56000e-12,+4.93225e-12
+1.13780e+04,+3.27200e-12,+4.91839e-12
+1.13940e+04,+5.32100e-12,+4.90459e-12
+1.14100e+04,+4.02900e-12,+4.89084e-12
+1.14260e+04,+2.56000e-12,+4.87716e-12
+1.14420e+04,+1.54600e-12,+4.86353e-12
+1.14580e+04,+1.90000e-12,+4.84996e-12
+1.14740e+04,+5.65200e-12,+4.83644e-12
+1.14900e+04,+3.45600e-12,+4.82299e-12
+1.15060e+04,+2.43300e-12,+4.80958e-12
+1.15220e+04,+3.00800e-12,+4.79624e-12
+1.15380e+04,+4.26700e-12,+4.78295e-12
+1.15540e+04,+4.53700e-12,+4.76971e-12
+1.15700e+04,+3.78000e-12,+4.75653e-12
+1.15860e+04,+4.13600e-12,+4.74340e-12
+1.16020e+04,+5.41500e-12,+4.73033e-12
+1.16180e+04,+2.44200e-12,+4.71731e-12
+1.16340e+04,+2.66700e-12,+4.70435e-12
+1.16500e+04,+5.54400e-12,+4.69144e-12
+1.16660e+04,+5.17000e-12,+4.67858e-12
+1.16820e+04,+3.36800e-12,+4.66577e-12
+1.16980e+04,+3.84000e-12,+4.65302e-12
+1.17140e+04,+5.07100e-12,+4.64032e-12
+1.17300e+04,+2.34000e-12,+4.62767e-12
+1.17460e+04,+4.28400e-12,+4.61507e-12
+1.17620e+04,+3.29300e-12,+4.60253e-12
+1.17780e+04,+1.82000e-12,+4.59003e-12
+1.17940e+04,+5.80400e-12,+4.57759e-12
+1.18100e+04,+2.94700e-12,+4.56520e-12
+1.18260e+04,+3.35900e-12,+4.55285e-12
+1.18420e+04,+2.01900e-12,+4.54056e-12
+1.18580e+04,+4.22700e-12,+4.52832e-12
+1.18740e+04,+3.45600e-12,+4.51612e-12
+1.18900e+04,+3.39100e-12,+4.50398e-12
+1.19060e+04,+3.82800e-12,+4.49188e-12
+1.19220e+04,+2.46500e-12,+4.47984e-12
+1.19380e+04,+3.51300e-12,+4.46784e-12
+1.19540e+04,+3.13000e-12,+4.45589e-12
+1.19700e+04,+1.39500e-12,+4.44398e-12
+1.19860e+04,+4.06500e-12,+4.43213e-12
+1.20020e+04,+1.87800e-12,+4.42032e-12
+1.20180e+04,+1.93400e-12,+4.40856e-12
+1.20340e+04,+1.31400e-12,+4.39685e-12
+1.20500e+04,+3.85300e-12,+4.38518e-12
+1.20660e+04,+1.80100e-12,+4.37356e-12
+1.20820e+04,+2.13000e-12,+4.36198e-12
+1.20980e+04,+4.78300e-12,+4.35046e-12
+1.21140e+04,+2.45400e-12,+4.33897e-12
+1.21300e+04,+3.20500e-12,+4.32754e-12
+1.21460e+04,+4.88200e-12,+4.31614e-12
+1.21620e+04,+4.15200e-12,+4.30480e-12
+1.21780e+04,+2.73800e-12,+4.29349e-12
+1.21940e+04,+4.03100e-12,+4.28223e-12
+1.22100e+04,+5.87100e-12,+4.27102e-12
+1.22260e+04,+5.04900e-12,+4.25985e-12
+1.22420e+04,+2.14700e-12,+4.24872e-12
+1.22580e+04,+3.41200e-12,+4.23764e-12
+1.22740e+04,+4.27600e-12,+4.22660e-12
+1.22900e+04,+2.59100e-12,+4.21561e-12
+1.23060e+04,+2.14400e-12,+4.20465e-12
+1.23220e+04,+4.15400e-12,+4.19374e-12
+1.23380e+04,+3.21600e-12,+4.18287e-12
+1.23540e+04,+2.62600e-12,+4.17205e-12
+1.23700e+04,+2.99800e-12,+4.16126e-12
+1.23860e+04,+2.12400e-12,+4.15052e-12
+1.24020e+04,+2.33500e-12,+4.13982e-12
+1.24180e+04,+3.02000e-12,+4.12916e-12
+1.24340e+04,+3.10600e-12,+4.11854e-12
+1.24500e+04,+5.16900e-12,+4.10796e-12
+1.24660e+04,+3.44600e-12,+4.09742e-12
+1.24820e+04,+2.77000e-12,+4.08693e-12
+1.24980e+04,+2.45800e-12,+4.07647e-12
+1.25140e+04,+3.54600e-12,+4.06606e-12
+1.25300e+04,+4.00800e-12,+4.05568e-12
+1.25460e+04,+6.21000e-12,+4.04534e-12
+1.25620e+04,+3.79600e-12,+4.03505e-12
+1.25780e+04,+1.66000e-12,+4.02479e-12
+1.25940e+04,+4.22600e-12,+4.01457e-12
+1.26100e+04,+3.24000e-12,+4.00439e-12
+1.26260e+04,+1.58000e-12,+3.99425e-12
+1.26420e+04,+4.10500e-12,+3.98414e-12
+1.26580e+04,+1.88400e-12,+3.97408e-12
+1.26740e+04,+3.27000e-12,+3.96405e-12
+1.26900e+04,+2.75900e-12,+3.95406e-12
+1.27060e+04,+4.97000e-12,+3.94411e-12
+1.27220e+04,+3.75200e-12,+3.93420e-12
+1.27380e+04,+2.97000e-12,+3.92432e-12
+1.27540e+04,+3.29800e-12,+3.91449e-12
+1.27700e+04,+5.09300e-12,+3.90468e-12
+1.27860e+04,+3.06700e-12,+3.89492e-12
+1.28020e+04,+2.37600e-12,+3.88519e-12
+1.28180e+04,+4.33700e-12,+3.87550e-12
+1.28340e+04,+1.69500e-12,+3.86584e-12
+1.28500e+04,+1.73600e-12,+3.85622e-12
+1.28660e+04,+2.94200e-12,+3.84664e-12
+1.28820e+04,+2.52500e-12,+3.83709e-12
+1.28980e+04,+1.61200e-12,+3.82758e-12
+1.29140e+04,+3.46300e-12,+3.81810e-12
+1.29300e+04,+3.32200e-12,+3.80866e-12
+1.29460e+04,+3.37800e-12,+3.79925e-12
+1.29620e+04,+5.07300e-12,+3.78988e-12
+1.29780e+04,+3.64900e-12,+3.78054e-12
+1.29940e+04,+2.43500e-12,+3.77123e-12
+1.30100e+04,+3.08900e-12,+3.76197e-12
+1.30260e+04,+1.88000e-12,+3.75273e-12
+1.30420e+04,+2.43100e-12,+3.74353e-12
+1.30580e+04,+1.76900e-12,+3.73436e-12
+1.30740e+04,+1.45300e-12,+3.72523e-12
+1.30900e+04,+3.91000e-12,+3.71613e-12
+1.31060e+04,+1.91500e-12,+3.70706e-12
+1.31220e+04,+2.62400e-12,+3.69803e-12
+1.31380e+04,+1.71100e-12,+3.68903e-12
+1.31540e+04,+2.33900e-12,+3.68006e-12
+1.31700e+04,+1.60500e-12,+3.67112e-12
+1.31860e+04,+3.03300e-12,+3.66222e-12
+1.32020e+04,+3.00600e-12,+3.65335e-12
+1.32180e+04,+2.00400e-12,+3.64451e-12
+1.32340e+04,+1.97100e-12,+3.63571e-12
+1.32500e+04,+2.35800e-12,+3.62693e-12
+1.32660e+04,+2.53500e-12,+3.61819e-12
+1.32820e+04,+3.13100e-12,+3.60948e-12
+1.32980e+04,+1.74300e-12,+3.60080e-12
+1.33140e+04,+2.62200e-12,+3.59215e-12
+1.33300e+04,+3.10200e-12,+3.58353e-12
+1.33460e+04,+2.17100e-12,+3.57495e-12
+1.33620e+04,+2.44700e-12,+3.56639e-12
+1.33780e+04,+4.34000e-12,+3.55787e-12
+1.33940e+04,+1.49500e-12,+3.54937e-12
+1.34100e+04,+3.01100e-12,+3.54091e-12
+1.34260e+04,+2.98800e-12,+3.53247e-12
+1.34420e+04,+1.62400e-12,+3.52407e-12
+1.34580e+04,+2.94400e-12,+3.51570e-12
+1.34740e+04,+2.29900e-12,+3.50735e-12
+1.34900e+04,+2.70300e-12,+3.49904e-12
+1.35060e+04,+1.67400e-12,+3.49076e-12
+1.35220e+04,+2.81300e-12,+3.48250e-12
+1.35380e+04,+2.32500e-12,+3.47427e-12
+1.35540e+04,+3.62200e-12,+3.46608e-12
+1.35700e+04,+3.51300e-12,+3.45791e-12
+1.35860e+04,+1.71100e-12,+3.44977e-12
+1.36020e+04,+3.49000e-12,+3.44166e-12
+1.36180e+04,+1.35900e-12,+3.43358e-12
+1.36340e+04,+2.67500e-12,+3.42552e-12
+1.36500e+04,+2.26900e-12,+3.41750e-12
+1.36660e+04,+2.33300e-12,+3.40950e-12
+1.36820e+04,+2.45900e-12,+3.40153e-12
+1.36980e+04,+1.66100e-12,+3.39359e-12
+1.37140e+04,+2.76000e-12,+3.38568e-12
+1.37300e+04,+2.63800e-12,+3.37779e-12
+1.37460e+04,+1.58000e-12,+3.36994e-12
+1.37620e+04,+3.47300e-12,+3.36211e-12
+1.37780e+04,+2.56600e-12,+3.35430e-12
+1.37940e+04,+2.22400e-12,+3.34653e-12
+1.38100e+04,+2.51600e-12,+3.33878e-12
+1.38260e+04,+2.05800e-12,+3.33105e-12
