f,raw,fit
+1.74600e+03,+3.25401e-10,+2.07630e-10
+1.75000e+03,+1.92426e-10,+2.06688e-10
+1.75400e+03,+1.78122e-10,+2.05752e-10
+1.75800e+03,+2.76023e-10,+2.04822e-10
+1.76200e+03,+2.15281e-10,+2.03899e-10
+1.76600e+03,+1.48251e-10,+2.02982e-10
+1.77000e+03,+2.23441e-10,+2.02071e-10
+1.77400e+03,+2.78782e-10,+2.01166e-10
+1.77800e+03,+1.54277e-10,+2.00267e-10
+1.78200e+03,+2.36988e-10,+1.99374e-10
+1.78600e+03,+2.84615e-10,+1.98487e-10
+1.79000e+03,+1.88252e-10,+1.97606e-10
+1.79400e+03,+2.49186e-10,+1.96731e-10
+1.79800e+03,+2.28988e-10,+1.95862e-10
+1.80200e+03,+1.03785e-10,+1.94998e-10
+1.80600e+03,+1.13910e-10,+1.94140e-10
+1.81000e+03,+2.42571e-10,+1.93288e-10
+1.81400e+03,+2.77365e-10,+1.92441e-10
+1.81800e+03,+2.37407e-10,+1.91600e-10
+1.82200e+03,+1.60401e-10,+1.90764e-10
+1.82600e+03,+2.24924e-10,+1.89934e-10
+1.83000e+03,+2.02542e-10,+1.89109e-10
+1.83400e+03,+2.44643e-10,+1.88290e-10
+1.83800e+03,+1.47601e-10,+1.87476e-10
+1.84200e+03,+2.45427e-10,+1.86667e-10
+1.84600e+03,+1.32059e-10,+1.85863e-10
+1.85000e+03,+4.12710e-10,+1.85065e-10
+1.85400e+03,+1.80875e-10,+1.84271e-10
+1.85800e+03,+2.78953e-10,+1.83483e-10
+1.86200e+03,+1.66256e-10,+1.82700e-10
+1.86600e+03,+1.93379e-10,+1.81921e-10
+1.87000e+03,+2.51933e-10,+1.81148e-10
+1.87400e+03,+2.01108e-10,+1.80380e-10
+1.87800e+03,+8.78210e-11,+1.79616e-10
+1.88200e+03,+2.71218e-10,+1.78857e-10
+1.88600e+03,+1.58774e-10,+1.78103e-10
+1.89000e+03,+1.29924e-10,+1.77354e-10
+1.89400e+03,+9.41940e-11,+1.76610e-10
+1.89800e+03,+1.81095e-10,+1.75870e-10
+1.90200e+03,+1.28606e-10,+1.75135e-10
+1.90600e+03,+1.01524e-10,+1.74404e-10
+1.91000e+03,+1.46162e-10,+1.73678e-10
+1.91400e+03,+2.32674e-10,+1.72957e-10
+1.91800e+03,+1.42502e-10,+1.72240e-10
+1.92200e+03,+1.41909e-10,+1.71527e-10
+1.92600e+03,+1.12370e-10,+1.70819e-10
+1.93000e+03,+1.55159e-10,+1.70115e-10
+1.93400e+03,+1.68787e-10,+1.69415e-10
+1.93800e+03,+1.85027e-10,+1.68720e-10
+1.94200e+03,+1.61520e-10,+1.68029e-10
+1.94600e+03,+1.46547e-10,+1.67343e-10
+1.95000e+03,+1.34947e-10,+1.66660e-10
+1.95400e+03,+1.72301e-10,+1.65982e-10
+1.95800e+03,+2.17232e-10,+1.65308e-10
+1.96200e+03,+1.62769e-10,+1.64638e-10
+1.96600e+03,+1.18853e-10,+1.63971e-10
+1.97000e+03,+6.76020e-11,+1.63309e-10
+1.97400e+03,+1.02395e-10,+1.62651e-10
+1.97800e+03,+2.49759e-10,+1.61997e-10
+1.98200e+03,+2.38411e-10,+1.61347e-10
+1.98600e+03,+1.26147e-10,+1.60701e-10
+1.99000e+03,+1.53275e-10,+1.60059e-10
+1.99400e+03,+2.20209e-10,+1.59420e-10
+1.99800e+03,+2.90417e-10,+1.58785e-10
+2.00200e+03,+7.95450e-11,+1.58154e-10
+2.00600e+03,+1.61613e-10,+1.57527e-10
+2.01000e+03,+1.72014e-10,+1.56904e-10
+2.01400e+03,+1.76734e-10,+1.56284e-10
+2.01800e+03,+1.57412e-10,+1.55668e-10
+2.02200e+03,+1.60517e-10,+1.55055e-10
+2.02600e+03,+7.98250e-11,+1.54446e-10
+2.03000e+03,+1.65584e-10,+1.53841e-10
+2.03400e+03,+1.71094e-10,+1.53239e-10
+2.03800e+03,+1.53410e-10,+1.52641e-10
+2.04200e+03,+1.63883e-10,+1.52046e-10
+2.04600e+03,+5.15510e-11,+1.51455e-10
+2.05000e+03,+9.33970e-11,+1.50867e-10
+2.05400e+03,+1.09494e-10,+1.50283e-10
+2.05800e+03,+1.71998e-10,+1.49701e-10
+2.06200e+03,+1.87269e-10,+1.49124e-10
+2.06600e+03,+1.93820e-10,+1.48549e-10
+2.07000e+03,+1.06415e-10,+1.47978e-10
+2.07400e+03,+1.39256e-10,+1.47411e-10
+2.07800e+03,+1.11587e-10,+1.46846e-10
+2.08200e+03,+9.72420e-11,+1.46285e-10
+2.08600e+03,+1.59008e-10,+1.45727e-10
+2.09000e+03,+1.88651e-10,+1.45172e-10
+2.09400e+03,+1.49122e-10,+1.44620e-10
+2.09800e+03,+1.33648e-10,+1.44071e-10
+2.10200e+03,+1.59592e-10,+1.43526e-10
+2.10600e+03,+1.03553e-10,+1.42983e-10
+2.11000e+03,+1.61312e-10,+1.42444e-10
+2.11400e+03,+1.09547e-10,+1.41908e-10
+2.11800e+03,+1.99926e-10,+1.41374e-10
+2.12200e+03,+1.13643e-10,+1.40844e-10
+2.12600e+03,+1.11688e-10,+1.40317e-10
+2.13000e+03,+1.42376e-10,+1.39792e-10
+2.13400e+03,+1.10298e-10,+1.39271e-10
+2.13800e+03,+1.51991e-10,+1.38752e-10
+2.14200e+03,+1.21451e-10,+1.38237e-10
+2.14600e+03,+8.32830e-11,+1.37724e-10
+2.15000e+03,+1.07464e-10,+1.37214e-10
+2.15400e+03,+2.05426e-10,+1.36707e-10
+2.15800e+03,+1.60902e-10,+1.36203e-10
+2.16200e+03,+1.83111e-10,+1.35701e-10
+2.16600e+03,+1.21058e-10,+1.35202e-10
+2.17000e+03,+1.57890e-10,+1.34706e-10
+2.17400e+03,+9.72900e-11,+1.34213e-10
+2.17800e+03,+1.13659e-10,+1.33722e-10
+2.18200e+03,+1.87784e-10,+1.33235e-10
+2.18600e+03,+7.01870e-11,+1.32749e-10
+2.19000e+03,+1.40173e-10,+1.32267e-10
+2.19400e+03,+2.09610e-10,+1.31787e-10
+2.19800e+03,+1.07122e-10,+1.31309e-10
+2.20200e+03,+1.05592e-10,+1.30834e-10
+2.20600e+03,+1.18283e-10,+1.30362e-10
+2.21000e+03,+1.53763e-10,+1.29893e-10
+2.21400e+03,+1.29154e-10,+1.29425e-10
+2.21800e+03,+1.40048e-10,+1.28961e-10
+2.22200e+03,+1.32643e-10,+1.28499e-10
+2.22600e+03,+9.52720e-11,+1.28039e-10
+2.23000e+03,+4.71340e-11,+1.27582e-10
+2.23400e+03,+3.67800e-11,+1.27127e-10
+2.23800e+03,+5.60970e-11,+1.26675e-10
+2.24200e+03,+6.07510e-11,+1.26225e-10
+2.24600e+03,+6.83140e-11,+1.25777e-10
+2.25000e+03,+1.40579e-10,+1.25332e-10
+2.25400e+03,+1.08442e-10,+1.24889e-10
+2.25800e+03,+1.22863e-10,+1.24449e-10
+2.26200e+03,+1.33496e-10,+1.24010e-10
+2.26600e+03,+7.03930e-11,+1.23575e-10
+2.27000e+03,+9.02710e-11,+1.23141e-10
+2.27400e+03,+1.45875e-10,+1.22710e-10
+2.27800e+03,+5.04710e-11,+1.22281e-10
+2.28200e+03,+1.87967e-10,+1.21854e-10
+2.28600e+03,+7.78990e-11,+1.21429e-10
+2.29000e+03,+1.50420e-10,+1.21007e-10
+2.29400e+03,+1.22945e-10,+1.20587e-10
+2.29800e+03,+9.83740e-11,+1.20169e-10
+2.30200e+03,+8.99830e-11,+1.19753e-10
+2.30600e+03,+1.28068e-10,+1.19340e-10
+2.31000e+03,+8.69190e-11,+1.18928e-10
+2.31400e+03,+1.34299e-10,+1.18519e-10
+2.31800e+03,+1.19329e-10,+1.18111e-10
+2.32200e+03,+7.39720e-11,+1.17706e-10
+2.32600e+03,+1.42754e-10,+1.17303e-10
+2.33000e+03,+1.23885e-10,+1.16902e-10
+2.33400e+03,+5.05960e-11,+1.16503e-10
+2.33800e+03,+8.30100e-11,+1.16106e-10
+2.34200e+03,+6.07930e-11,+1.15711e-10
+2.34600e+03,+1.01838e-10,+1.15318e-10
+2.35000e+03,+9.78730e-11,+1.14927e-10
+2.35400e+03,+1.93814e-10,+1.14538e-10
+2.35800e+03,+1.12744e-10,+1.14151e-10
+2.36200e+03,+9.96360e-11,+1.13766e-10
+2.36600e+03,+1.00010e-10,+1.13383e-10
+2.37000e+03,+6.40510e-11,+1.13002e-10
+2.37400e+03,+1.11810e-10,+1.12623e-10
+2.37800e+03,+6.37610e-11,+1.12246e-10
+2.38200e+03,+1.04705e-10,+1.11870e-10
+2.38600e+03,+1.24057e-10,+1.11497e-10
+2.39000e+03,+8.52050e-11,+1.11125e-10
+2.39400e+03,+1.76143e-10,+1.10755e-10
+2.39800e+03,+7.86850e-11,+1.10387e-10
+2.40200e+03,+1.73838e-10,+1.10021e-10
+2.40600e+03,+9.33630e-11,+1.09657e-10
+2.41000e+03,+1.06800e-10,+1.09294e-10
+2.41400e+03,+9.20010e-11,+1.08933e-10
+2.41800e+03,+1.07304e-10,+1.08574e-10
+2.42200e+03,+6.13870e-11,+1.08217e-10
+2.42600e+03,+1.39154e-10,+1.07862e-10
+2.43000e+03,+8.15770e-11,+1.07508e-10
+2.43400e+03,+1.59684e-10,+1.07156e-10
+2.43800e+03,+1.26981e-10,+1.06806e-10
+2.44200e+03,+7.85930e-11,+1.06457e-10
+2.44600e+03,+1.49374e-10,+1.06110e-10
+2.45000e+03,+6.00260e-11,+1.05765e-10
+2.45400e+03,+7.79400e-11,+1.05422e-10
+2.45800e+03,+6.65410e-11,+1.05080e-10
+2.46200e+03,+1.30441e-10,+1.04740e-10
+2.46600e+03,+8.72760e-11,+1.04401e-10
+2.47000e+03,+9.10940e-11,+1.04065e-10
+2.47400e+03,+2.29485e-10,+1.03729e-10
+2.47800e+03,+7.83850e-11,+1.03396e-10
+2.48200e+03,+8.90950e-11,+1.03064e-10
+2.48600e+03,+8.40500e-11,+1.02733e-10
+2.49000e+03,+1.23240e-10,+1.02405e-10
+2.49400e+03,+1.46127e-10,+1.02077e-10
+2.49800e+03,+6.12080e-11,+1.01752e-10
+2.50200e+03,+9.78020e-11,+1.01428e-10
+2.50600e+03,+7.44280e-11,+1.01105e-10
+2.51000e+03,+1.01225e-10,+1.00784e-10
+2.51400e+03,+9.02910e-11,+1.00464e-10
+2.51800e+03,+1.14142e-10,+1.00146e-10
+2.52200e+03,+1.17653e-10,+9.98299e-11
+2.52600e+03,+7.53370e-11,+9.95149e-11
+2.53000e+03,+1.21950e-10,+9.92014e-11
+2.53400e+03,+1.08332e-10,+9.88894e-11
+2.53800e+03,+1.19976e-10,+9.85788e-11
+2.54200e+03,+7.10750e-11,+9.82697e-11
+2.54600e+03,+7.96930e-11,+9.79620e-11
+2.55000e+03,+8.89750e-11,+9.76558e-11
+2.55400e+03,+1.13504e-10,+9.73510e-11
+2.55800e+03,+1.12643e-10,+9.70477e-11
+2.56200e+03,+1.27542e-10,+9.67457e-11
+2.56600e+03,+1.04148e-10,+9.64452e-11
+2.57000e+03,+9.29670e-11,+9.61460e-11
+2.57400e+03,+7.55320e-11,+9.58483e-11
+2.57800e+03,+7.35160e-11,+9.55519e-11
+2.58200e+03,+9.11020e-11,+9.52569e-11
+2.58600e+03,+9.06830e-11,+9.49633e-11
+2.59000e+03,+1.13913e-10,+9.46710e-11
+2.59400e+03,+1.08044e-10,+9.43800e-11
+2.59800e+03,+1.63173e-10,+9.40904e-11
+2.60200e+03,+9.86270e-11,+9.38022e-11
+2.60600e+03,+6.37230e-11,+9.35152e-11
+2.61000e+03,+4.95720e-11,+9.32296e-11
+2.61400e+03,+1.15822e-10,+9.29452e-11
+2.61800e+03,+1.04684e-10,+9.26622e-11
+2.62200e+03,+6.09780e-11,+9.23804e-11
+2.62600e+03,+1.09638e-10,+9.21000e-11
+2.63000e+03,+7.33330e-11,+9.18208e-11
+2.63400e+03,+1.00296e-10,+9.15429e-11
+2.63800e+03,+7.46880e-11,+9.12662e-11
+2.64200e+03,+5.90770e-11,+9.09908e-11
+2.64600e+03,+6.69000e-11,+9.07166e-11
+2.65000e+03,+9.95570e-11,+9.04437e-11
+2.65400e+03,+3.72700e-11,+9.01720e-11
+2.65800e+03,+7.98110e-11,+8.99015e-11
+2.66200e+03,+7.16740e-11,+8.96322e-11
+2.66600e+03,+8.30460e-11,+8.93642e-11
+2.67000e+03,+6.03920e-11,+8.90973e-11
+2.67400e+03,+5.52520e-11,+8.88316e-11
+2.67800e+03,+7.02160e-11,+8.85672e-11
+2.68200e+03,+8.07780e-11,+8.83039e-11
+2.68600e+03,+8.38290e-11,+8.80417e-11
+2.69000e+03,+5.58040e-11,+8.77808e-11
+2.69400e+03,+6.94390e-11,+8.75209e-11
+2.69800e+03,+6.38200e-11,+8.72623e-11
+2.70200e+03,+7.21210e-11,+8.70048e-11
+2.70600e+03,+1.28143e-10,+8.67484e-11
+2.71000e+03,+9.87870e-11,+8.64931e-11
+2.71400e+03,+5.59560e-11,+8.62390e-11
+2.71800e+03,+6.94150e-11,+8.59860e-11
+2.72200e+03,+8.98800e-11,+8.57341e-11
+2.72600e+03,+9.19360e-11,+8.54833e-11
+2.73000e+03,+8.56530e-11,+8.52336e-11
+2.73400e+03,+7.74880e-11,+8.49850e-11
+2.73800e+03,+7.36660e-11,+8.47375e-11
+2.74200e+03,+8.20240e-11,+8.44911e-11
+2.74600e+03,+8.97010e-11,+8.42457e-11
+2.75000e+03,+6.73770e-11,+8.40014e-11
+2.75400e+03,+7.14170e-11,+8.37581e-11
+2.75800e+03,+9.72140e-11,+8.35160e-11
+2.76200e+03,+1.13935e-10,+8.32748e-11
+2.76600e+03,+9.01220e-11,+8.30347e-11
+2.77000e+03,+1.76107e-10,+8.27957e-11
+2.77400e+03,+3.02620e-11,+8.25576e-11
+2.77800e+03,+7.41500e-11,+8.23206e-11
+2.78200e+03,+3.31410e-11,+8.20846e-11
+2.78600e+03,+8.16260e-11,+8.18497e-11
+2.79000e+03,+6.55590e-11,+8.16157e-11
+2.79400e+03,+6.13560e-11,+8.13827e-11
+2.79800e+03,+1.00096e-10,+8.11508e-11
+2.80200e+03,+7.76710e-11,+8.09198e-11
+2.80600e+03,+1.20596e-10,+8.06898e-11
+2.81000e+03,+6.86870e-11,+8.04608e-11
+2.81400e+03,+7.32180e-11,+8.02327e-11
+2.81800e+03,+4.14120e-11,+8.00056e-11
+2.82200e+03,+7.04520e-11,+7.97795e-11
+2.82600e+03,+5.85980e-11,+7.95544e-11
+2.83000e+03,+8.66240e-11,+7.93301e-11
+2.83400e+03,+8.18690e-11,+7.91069e-11
+2.83800e+03,+1.16337e-10,+7.88846e-11
+2.84200e+03,+5.75510e-11,+7.86632e-11
+2.84600e+03,+7.44860e-11,+7.84427e-11
+2.85000e+03,+1.28394e-10,+7.82232e-11
+2.85400e+03,+8.25770e-11,+7.80046e-11
+2.85800e+03,+5.38690e-11,+7.77869e-11
+2.86200e+03,+6.86190e-11,+7.75701e-11
+2.86600e+03,+5.49190e-11,+7.73542e-11
+2.87000e+03,+8.50810e-11,+7.71392e-11
+2.87400e+03,+5.72480e-11,+7.69251e-11
+2.87800e+03,+1.11054e-10,+7.67119e-11
+2.88200e+03,+4.10750e-11,+7.64996e-11
+2.88600e+03,+5.05640e-11,+7.62882e-11
+2.89000e+03,+1.26371e-10,+7.60776e-11
+2.89400e+03,+2.44680e-11,+7.58679e-11
+2.89800e+03,+4.04770e-11,+7.56591e-11
+2.90200e+03,+4.99900e-11,+7.54511e-11
+2.90600e+03,+7.35810e-11,+7.52440e-11
+2.91000e+03,+9.99690e-11,+7.50377e-11
+2.91400e+03,+9.91100e-11,+7.48323e-11
+2.91800e+03,+7.88260e-11,+7.46277e-11
+2.92200e+03,+5.75560e-11,+7.44240e-11
+2.92600e+03,+4.72030e-11,+7.42211e-11
+2.93000e+03,+4.90250e-11,+7.40190e-11
+2.93400e+03,+6.50440e-11,+7.38178e-11
+2.93800e+03,+1.04595e-10,+7.36173e-11
+2.94200e+03,+3.96530e-11,+7.34177e-11
+2.94600e+03,+7.76680e-11,+7.32189e-11
+2.95000e+03,+9.75320e-11,+7.30209e-11
+2.95400e+03,+1.99580e-11,+7.28237e-11
+2.95800e+03,+5.90780e-11,+7.26273e-11
+2.96200e+03,+7.30180e-11,+7.24317e-11
+2.96600e+03,+9.66270e-11,+7.22369e-11
+2.97000e+03,+7.72900e-11,+7.20428e-11
+2.97400e+03,+7.26230e-11,+7.18496e-11
+2.97800e+03,+4.01120e-11,+7.16571e-11
+2.98200e+03,+4.67900e-11,+7.14654e-11
+2.98600e+03,+4.35910e-11,+7.12744e-11
+2.99000e+03,+5.16320e-11,+7.10843e-11
+2.99400e+03,+7.13910e-11,+7.08948e-11
+2.99800e+03,+6.41860e-11,+7.07062e-11
+3.00200e+03,+4.80430e-11,+7.05183e-11
+3.00600e+03,+8.61540e-11,+7.03311e-11
+3.01000e+03,+6.42750e-11,+7.01447e-11
+3.01400e+03,+8.99580e-11,+6.99590e-11
+3.01800e+03,+7.33980e-11,+6.97741e-11
+3.02200e+03,+8.55600e-11,+6.95898e-11
+3.02600e+03,+1.48411e-10,+6.94064e-11
+3.03000e+03,+6.14090e-11,+6.92236e-11
+3.03400e+03,+6.93070e-11,+6.90416e-11
+3.03800e+03,+4.64630e-11,+6.88602e-11
+3.04200e+03,+6.10460e-11,+6.86796e-11
+3.04600e+03,+5.42990e-11,+6.84997e-11
+3.05000e+03,+6.13180e-11,+6.83205e-11
+3.05400e+03,+5.33820e-11,+6.81420e-11
+3.05800e+03,+4.10400e-11,+6.79642e-11
+3.06200e+03,+3.03360e-11,+6.77871e-11
+3.06600e+03,+4.01510e-11,+6.76107e-11
+3.07000e+03,+4.88800e-11,+6.74350e-11
+3.07400e+03,+6.19000e-11,+6.72600e-11
+3.07800e+03,+4.43930e-11,+6.70856e-11
+3.08200e+03,+7.64730e-11,+6.69119e-11
+3.08600e+03,+6.92560e-11,+6.67389e-11
+3.09000e+03,+5.76660e-11,+6.65666e-11
+3.09400e+03,+6.03380e-11,+6.63949e-11
+3.09800e+03,+6.20260e-11,+6.62239e-11
+3.10200e+03,+6.72670e-11,+6.60535e-11
+3.10600e+03,+6.52960e-11,+6.58838e-11
+3.11000e+03,+4.96470e-11,+6.57148e-11
+3.11400e+03,+3.77000e-11,+6.55464e-11
+3.11800e+03,+7.78660e-11,+6.53787e-11
+3.12200e+03,+5.22050e-11,+6.52116e-11
+3.12600e+03,+7.32910e-11,+6.50451e-11
+3.13000e+03,+8.41550e-11,+6.48793e-11
+3.13400e+03,+7.05370e-11,+6.47141e-11
+3.13800e+03,+4.13460e-11,+6.45495e-11
+3.14200e+03,+8.75880e-11,+6.43856e-11
+3.14600e+03,+8.40440e-11,+6.42222e-11
+3.15000e+03,+8.68890e-11,+6.40595e-11
+3.15400e+03,+5.86570e-11,+6.38975e-11
+3.15800e+03,+4.61460e-11,+6.37360e-11
+3.16200e+03,+4.58400e-11,+6.35751e-11
+3.16600e+03,+4.03730e-11,+6.34149e-11
+3.17000e+03,+6.52710e-11,+6.32553e-11
+3.17400e+03,+9.54200e-11,+6.30962e-11
+3.17800e+03,+6.67410e-11,+6.29378e-11
+3.18200e+03,+6.44820e-11,+6.27799e-11
+3.18600e+03,+1.15594e-10,+6.26227e-11
+3.19000e+03,+4.20630e-11,+6.24660e-11
+3.19400e+03,+8.11760e-11,+6.23099e-11
+3.19800e+03,+3.07650e-11,+6.21544e-11
+3.20200e+03,+6.12270e-11,+6.19995e-11
+3.20600e+03,+4.50610e-11,+6.18452e-11
+3.21000e+03,+4.86660e-11,+6.16914e-11
+3.21400e+03,+5.64100e-11,+6.15383e-11
+3.21800e+03,+5.16590e-11,+6.13856e-11
+3.22200e+03,+4.27750e-11,+6.12336e-11
+3.22600e+03,+8.26740e-11,+6.10821e-11
+3.23000e+03,+5.55750e-11,+6.09312e-11
+3.23400e+03,+6.93450e-11,+6.07808e-11
+3.23800e+03,+1.15591e-10,+6.06310e-11
+3.24200e+03,+4.22850e-11,+6.04817e-11
+3.24600e+03,+5.64710e-11,+6.03330e-11
+3.25000e+03,+8.65820e-11,+6.01849e-11
+3.25400e+03,+9.41420e-11,+6.00373e-11
+3.25800e+03,+5.23060e-11,+5.98902e-11
+3.26200e+03,+3.43560e-11,+5.97437e-11
+3.26600e+03,+6.79730e-11,+5.95977e-11
+3.27000e+03,+8.95730e-11,+5.94522e-11
+3.27400e+03,+7.52920e-11,+5.93073e-11
+3.27800e+03,+7.52980e-11,+5.91629e-11
+3.28200e+03,+5.98130e-11,+5.90190e-11
+3.28600e+03,+4.78710e-11,+5.88756e-11
+3.29000e+03,+4.10610e-11,+5.87328e-11
+3.29400e+03,+5.81730e-11,+5.85905e-11
+3.29800e+03,+4.08190e-11,+5.84487e-11
+3.30200e+03,+5.65640e-11,+5.83074e-11
+3.30600e+03,+4.04720e-11,+5.81666e-11
+3.31000e+03,+4.83480e-11,+5.80264e-11
+3.31400e+03,+4.50550e-11,+5.78866e-11
+3.31800e+03,+4.43360e-11,+5.77474e-11
+3.32200e+03,+6.41270e-11,+5.76086e-11
+3.32600e+03,+3.56300e-11,+5.74704e-11
+3.33000e+03,+3.91750e-11,+5.73326e-11
+3.33400e+03,+6.16600e-11,+5.71954e-11
+3.33800e+03,+4.09650e-11,+5.70586e-11
+3.34200e+03,+8.74160e-11,+5.69223e-11
+3.34600e+03,+7.40460e-11,+5.67865e-11
+3.35000e+03,+6.71540e-11,+5.66512e-11
+3.35400e+03,+8.63560e-11,+5.65164e-11
+3.35800e+03,+9.60300e-11,+5.63821e-11
+3.36200e+03,+4.89940e-11,+5.62482e-11
+3.36600e+03,+4.96500e-11,+5.61148e-11
+3.37000e+03,+5.83360e-11,+5.59819e-11
+3.37400e+03,+5.25310e-11,+5.58495e-11
+3.37800e+03,+4.37590e-11,+5.57175e-11
+3.38200e+03,+5.73970e-11,+5.55860e-11
+3.38600e+03,+2.90760e-11,+5.54549e-11
+3.39000e+03,+6.02450e-11,+5.53244e-11
+3.39400e+03,+4.38210e-11,+5.51942e-11
+3.39800e+03,+6.02460e-11,+5.50646e-11
+3.40200e+03,+4.69090e-11,+5.49354e-11
+3.40600e+03,+3.55640e-11,+5.48066e-11
+3.41000e+03,+6.42570e-11,+5.46783e-11
+3.41400e+03,+5.49520e-11,+5.45505e-11
+3.41800e+03,+5.06700e-11,+5.44231e-11
+3.42200e+03,+5.26970e-11,+5.42961e-11
+3.42600e+03,+4.72780e-11,+5.41696e-11
+3.43000e+03,+6.24310e-11,+5.40435e-11
+3.43400e+03,+6.15310e-11,+5.39179e-11
+3.43800e+03,+4.69260e-11,+5.37927e-11
+3.44200e+03,+4.82950e-11,+5.36680e-11
+3.44600e+03,+3.33160e-11,+5.35436e-11
+3.45000e+03,+8.33000e-11,+5.34197e-11
+3.45400e+03,+6.16240e-11,+5.32963e-11
+3.45800e+03,+4.48250e-11,+5.31732e-11
+3.46200e+03,+6.19430e-11,+5.30506e-11
+3.46600e+03,+5.89680e-11,+5.29284e-11
+3.47000e+03,+3.27980e-11,+5.28067e-11
+3.47400e+03,+6.61490e-11,+5.26853e-11
+3.47800e+03,+8.72330e-11,+5.25644e-11
+3.48200e+03,+6.90400e-11,+5.24439e-11
+3.48600e+03,+2.60890e-11,+5.23238e-11
+3.49000e+03,+3.77720e-11,+5.22041e-11
+3.49400e+03,+9.84720e-11,+5.20848e-11
+3.49800e+03,+5.76940e-11,+5.19659e-11
+3.50200e+03,+8.06150e-11,+5.18475e-11
+3.50600e+03,+4.18380e-11,+5.17294e-11
+3.51000e+03,+4.76080e-11,+5.16118e-11
+3.51400e+03,+6.29430e-11,+5.14945e-11
+3.51800e+03,+6.52410e-11,+5.13776e-11
+3.52200e+03,+3.73330e-11,+5.12612e-11
+3.52600e+03,+2.39130e-11,+5.11451e-11
+3.53000e+03,+3.54170e-11,+5.10294e-11
+3.53400e+03,+8.60770e-11,+5.09142e-11
+3.53800e+03,+4.81640e-11,+5.07993e-11
+3.54200e+03,+4.22750e-11,+5.06848e-11
+3.54600e+03,+4.93470e-11,+5.05707e-11
+3.55000e+03,+5.31390e-11,+5.04569e-11
+3.55400e+03,+5.84640e-11,+5.03436e-11
+3.55800e+03,+5.05540e-11,+5.02306e-11
+3.56200e+03,+7.48900e-11,+5.01180e-11
+3.56600e+03,+3.58700e-11,+5.00058e-11
+3.57000e+03,+4.81290e-11,+4.98940e-11
+3.57400e+03,+8.42200e-11,+4.97825e-11
+3.57800e+03,+5.68060e-11,+4.96714e-11
+3.58200e+03,+2.71340e-11,+4.95607e-11
+3.58600e+03,+4.02810e-11,+4.94504e-11
+3.59000e+03,+7.95380e-11,+4.93404e-11
+3.59400e+03,+3.11690e-11,+4.92308e-11
+3.59800e+03,+4.14690e-11,+4.91216e-11
+3.60200e+03,+6.80860e-11,+4.90127e-11
+3.60600e+03,+4.19040e-11,+4.89042e-11
+3.61000e+03,+4.28690e-11,+4.87960e-11
+3.61400e+03,+4.68540e-11,+4.86882e-11
+3.61800e+03,+3.64600e-11,+4.85807e-11
+3.62200e+03,+4.41440e-11,+4.84737e-11
+3.62600e+03,+7.18320e-11,+4.83669e-11
+3.63000e+03,+5.17380e-11,+4.82605e-11
+3.63400e+03,+8.06140e-11,+4.81545e-11
+3.63800e+03,+5.23770e-11,+4.80488e-11
+3.64200e+03,+4.27180e-11,+4.79435e-11
+3.64600e+03,+4.72690e-11,+4.78385e-11
+3.65000e+03,+4.42670e-11,+4.77338e-11
+3.65400e+03,+3.23010e-11,+4.76295e-11
+3.65800e+03,+5.47540e-11,+4.75256e-11
+3.66200e+03,+4.94510e-11,+4.74219e-11
+3.66600e+03,+3.97900e-11,+4.73187e-11
+3.67000e+03,+3.38280e-11,+4.72157e-11
+3.67400e+03,+7.24660e-11,+4.71131e-11
+3.67800e+03,+3.85140e-11,+4.70108e-11
+3.68200e+03,+3.10430e-11,+4.69089e-11
+3.68600e+03,+3.84980e-11,+4.68073e-11
+3.69000e+03,+3.70520e-11,+4.67060e-11
+3.69400e+03,+4.04410e-11,+4.66050e-11
+3.69800e+03,+4.02780e-11,+4.65044e-11
+3.70200e+03,+3.92310e-11,+4.64041e-11
+3.70600e+03,+6.88140e-11,+4.63041e-11
+3.71000e+03,+4.73820e-11,+4.62044e-11
+3.71400e+03,+5.10390e-11,+4.61051e-11
+3.71800e+03,+4.39370e-11,+4.60061e-11
+3.72200e+03,+4.73780e-11,+4.59074e-11
+3.72600e+03,+4.60410e-11,+4.58090e-11
+3.73000e+03,+6.12730e-11,+4.57109e-11
+3.73400e+03,+5.74420e-11,+4.56132e-11
+3.73800e+03,+6.85360e-11,+4.55157e-11
+3.74200e+03,+3.72690e-11,+4.54186e-11
+3.74600e+03,+6.21750e-11,+4.53218e-11
+3.75000e+03,+3.94190e-11,+4.52253e-11
+3.75400e+03,+3.03940e-11,+4.51291e-11
+3.75800e+03,+5.07710e-11,+4.50332e-11
+3.76200e+03,+5.39750e-11,+4.49376e-11
+3.76600e+03,+5.04520e-11,+4.48423e-11
+3.77000e+03,+2.93100e-11,+4.47473e-11
+3.77400e+03,+4.07570e-11,+4.46527e-11
+3.77800e+03,+2.80170e-11,+4.45583e-11
+3.78200e+03,+2.00940e-11,+4.44642e-11
+3.78600e+03,+4.48500e-11,+4.43704e-11
+3.79000e+03,+3.97140e-11,+4.42769e-11
+3.79400e+03,+4.18420e-11,+4.41837e-11
+3.79800e+03,+1.06000e-11,+4.40908e-11
+3.80200e+03,+4.53750e-11,+4.39982e-11
+3.80600e+03,+2.91890e-11,+4.39059e-11
+3.81000e+03,+2.78070e-11,+4.38139e-11
+3.81400e+03,+4.26410e-11,+4.37222e-11
