dt DV_y_m08_100_m00 DV_z_m08_100_m00 DV_y_m08_090_m00 DV_z_m08_090_m00 DV_y_m08_080_m00 DV_z_m08_080_m00 DV_y_m08_070_m00 DV_z_m08_070_m00 DV_y_m08_060_m00 DV_z_m08_060_m00 DV_y_m07_100_m00 DV_z_m07_100_m00 DV_y_m07_090_m00 DV_z_m07_090_m00 DV_y_m07_080_m00 DV_z_m07_080_m00 DV_y_m07_070_m00 DV_z_m07_070_m00 DV_y_m07_060_m00 DV_z_m07_060_m00 DV_y_m06_100_m00 DV_z_m06_100_m00 DV_y_m06_090_m00 DV_z_m06_090_m00 DV_y_m06_080_m00 DV_z_m06_080_m00 DV_y_m06_070_m00 DV_z_m06_070_m00 DV_y_m06_060_m00 DV_z_m06_060_m00 DV_y_m05_100_m00 DV_z_m05_100_m00 DV_y_m05_090_m00 DV_z_m05_090_m00 DV_y_m05_080_m00 DV_z_m05_080_m00 DV_y_m05_070_m00 DV_z_m05_070_m00 DV_y_m05_060_m00 DV_z_m05_060_m00 DV_y_m04_100_m00 DV_z_m04_100_m00 DV_y_m04_090_m00 DV_z_m04_090_m00 DV_y_m04_080_m00 DV_z_m04_080_m00 DV_y_m04_070_m00 DV_z_m04_070_m00 DV_y_m04_060_m00 DV_z_m04_060_m00 DV_y_m03_100_m00 DV_z_m03_100_m00 DV_y_m03_090_m00 DV_z_m03_090_m00 DV_y_m03_080_m00 DV_z_m03_080_m00 DV_y_m03_070_m00 DV_z_m03_070_m00 DV_y_m03_060_m00 DV_z_m03_060_m00
+5.8218e+01 +3.5109e-01 +8.6170e-02 +1.7845e-01 +3.1979e-01 +2.0454e-01 +2.3115e-01 +1.7873e-01 +2.2319e-01 +3.9506e-01 +8.2741e-02 +2.5819e-01 +9.5347e-02 +2.5124e-01 +1.5364e-01 +2.4158e-01 +1.3876e-01 +5.1649e-01 +1.6924e-01 +5.4069e-01 +1.8038e-01 +3.2884e-01 +4.2992e-02 +2.8910e-01 +1.5120e-02 +3.0826e-01 +2.4945e-02 +5.7560e-01 +3.0467e-01 +4.5953e-01 +1.7647e-01 +3.3248e-01 +8.8820e-02 +3.1217e-01 +4.7835e-02 +2.2634e-01 +4.5239e-02 +5.6512e-01 +3.4019e-01 +3.9368e-01 +1.6491e-01 +2.8774e-01 +1.5276e-01 +2.7383e-01 +9.5135e-02 +2.5842e-01 +6.4454e-03 +6.4830e-01 +3.0370e-01 +4.2060e-01 +2.1759e-01 +2.7809e-01 +2.3155e-01 +2.4694e-01 +4.6938e-02 +2.1450e-01 +4.1971e-02 +6.1920e-01 +2.5786e-01 +4.0925e-01 +2.4321e-01
+6.0225e+01 +3.6877e-01 +5.6924e-02 +1.8479e-01 +3.1029e-01 +2.1302e-01 +2.2783e-01 +1.8667e-01 +2.3300e-01 +3.9208e-01 +5.5436e-02 +2.7717e-01 +7.2752e-02 +2.6528e-01 +1.6474e-01 +2.5128e-01 +1.2697e-01 +5.2369e-01 +1.8334e-01 +5.3592e-01 +1.7883e-01 +3.4841e-01 +6.8801e-02 +3.0179e-01 +3.4154e-03 +3.1753e-01 +2.1236e-02 +5.7355e-01 +3.1637e-01 +4.5871e-01 +1.7667e-01 +3.5453e-01 +1.1557e-01 +3.3038e-01 +6.3259e-02 +2.3595e-01 +3.9570e-02 +5.5634e-01 +3.3710e-01 +3.9028e-01 +1.5963e-01 +3.0901e-01 +1.7149e-01 +2.8337e-01 +1.1284e-01 +2.6570e-01 +2.3235e-03 +6.4630e-01 +3.0425e-01 +4.1269e-01 +2.1028e-01 +2.9170e-01 +2.4117e-01 +2.5669e-01 +5.2087e-02 +2.2090e-01 +3.3419e-03 +6.1587e-01 +2.9298e-01 +3.9197e-01 +2.1914e-01
+6.2233e+01 +3.8059e-01 +6.4930e-02 +1.9217e-01 +2.8063e-01 +2.2491e-01 +2.2318e-01 +1.9859e-01 +2.5752e-01 +4.1207e-01 +8.0664e-02 +2.9437e-01 +4.7533e-02 +2.8436e-01 +1.5948e-01 +2.7255e-01 +1.2501e-01 +5.5983e-01 +2.2997e-01 +5.5241e-01 +1.9576e-01 +3.7067e-01 +8.4464e-02 +3.2166e-01 +3.0788e-02 +3.3684e-01 +5.5108e-03 +5.9850e-01 +3.4480e-01 +4.7244e-01 +1.9503e-01 +3.7418e-01 +1.2455e-01 +3.5059e-01 +8.0176e-02 +2.5583e-01 +2.6885e-02 +5.9454e-01 +3.6129e-01 +4.2231e-01 +1.9966e-01 +3.2706e-01 +1.9768e-01 +3.0123e-01 +1.2620e-01 +2.8224e-01 +1.9618e-02 +6.6544e-01 +3.2757e-01 +4.3728e-01 +2.1969e-01 +3.0357e-01 +2.4427e-01 +2.6846e-01 +6.4122e-02 +2.3205e-01 +3.0182e-02 +6.1559e-01 +2.9240e-01 +4.1628e-01 +2.1122e-01
+6.4240e+01 +3.9659e-01 +3.5521e-02 +2.0577e-01 +3.0095e-01 +2.3207e-01 +1.9355e-01 +2.1360e-01 +2.4946e-01 +4.2321e-01 +8.3941e-02 +3.1103e-01 +3.7704e-02 +3.0116e-01 +1.3957e-01 +2.8927e-01 +1.1007e-01 +5.8244e-01 +2.7748e-01 +5.6665e-01 +2.3371e-01 +3.9317e-01 +9.7489e-02 +3.4736e-01 +6.4417e-02 +3.5599e-01 +2.1811e-02 +6.0603e-01 +3.6794e-01 +4.8621e-01 +2.2645e-01 +4.0270e-01 +1.4187e-01 +3.6792e-01 +9.7972e-02 +2.7083e-01 +1.1359e-02 +6.2135e-01 +4.0163e-01 +4.2963e-01 +2.1574e-01 +3.4675e-01 +2.1770e-01 +3.1848e-01 +1.4144e-01 +2.9348e-01 +5.0650e-02 +6.7223e-01 +3.5403e-01 +4.4149e-01 +2.1611e-01 +3.2153e-01 +2.6349e-01 +2.8265e-01 +6.0721e-02 +2.4673e-01 +3.0434e-02 +6.0763e-01 +3.1211e-01 +4.3004e-01 +2.2982e-01
+6.6248e+01 +4.1247e-01 +2.8488e-02 +2.1656e-01 +2.9491e-01 +2.4234e-01 +1.8848e-01 +2.2306e-01 +2.8769e-01 +4.4324e-01 +8.4468e-02 +3.3069e-01 +3.9363e-02 +3.1440e-01 +1.2360e-01 +2.9777e-01 +1.0310e-01 +5.9367e-01 +2.9772e-01 +5.7822e-01 +2.5370e-01 +4.1377e-01 +1.1118e-01 +3.6373e-01 +7.2737e-02 +3.6693e-01 +2.8567e-02 +6.2547e-01 +3.8137e-01 +4.8910e-01 +2.4458e-01 +4.2749e-01 +1.6948e-01 +3.8265e-01 +1.1347e-01 +2.8085e-01 +1.7327e-02 +6.3426e-01 +4.3418e-01 +4.3392e-01 +2.1096e-01 +3.7163e-01 +2.3269e-01 +3.3332e-01 +1.2810e-01 +3.0296e-01 +6.0320e-02 +6.9719e-01 +3.6550e-01 +4.6938e-01 +2.0115e-01 +3.3932e-01 +2.7887e-01 +2.9618e-01 +6.7952e-02 +2.5522e-01 +1.3151e-02 +6.2993e-01 +3.0377e-01 +4.3365e-01 +2.4030e-01
+6.8255e+01 +4.2887e-01 +3.5277e-02 +2.2829e-01 +2.8059e-01 +2.4602e-01 +1.7037e-01 +2.3707e-01 +2.9801e-01 +4.5725e-01 +1.0787e-01 +3.4706e-01 +1.1281e-02 +3.3214e-01 +7.7496e-02 +3.2138e-01 +7.4187e-02 +6.1319e-01 +3.2253e-01 +6.0614e-01 +2.9467e-01 +4.3962e-01 +1.3220e-01 +3.8298e-01 +8.4158e-02 +3.9046e-01 +5.0898e-02 +6.5690e-01 +4.4730e-01 +5.1653e-01 +2.9325e-01 +4.5032e-01 +1.9486e-01 +4.0326e-01 +1.3312e-01 +3.0002e-01 +3.4302e-04 +6.6301e-01 +4.8715e-01 +4.4766e-01 +2.2872e-01 +3.9019e-01 +2.6842e-01 +3.5768e-01 +1.4553e-01 +3.2235e-01 +8.5690e-02 +7.0933e-01 +3.9423e-01 +4.9560e-01 +2.3193e-01 +3.6584e-01 +2.7318e-01 +3.0532e-01 +9.5377e-02 +2.6859e-01 +1.3395e-03 +6.4523e-01 +3.1337e-01 +4.6582e-01 +2.9260e-01
+7.0262e+01 +4.4781e-01 +1.3143e-02 +2.3767e-01 +2.9430e-01 +2.5298e-01 +1.9068e-01 +2.4362e-01 +3.1551e-01 +4.7142e-01 +1.1434e-01 +3.6718e-01 +9.8407e-03 +3.4271e-01 +5.7372e-02 +3.2887e-01 +5.4507e-02 +6.1427e-01 +3.1081e-01 +6.0572e-01 +2.9214e-01 +4.6098e-01 +1.7147e-01 +4.0027e-01 +1.0914e-01 +4.0353e-01 +7.8880e-02 +6.6178e-01 +4.5620e-01 +5.1502e-01 +2.8193e-01 +4.7162e-01 +2.3324e-01 +4.1886e-01 +1.4975e-01 +3.0435e-01 +1.9234e-02 +6.6806e-01 +5.0864e-01 +4.4685e-01 +2.3251e-01 +4.0272e-01 +2.9598e-01 +3.6894e-01 +1.7020e-01 +3.3088e-01 +8.1269e-02 +7.0104e-01 +3.8089e-01 +4.9046e-01 +2.3398e-01 +3.8847e-01 +3.0325e-01 +3.1276e-01 +1.1301e-01 +2.7525e-01 +5.4297e-03 +6.4845e-01 +3.3497e-01 +4.7448e-01 +3.0767e-01
+7.2270e+01 +4.6668e-01 +1.3362e-03 +2.4779e-01 +2.9195e-01 +2.6562e-01 +1.9704e-01 +2.5735e-01 +3.1257e-01 +4.8756e-01 +1.6544e-01 +3.8750e-01 +1.2166e-02 +3.5858e-01 +4.1283e-02 +3.4945e-01 +3.4803e-02 +6.2384e-01 +3.4000e-01 +6.2707e-01 +3.1947e-01 +4.8577e-01 +2.2235e-01 +4.2331e-01 +1.3573e-01 +4.2496e-01 +1.1855e-01 +6.8779e-01 +5.0219e-01 +5.4277e-01 +2.7344e-01 +4.9582e-01 +2.6912e-01 +4.4305e-01 +1.7404e-01 +3.2719e-01 +4.2107e-02 +6.9059e-01 +5.5266e-01 +4.6709e-01 +2.6040e-01 +4.2295e-01 +3.1921e-01 +3.8468e-01 +1.8313e-01 +3.5033e-01 +9.2712e-02 +7.2076e-01 +4.2103e-01 +5.0787e-01 +2.6476e-01 +4.0636e-01 +3.3516e-01 +3.3177e-01 +1.3930e-01 +2.8886e-01 +3.2532e-03 +6.7169e-01 +3.6869e-01 +5.3133e-01 +3.4194e-01
+7.4278e+01 +4.8413e-01 +4.4966e-03 +2.5764e-01 +2.6096e-01 +2.7875e-01 +1.8029e-01 +2.7112e-01 +2.6261e-01 +5.0661e-01 +1.5450e-01 +4.0919e-01 +4.0927e-02 +3.7800e-01 +3.5789e-02 +3.6862e-01 +2.0478e-03 +6.3076e-01 +3.8820e-01 +6.3373e-01 +3.4383e-01 +5.1477e-01 +2.5652e-01 +4.4253e-01 +1.6596e-01 +4.4608e-01 +1.5626e-01 +7.0133e-01 +5.3990e-01 +5.5089e-01 +2.9360e-01 +5.1854e-01 +2.8197e-01 +4.6412e-01 +2.0254e-01 +3.5093e-01 +6.9614e-02 +7.1110e-01 +5.9353e-01 +4.7949e-01 +2.8583e-01 +4.4121e-01 +3.3051e-01 +4.0878e-01 +2.0569e-01 +3.6945e-01 +1.2698e-01 +7.2388e-01 +4.3639e-01 +5.1627e-01 +2.8718e-01 +4.2712e-01 +3.5517e-01 +3.4175e-01 +1.6997e-01 +2.9912e-01 +3.8666e-02 +6.9029e-01 +3.7703e-01 +5.4334e-01 +3.5379e-01
+7.6285e+01 +5.0686e-01 +2.0974e-02 +2.7167e-01 +2.4722e-01 +2.8445e-01 +1.8524e-01 +2.8204e-01 +2.5482e-01 +5.0985e-01 +1.4100e-01 +4.3317e-01 +5.1357e-02 +3.9730e-01 +1.1178e-02 +3.7385e-01 +3.6064e-03 +6.4042e-01 +4.3288e-01 +6.4247e-01 +3.7104e-01 +5.4049e-01 +2.8993e-01 +4.6091e-01 +1.9504e-01 +4.5716e-01 +1.7399e-01 +7.2469e-01 +5.4687e-01 +5.6254e-01 +3.0725e-01 +5.5135e-01 +3.1146e-01 +4.7911e-01 +2.3677e-01 +3.5929e-01 +7.2773e-02 +7.2439e-01 +5.9725e-01 +4.9992e-01 +3.0447e-01 +4.6362e-01 +3.4875e-01 +4.2672e-01 +2.1245e-01 +3.7957e-01 +1.2177e-01 +7.2498e-01 +4.1968e-01 +5.1322e-01 +2.8731e-01 +4.5087e-01 +3.8274e-01 +3.4837e-01 +1.8734e-01 +3.1214e-01 +6.2767e-02 +7.2322e-01 +3.9623e-01 +5.5287e-01 +3.5188e-01
+7.8292e+01 +5.1990e-01 +5.3200e-02 +2.8768e-01 +2.2466e-01 +2.9575e-01 +1.7353e-01 +2.9727e-01 +2.1473e-01 +5.4226e-01 +1.8151e-01 +4.6383e-01 +7.0588e-02 +4.1413e-01 +4.5381e-02 +3.9687e-01 +1.4892e-02 +6.6900e-01 +5.0448e-01 +6.6278e-01 +4.3938e-01 +5.7015e-01 +3.1876e-01 +4.8316e-01 +1.9842e-01 +4.7522e-01 +1.9148e-01 +7.5824e-01 +5.8492e-01 +5.9062e-01 +3.6227e-01 +5.8051e-01 +3.5386e-01 +5.0285e-01 +2.7959e-01 +3.7945e-01 +1.0323e-01 +7.4242e-01 +6.5167e-01 +5.2058e-01 +3.3117e-01 +4.8345e-01 +3.7224e-01 +4.4681e-01 +2.3138e-01 +4.0462e-01 +1.3339e-01 +7.4568e-01 +4.2703e-01 +5.3208e-01 +3.0094e-01 +4.6870e-01 +3.6287e-01 +3.6498e-01 +1.9167e-01 +3.2767e-01 +8.1456e-02 +7.3883e-01 +3.9236e-01 +5.5914e-01 +3.6778e-01
+8.0300e+01 +5.4104e-01 +9.6576e-02 +2.9948e-01 +2.3566e-01 +2.9800e-01 +1.5527e-01 +2.9898e-01 +2.4342e-01 +5.4878e-01 +1.6556e-01 +4.9185e-01 +1.1075e-01 +4.3240e-01 +4.9353e-02 +4.0520e-01 +3.8225e-02 +6.7459e-01 +5.0872e-01 +6.6763e-01 +4.2022e-01 +5.9771e-01 +3.7318e-01 +5.0081e-01 +2.1789e-01 +4.8924e-01 +1.9096e-01 +7.6608e-01 +6.0022e-01 +5.8964e-01 +3.7262e-01 +6.0586e-01 +4.0240e-01 +5.1839e-01 +3.0102e-01 +3.8828e-01 +1.0451e-01 +7.5226e-01 +6.6223e-01 +5.2146e-01 +3.2289e-01 +5.0755e-01 +3.9041e-01 +4.6191e-01 +2.5855e-01 +4.1676e-01 +1.3646e-01 +7.5168e-01 +4.4286e-01 +5.2827e-01 +3.0151e-01 +4.8380e-01 +3.9133e-01 +3.7455e-01 +1.9456e-01 +3.3920e-01 +8.5953e-02 +7.4068e-01 +3.7521e-01 +5.6666e-01 +3.6579e-01
+8.2307e+01 +5.5141e-01 +1.5189e-01 +3.0993e-01 +2.7731e-01 +3.0915e-01 +1.2936e-01 +3.1842e-01 +2.3339e-01 +5.5459e-01 +1.9977e-01 +5.1741e-01 +1.3137e-01 +4.5913e-01 +8.2290e-02 +4.3017e-01 +6.7090e-02 +7.0374e-01 +5.3295e-01 +6.8795e-01 +4.5549e-01 +6.2097e-01 +4.2332e-01 +5.2505e-01 +2.6114e-01 +5.1450e-01 +2.1405e-01 +7.7571e-01 +6.3770e-01 +6.1634e-01 +4.1902e-01 +6.3324e-01 +4.3753e-01 +5.4364e-01 +3.2956e-01 +4.1650e-01 +1.3405e-01 +7.6688e-01 +6.9716e-01 +5.4579e-01 +3.4666e-01 +5.3219e-01 +4.0761e-01 +4.8341e-01 +2.6380e-01 +4.4553e-01 +1.5476e-01 +7.7159e-01 +4.7097e-01 +5.6212e-01 +3.0926e-01 +5.0559e-01 +3.9833e-01 +3.8933e-01 +1.9495e-01 +3.5380e-01 +9.4424e-02 +7.5816e-01 +4.0849e-01 +5.8589e-01 +3.8248e-01
+8.4315e+01 +5.6975e-01 +1.7078e-01 +3.2521e-01 +2.6653e-01 +3.1975e-01 +1.0522e-01 +3.2844e-01 +2.1971e-01 +5.7395e-01 +2.2407e-01 +5.4515e-01 +1.8914e-01 +4.8474e-01 +9.5334e-02 +4.5601e-01 +9.5892e-02 +7.1681e-01 +5.7422e-01 +7.0360e-01 +4.8565e-01 +6.4845e-01 +4.7070e-01 +5.4810e-01 +2.8913e-01 +5.3807e-01 +2.5784e-01 +7.8225e-01 +6.8955e-01 +6.3078e-01 +4.5683e-01 +6.6196e-01 +4.8586e-01 +5.6873e-01 +3.6218e-01 +4.4128e-01 +1.6994e-01 +7.7540e-01 +7.1952e-01 +5.5907e-01 +3.7305e-01 +5.6221e-01 +4.4391e-01 +5.0878e-01 +2.8822e-01 +4.6640e-01 +1.9356e-01 +7.8586e-01 +4.9995e-01 +5.6344e-01 +3.2079e-01 +5.2218e-01 +4.2179e-01 +4.0934e-01 +2.1951e-01 +3.7039e-01 +1.2119e-01 +7.6617e-01 +4.5505e-01 +5.7968e-01 +3.8900e-01
+8.6323e+01 +5.9203e-01 +1.8892e-01 +3.3732e-01 +2.5155e-01 +3.3222e-01 +1.2486e-01 +3.4093e-01 +2.1194e-01 +5.8355e-01 +2.1843e-01 +5.7181e-01 +2.3176e-01 +5.0288e-01 +1.2923e-01 +4.7155e-01 +1.0238e-01 +7.2306e-01 +5.8911e-01 +7.2277e-01 +4.9960e-01 +6.8060e-01 +4.9880e-01 +5.6429e-01 +3.2752e-01 +5.5761e-01 +2.9472e-01 +7.8631e-01 +7.1078e-01 +6.3411e-01 +4.6190e-01 +6.8912e-01 +4.9717e-01 +5.9068e-01 +4.1306e-01 +4.5831e-01 +1.7330e-01 +7.7720e-01 +7.2490e-01 +5.7017e-01 +3.9652e-01 +5.9349e-01 +4.8928e-01 +5.2988e-01 +2.9388e-01 +4.8374e-01 +2.1039e-01 +7.9338e-01 +5.0273e-01 +5.7245e-01 +3.2564e-01 +5.4932e-01 +4.4724e-01 +4.2327e-01 +2.4029e-01 +3.8379e-01 +1.1502e-01 +7.7067e-01 +4.9097e-01 +6.0293e-01 +3.8662e-01
+8.8330e+01 +6.0781e-01 +2.1644e-01 +3.5501e-01 +2.0841e-01 +3.5090e-01 +1.3502e-01 +3.5660e-01 +1.8792e-01 +5.9858e-01 +2.5744e-01 +5.9917e-01 +2.7903e-01 +5.2585e-01 +1.5690e-01 +4.9748e-01 +1.3391e-01 +7.3922e-01 +6.3691e-01 +7.5221e-01 +5.6380e-01 +7.0909e-01 +5.3331e-01 +5.8757e-01 +3.4958e-01 +5.8104e-01 +3.2271e-01 +8.0101e-01 +7.7154e-01 +6.4850e-01 +4.9289e-01 +7.1695e-01 +5.3886e-01 +6.1904e-01 +4.4821e-01 +4.8537e-01 +1.9661e-01 +8.0153e-01 +7.7120e-01 +5.9286e-01 +4.1613e-01 +6.1726e-01 +5.1147e-01 +5.5673e-01 +3.1016e-01 +5.1070e-01 +2.3824e-01 +8.1186e-01 +5.5499e-01 +5.7280e-01 +3.3744e-01 +5.6729e-01 +4.6583e-01 +4.4191e-01 +2.5680e-01 +4.0353e-01 +1.2362e-01 +7.9383e-01 +4.9786e-01 +6.3542e-01 +3.9565e-01
+9.0337e+01 +6.3242e-01 +2.6093e-01 +3.6897e-01 +1.8484e-01 +3.5533e-01 +1.3058e-01 +3.5970e-01 +1.6754e-01 +5.9081e-01 +2.4156e-01 +6.2879e-01 +3.3066e-01 +5.4879e-01 +2.0169e-01 +5.0992e-01 +1.4098e-01 +7.3982e-01 +6.5139e-01 +7.5915e-01 +5.6115e-01 +7.3249e-01 +5.5772e-01 +6.0550e-01 +3.6943e-01 +5.9497e-01 +3.4391e-01 +7.9655e-01 +7.8488e-01 +6.4802e-01 +4.9754e-01 +7.4520e-01 +5.8483e-01 +6.4031e-01 +4.7915e-01 +5.0299e-01 +2.2359e-01 +8.0296e-01 +7.9576e-01 +5.8891e-01 +4.0747e-01 +6.4664e-01 +5.4395e-01 +5.7319e-01 +3.3438e-01 +5.2345e-01 +2.5424e-01 +8.0879e-01 +5.6432e-01 +5.8467e-01 +3.4352e-01 +5.8908e-01 +4.8781e-01 +4.5767e-01 +2.9921e-01 +4.2324e-01 +1.3985e-01 +8.0612e-01 +4.9147e-01 +6.1968e-01 +3.6207e-01
+9.2345e+01 +6.5147e-01 +2.9344e-01 +3.8891e-01 +1.9804e-01 +3.7576e-01 +1.3289e-01 +3.8375e-01 +1.6702e-01 +6.1642e-01 +2.9590e-01 +6.5888e-01 +3.6465e-01 +5.7273e-01 +2.4343e-01 +5.3730e-01 +1.8800e-01 +7.6523e-01 +6.8300e-01 +7.6676e-01 +5.9709e-01 +7.5387e-01 +5.9506e-01 +6.2987e-01 +4.0816e-01 +6.2640e-01 +3.7531e-01 +8.0797e-01 +8.4346e-01 +6.7726e-01 +5.6968e-01 +7.7181e-01 +6.4387e-01 +6.6686e-01 +5.1263e-01 +5.2714e-01 +2.5315e-01 +8.2827e-01 +8.4816e-01 +6.1189e-01 +4.2916e-01 +6.6894e-01 +5.7523e-01 +5.9316e-01 +3.6868e-01 +5.4852e-01 +2.5700e-01 +8.2116e-01 +6.0207e-01 +6.1149e-01 +3.6420e-01 +6.2291e-01 +4.9705e-01 +4.8255e-01 +3.0784e-01 +4.4396e-01 +1.6429e-01 +7.8798e-01 +5.0195e-01 +6.3272e-01 +3.9298e-01
+9.4352e+01 +6.7686e-01 +3.5103e-01 +4.1728e-01 +1.3512e-01 +3.9514e-01 +6.5923e-02 +4.0334e-01 +1.3743e-01 +6.4203e-01 +3.2703e-01 +6.8189e-01 +4.0624e-01 +5.9849e-01 +2.8901e-01 +5.6185e-01 +2.2168e-01 +7.8581e-01 +7.3033e-01 +7.7057e-01 +6.5202e-01 +7.8103e-01 +6.4364e-01 +6.5848e-01 +4.5741e-01 +6.4580e-01 +4.1547e-01 +8.1189e-01 +8.8600e-01 +6.8389e-01 +5.9931e-01 +8.0371e-01 +6.9191e-01 +6.9456e-01 +5.4793e-01 +5.5058e-01 +2.8143e-01 +8.3440e-01 +8.9737e-01 +6.1577e-01 +4.4833e-01 +6.9098e-01 +6.0458e-01 +6.1373e-01 +3.9582e-01 +5.7127e-01 +2.9923e-01 +8.1878e-01 +6.3381e-01 +6.2592e-01 +3.8538e-01 +6.4740e-01 +5.2923e-01 +5.0473e-01 +3.3735e-01 +4.5688e-01 +2.0724e-01 +8.0674e-01 +5.2544e-01 +6.3740e-01 +4.2440e-01
+9.6360e+01 +7.0203e-01 +4.1311e-01 +4.3380e-01 +1.1641e-01 +4.0272e-01 +5.0755e-02 +4.1204e-01 +1.6310e-01 +6.5028e-01 +3.1795e-01 +7.1054e-01 +4.5709e-01 +6.2386e-01 +3.2259e-01 +5.7637e-01 +2.2400e-01 +7.9629e-01 +7.5064e-01 +7.8661e-01 +6.8648e-01 +8.0215e-01 +6.7635e-01 +6.7799e-01 +4.9819e-01 +6.6289e-01 +4.3092e-01 +8.2877e-01 +9.3095e-01 +6.9817e-01 +6.2505e-01 +8.2858e-01 +7.3204e-01 +7.1573e-01 +5.7881e-01 +5.6739e-01 +2.8727e-01 +8.4094e-01 +9.0120e-01 +6.3418e-01 +4.8890e-01 +7.1666e-01 +6.2484e-01 +6.3815e-01 +4.1538e-01 +5.8645e-01 +3.1127e-01 +8.4042e-01 +6.7675e-01 +6.4383e-01 +3.8603e-01 +6.7038e-01 +5.7678e-01 +5.2277e-01 +3.4307e-01 +4.7289e-01 +2.4029e-01 +8.0705e-01 +5.4034e-01 +6.4182e-01 +4.2034e-01
+9.8368e+01 +7.2449e-01 +4.7005e-01 +4.4980e-01 +9.6412e-02 +4.2266e-01 +4.4344e-03 +4.3640e-01 +1.3950e-01 +6.7897e-01 +3.5638e-01 +7.3834e-01 +4.9458e-01 +6.5237e-01 +3.6637e-01 +6.0903e-01 +2.5901e-01 +8.0342e-01 +7.8062e-01 +8.0362e-01 +7.3957e-01 +8.2587e-01 +7.1547e-01 +7.0090e-01 +5.2438e-01 +6.8962e-01 +4.6450e-01 +8.4339e-01 +9.9362e-01 +7.3068e-01 +6.8355e-01 +8.5201e-01 +7.6070e-01 +7.4717e-01 +6.3853e-01 +5.9269e-01 +3.2539e-01 +8.6805e-01 +9.7195e-01 +6.5176e-01 +5.2114e-01 +7.4697e-01 +6.7665e-01 +6.6564e-01 +4.3888e-01 +6.0569e-01 +3.5407e-01 +8.4926e-01 +6.9819e-01 +6.5568e-01 +3.9881e-01 +6.9441e-01 +6.1602e-01 +5.4764e-01 +3.6505e-01 +4.8470e-01 +2.4922e-01 +8.3779e-01 +5.5863e-01 +6.6937e-01 +4.4697e-01
+1.0038e+02 +7.5139e-01 +5.0107e-01 +4.6814e-01 +6.2505e-02 +4.3199e-01 +8.3357e-04 +4.3971e-01 +1.4386e-01 +6.8754e-01 +3.6482e-01 +7.6421e-01 +5.2988e-01 +6.6957e-01 +4.2408e-01 +6.2769e-01 +2.8451e-01 +8.1605e-01 +8.0840e-01 +7.9997e-01 +7.5025e-01 +8.4641e-01 +7.3626e-01 +7.2253e-01 +5.4423e-01 +7.0357e-01 +4.9333e-01 +8.3695e-01 +9.9479e-01 +7.2797e-01 +6.7588e-01 +8.7185e-01 +7.7706e-01 +7.6548e-01 +6.5644e-01 +6.0759e-01 +3.4340e-01 +8.6928e-01 +1.0011e+00 +6.4846e-01 +5.1902e-01 +7.7366e-01 +7.0935e-01 +6.8712e-01 +4.5479e-01 +6.0996e-01 +3.7811e-01 +8.5684e-01 +7.1395e-01 +6.5829e-01 +4.0771e-01 +7.2262e-01 +6.5040e-01 +5.6795e-01 +3.8901e-01 +4.9263e-01 +2.2722e-01 +8.1831e-01 +5.1513e-01 +6.7363e-01 +4.3552e-01
+1.0238e+02 +7.6634e-01 +5.5741e-01 +4.8571e-01 +2.8210e-02 +4.4755e-01 +7.5911e-03 +4.5808e-01 +1.0316e-01 +7.2187e-01 +3.9517e-01 +7.9170e-01 +5.7264e-01 +6.9801e-01 +4.8617e-01 +6.5156e-01 +3.1765e-01 +8.4045e-01 +8.7843e-01 +8.2153e-01 +8.0134e-01 +8.6778e-01 +7.6395e-01 +7.4789e-01 +5.9663e-01 +7.2854e-01 +5.2936e-01 +8.4386e-01 +1.0541e+00 +7.4928e-01 +7.2302e-01 +8.9380e-01 +8.2097e-01 +7.8785e-01 +7.0209e-01 +6.3356e-01 +3.9035e-01 +8.8852e-01 +1.0828e+00 +6.6657e-01 +5.4169e-01 +8.0080e-01 +7.4449e-01 +7.1991e-01 +4.9937e-01 +6.3498e-01 +3.9950e-01 +8.6985e-01 +7.5023e-01 +6.7429e-01 +4.3575e-01 +7.4793e-01 +6.9307e-01 +5.8840e-01 +3.9699e-01 +5.2160e-01 +2.4971e-01 +8.5927e-01 +5.5523e-01 +7.0038e-01 +4.6022e-01
+1.0439e+02 +7.9153e-01 +6.0639e-01 +5.0507e-01 +1.2628e-02 +4.6083e-01 +3.4120e-02 +4.6749e-01 +6.6526e-02 +7.2299e-01 +4.4086e-01 +8.2064e-01 +6.2251e-01 +7.2853e-01 +5.2163e-01 +6.7560e-01 +3.6770e-01 +8.4120e-01 +9.2145e-01 +8.2388e-01 +8.0736e-01 +8.8973e-01 +8.0577e-01 +7.7353e-01 +6.4282e-01 +7.4667e-01 +5.6286e-01 +8.4554e-01 +1.0923e+00 +7.5527e-01 +7.3848e-01 +9.1049e-01 +8.4657e-01 +8.1481e-01 +7.3226e-01 +6.5188e-01 +4.2547e-01 +9.0373e-01 +1.1261e+00 +6.6821e-01 +5.6013e-01 +8.2400e-01 +7.6212e-01 +7.4318e-01 +5.3747e-01 +6.5638e-01 +4.1587e-01 +8.8268e-01 +7.8065e-01 +6.6848e-01 +4.7981e-01 +7.7504e-01 +7.2011e-01 +6.1104e-01 +4.2200e-01 +5.3843e-01 +3.0187e-01 +8.5897e-01 +5.5640e-01 +7.2200e-01 +4.9819e-01
