dt DV_y_m08_100_m00 DV_z_m08_100_m00 DV_y_m08_090_m00 DV_z_m08_090_m00 DV_y_m08_080_m00 DV_z_m08_080_m00 DV_y_m08_070_m00 DV_z_m08_070_m00 DV_y_m08_060_m00 DV_z_m08_060_m00 DV_y_m08_050_m00 DV_z_m08_050_m00 DV_y_m08_040_m00 DV_z_m08_040_m00 DV_y_m07_100_m00 DV_z_m07_100_m00 DV_y_m07_090_m00 DV_z_m07_090_m00 DV_y_m07_080_m00 DV_z_m07_080_m00 DV_y_m07_070_m00 DV_z_m07_070_m00 DV_y_m07_060_m00 DV_z_m07_060_m00 DV_y_m07_050_m00 DV_z_m07_050_m00 DV_y_m07_040_m00 DV_z_m07_040_m00 DV_y_m06_100_m00 DV_z_m06_100_m00 DV_y_m06_090_m00 DV_z_m06_090_m00 DV_y_m06_080_m00 DV_z_m06_080_m00 DV_y_m06_070_m00 DV_z_m06_070_m00 DV_y_m06_060_m00 DV_z_m06_060_m00 DV_y_m06_050_m00 DV_z_m06_050_m00 DV_y_m06_040_m00 DV_z_m06_040_m00 DV_y_m05_100_m00 DV_z_m05_100_m00 DV_y_m05_090_m00 DV_z_m05_090_m00 DV_y_m05_080_m00 DV_z_m05_080_m00 DV_y_m05_070_m00 DV_z_m05_070_m00 DV_y_m05_060_m00 DV_z_m05_060_m00 DV_y_m05_050_m00 DV_z_m05_050_m00 DV_y_m05_040_m00 DV_z_m05_040_m00 DV_y_m04_100_m00 DV_z_m04_100_m00 DV_y_m04_090_m00 DV_z_m04_090_m00 DV_y_m04_080_m00 DV_z_m04_080_m00 DV_y_m04_070_m00 DV_z_m04_070_m00 DV_y_m04_060_m00 DV_z_m04_060_m00 DV_y_m04_050_m00 DV_z_m04_050_m00 DV_y_m04_040_m00 DV_z_m04_040_m00 DV_y_m03_100_m00 DV_z_m03_100_m00 DV_y_m03_090_m00 DV_z_m03_090_m00 DV_y_m03_080_m00 DV_z_m03_080_m00 DV_y_m03_070_m00 DV_z_m03_070_m00 DV_y_m03_060_m00 DV_z_m03_060_m00 DV_y_m03_050_m00 DV_z_m03_050_m00 DV_y_m03_040_m00 DV_z_m03_040_m00
+3.8142e+01 +1.7970e-01 +4.2003e-02 +1.0736e-01 +1.3572e-02 +9.5351e-02 +1.1132e-01 +7.2839e-02 +4.5749e-02 +7.6281e-02 +2.6169e-01 +7.6057e-02 +1.1318e-01 +2.2018e-02 +1.0537e-01 +1.6256e-01 +7.6918e-02 +8.5407e-02 +9.2247e-02 +1.0693e-01 +4.9926e-02 +8.8671e-02 +5.6215e-02 +6.8512e-02 +1.5082e-01 +5.6556e-02 +3.4337e-02 +4.8549e-02 +7.5747e-02 +1.9657e-01 +2.0547e-02 +1.1845e-01 +1.1807e-02 +8.0444e-02 +3.3911e-02 +8.1500e-02 +2.0489e-02 +7.8838e-02 +2.3970e-02 +7.0738e-02 +7.2137e-02 +7.0883e-02 +3.0915e-02 +1.8079e-01 +8.2332e-02 +1.3638e-01 +3.8822e-02 +1.3505e-01 +8.6993e-02 +1.0089e-01 +5.5288e-02 +8.6579e-02 +2.8967e-02 +7.2994e-02 +1.9563e-02 +6.4649e-02 +1.3438e-01 +1.5913e-01 +1.6558e-01 +1.4282e-01 +2.5400e-02 +1.0581e-01 +1.0007e-01 +1.3054e-01 +1.9070e-02 +8.8093e-02 +8.4032e-02 +8.7507e-02 +5.1086e-02 +7.8509e-02 +5.4836e-02 +1.6652e-01 +5.0649e-02 +1.2639e-01 +8.5737e-02 +1.0479e-01 +2.7938e-02 +1.2372e-01 +2.1999e-01 +1.5928e-01 +4.3334e-03 +1.2047e-01 +2.9024e-03 +7.9052e-02 +9.8226e-02
+4.0150e+01 +1.8788e-01 +1.8584e-02 +1.1203e-01 +4.2726e-02 +9.3617e-02 +1.1440e-01 +7.4652e-02 +4.2176e-03 +7.5609e-02 +2.6411e-01 +7.3880e-02 +1.3596e-01 +2.0098e-02 +9.1350e-02 +1.7541e-01 +8.6631e-02 +8.8060e-02 +7.9366e-02 +1.0577e-01 +3.7693e-02 +8.8421e-02 +4.3816e-02 +7.0149e-02 +1.5311e-01 +5.6522e-02 +4.1453e-02 +5.1055e-02 +9.0171e-02 +2.0771e-01 +4.6541e-02 +1.1901e-01 +3.5633e-03 +8.2370e-02 +3.7251e-02 +8.2524e-02 +2.0624e-02 +8.0379e-02 +4.1448e-02 +7.4326e-02 +7.8925e-02 +6.9103e-02 +2.9115e-02 +1.9131e-01 +9.6874e-02 +1.3993e-01 +3.2001e-02 +1.3862e-01 +9.8952e-02 +1.0109e-01 +4.7369e-02 +8.5644e-02 +3.2959e-02 +7.4185e-02 +4.2385e-02 +6.3621e-02 +1.3414e-01 +1.7212e-01 +1.6468e-01 +1.4235e-01 +3.5914e-02 +1.0771e-01 +9.6774e-02 +1.3014e-01 +8.1695e-03 +8.7956e-02 +9.0619e-02 +8.7495e-02 +4.4586e-02 +8.1250e-02 +6.3790e-02 +1.7821e-01 +6.3992e-02 +1.2299e-01 +9.6223e-02 +9.9224e-02 +3.3597e-02 +1.2290e-01 +2.2005e-01 +1.6163e-01 +9.0078e-03 +1.2484e-01 +8.8768e-03 +7.6760e-02 +1.0434e-01
+4.2157e+01 +1.8967e-01 +4.1237e-03 +1.1612e-01 +3.3005e-02 +1.0108e-01 +1.0814e-01 +7.9320e-02 +6.5300e-03 +8.1880e-02 +2.5682e-01 +8.1501e-02 +1.5060e-01 +2.6570e-02 +8.7775e-02 +1.8988e-01 +7.2169e-02 +9.8024e-02 +7.1376e-02 +1.0822e-01 +2.8137e-02 +9.6104e-02 +3.8217e-02 +7.8587e-02 +1.6694e-01 +6.4949e-02 +3.5025e-02 +5.7813e-02 +9.3456e-02 +2.2272e-01 +5.0548e-02 +1.2727e-01 +7.4330e-04 +8.8277e-02 +2.7342e-02 +9.2147e-02 +8.6993e-03 +8.9824e-02 +4.1094e-02 +8.6241e-02 +7.6255e-02 +7.9185e-02 +3.1750e-02 +2.0147e-01 +1.1580e-01 +1.4863e-01 +3.6043e-02 +1.4551e-01 +1.0113e-01 +1.1409e-01 +6.3750e-02 +9.2952e-02 +9.6351e-03 +8.2952e-02 +4.0337e-02 +7.1684e-02 +1.1909e-01 +1.8399e-01 +1.7745e-01 +1.4818e-01 +4.6981e-02 +1.1813e-01 +9.6513e-02 +1.4548e-01 +2.1553e-02 +1.0241e-01 +8.1585e-02 +1.0025e-01 +5.3085e-02 +8.9886e-02 +8.1935e-02 +1.9883e-01 +6.3774e-02 +1.3072e-01 +9.4810e-02 +1.1070e-01 +4.4916e-02 +1.2763e-01 +2.1998e-01 +1.7474e-01 +7.2017e-03 +1.3622e-01 +1.2055e-02 +8.9348e-02 +9.9204e-02
+4.4165e+01 +2.0275e-01 +5.3726e-03 +1.2430e-01 +5.7033e-02 +1.0640e-01 +1.0863e-01 +9.0144e-02 +2.7265e-02 +8.9320e-02 +2.5335e-01 +8.9679e-02 +1.7637e-01 +3.1381e-02 +6.7135e-02 +2.0692e-01 +7.5408e-02 +1.0370e-01 +7.4539e-02 +1.1361e-01 +3.6955e-02 +1.0542e-01 +3.6291e-02 +8.7545e-02 +1.8904e-01 +7.4885e-02 +5.4410e-02 +6.5179e-02 +1.0325e-01 +2.3487e-01 +5.8502e-02 +1.3651e-01 +4.4045e-03 +9.8332e-02 +2.0149e-02 +1.0308e-01 +9.6654e-05 +9.8807e-02 +6.2571e-02 +9.7186e-02 +7.1727e-02 +8.7188e-02 +3.3285e-02 +2.1105e-01 +1.0192e-01 +1.5779e-01 +2.6399e-02 +1.5550e-01 +9.5958e-02 +1.2156e-01 +5.6123e-02 +1.0204e-01 +2.4696e-02 +9.4380e-02 +6.0135e-02 +7.6445e-02 +1.2334e-01 +1.9410e-01 +1.6379e-01 +1.4948e-01 +6.7838e-02 +1.2849e-01 +9.5294e-02 +1.5362e-01 +2.3714e-03 +1.1380e-01 +7.7728e-02 +1.1012e-01 +5.8145e-02 +9.6364e-02 +7.7300e-02 +1.9933e-01 +7.9989e-02 +1.3886e-01 +1.2033e-01 +1.2694e-01 +5.6574e-02 +1.3742e-01 +2.2609e-01 +1.8906e-01 +8.1352e-03 +1.4632e-01 +1.4331e-02 +9.7822e-02 +8.9782e-02
+4.6173e+01 +2.1119e-01 +1.8123e-03 +1.3944e-01 +2.9980e-02 +1.1528e-01 +1.1365e-01 +9.8664e-02 +5.5556e-02 +9.5747e-02 +2.4406e-01 +9.1799e-02 +1.5950e-01 +2.9527e-02 +7.0557e-02 +2.2182e-01 +4.8139e-02 +1.1306e-01 +6.9002e-02 +1.1798e-01 +3.1347e-02 +1.1399e-01 +3.7145e-02 +9.2841e-02 +1.8118e-01 +8.0820e-02 +4.8028e-02 +6.7426e-02 +1.0344e-01 +2.4801e-01 +6.5965e-02 +1.5052e-01 +1.1032e-02 +1.0892e-01 +1.7637e-02 +1.1549e-01 +3.0422e-03 +1.0885e-01 +6.0284e-02 +1.0637e-01 +6.5625e-02 +8.7199e-02 +4.2569e-02 +2.2304e-01 +7.3223e-02 +1.6839e-01 +2.4805e-02 +1.6552e-01 +8.7640e-02 +1.3029e-01 +5.9834e-02 +1.1210e-01 +3.1282e-02 +9.9479e-02 +4.6993e-02 +7.2134e-02 +1.3635e-01 +2.0287e-01 +1.7830e-01 +1.5467e-01 +7.7650e-02 +1.3751e-01 +9.9990e-02 +1.6746e-01 +1.1889e-03 +1.2780e-01 +6.8490e-02 +1.1854e-01 +3.1412e-02 +9.5400e-02 +8.2160e-02 +2.1517e-01 +1.2683e-01 +1.5192e-01 +1.4062e-01 +1.3405e-01 +5.5503e-02 +1.5128e-01 +2.2162e-01 +1.9857e-01 +5.0035e-03 +1.5262e-01 +1.4291e-02 +9.9194e-02 +1.0666e-01
+4.8180e+01 +2.2484e-01 +1.1539e-02 +1.4863e-01 +1.5135e-02 +1.1938e-01 +9.2532e-02 +1.0712e-01 +6.9863e-02 +9.7044e-02 +2.5771e-01 +9.1845e-02 +1.3212e-01 +3.2083e-02 +7.2335e-02 +2.3334e-01 +4.3273e-02 +1.2643e-01 +6.4605e-02 +1.2637e-01 +2.1071e-02 +1.1786e-01 +3.1388e-02 +9.2927e-02 +1.8203e-01 +8.0840e-02 +4.4294e-02 +6.6048e-02 +9.6857e-02 +2.6672e-01 +7.2352e-02 +1.6079e-01 +1.7260e-02 +1.2146e-01 +1.2166e-02 +1.2121e-01 +4.4919e-03 +1.0726e-01 +5.1684e-02 +1.0511e-01 +6.9620e-02 +8.6723e-02 +3.3079e-02 +2.3704e-01 +7.0901e-02 +1.7630e-01 +2.0971e-02 +1.7637e-01 +7.1858e-02 +1.3594e-01 +6.3017e-02 +1.1237e-01 +3.7512e-02 +1.0033e-01 +5.9765e-02 +7.1503e-02 +1.1940e-01 +2.1532e-01 +1.7872e-01 +1.6444e-01 +7.7760e-02 +1.5253e-01 +1.1567e-01 +1.7512e-01 +8.7820e-03 +1.2687e-01 +7.4481e-02 +1.1679e-01 +4.1426e-02 +9.5219e-02 +8.1809e-02 +2.2667e-01 +1.4168e-01 +1.5975e-01 +1.6779e-01 +1.5256e-01 +7.1881e-02 +1.5580e-01 +2.4270e-01 +1.9459e-01 +8.1475e-03 +1.5542e-01 +2.2160e-02 +9.2432e-02 +1.1753e-01
+5.0188e+01 +2.3272e-01 +1.1858e-02 +1.5477e-01 +2.0040e-02 +1.1327e-01 +1.0720e-01 +1.0843e-01 +7.9047e-02 +9.5362e-02 +2.6546e-01 +9.2192e-02 +1.1895e-01 +3.2821e-02 +5.5349e-02 +2.4540e-01 +1.4587e-02 +1.2986e-01 +7.3149e-02 +1.2593e-01 +2.4746e-02 +1.1893e-01 +4.3515e-02 +9.0765e-02 +1.8092e-01 +8.2775e-02 +5.5188e-02 +6.7756e-02 +1.0166e-01 +2.7966e-01 +8.1804e-02 +1.6666e-01 +1.6026e-02 +1.2385e-01 +1.4561e-02 +1.2220e-01 +1.7499e-03 +1.0808e-01 +4.2782e-02 +1.0783e-01 +6.0544e-02 +8.6679e-02 +3.0314e-02 +2.5060e-01 +4.4652e-02 +1.8582e-01 +1.5589e-02 +1.7545e-01 +7.3688e-02 +1.3425e-01 +7.3365e-02 +1.1389e-01 +3.9587e-02 +1.0401e-01 +4.8008e-02 +7.0868e-02 +1.3140e-01 +2.2935e-01 +1.8378e-01 +1.6800e-01 +8.5189e-02 +1.5203e-01 +1.2762e-01 +1.7533e-01 +1.3722e-02 +1.2885e-01 +4.7702e-02 +1.2014e-01 +5.2123e-02 +9.6701e-02 +6.6382e-02 +2.4854e-01 +1.5427e-01 +1.5745e-01 +1.7197e-01 +1.4795e-01 +9.7986e-02 +1.5653e-01 +2.3825e-01 +1.8945e-01 +1.1555e-02 +1.5632e-01 +1.1789e-02 +9.2257e-02 +1.2298e-01
+5.2195e+01 +2.4665e-01 +3.9768e-02 +1.6245e-01 +3.2542e-02 +1.2706e-01 +1.0240e-01 +1.1621e-01 +7.2119e-02 +1.0500e-01 +2.7340e-01 +1.0092e-01 +1.2982e-01 +3.7411e-02 +5.4257e-02 +2.5608e-01 +1.6773e-02 +1.4076e-01 +6.0985e-02 +1.3687e-01 +2.4510e-02 +1.3010e-01 +4.9081e-02 +1.0166e-01 +1.8410e-01 +9.4143e-02 +6.5140e-02 +7.7716e-02 +1.1423e-01 +2.9914e-01 +1.0111e-01 +1.7969e-01 +2.1811e-02 +1.3247e-01 +6.5248e-03 +1.3648e-01 +4.9078e-03 +1.1700e-01 +4.1759e-02 +1.1835e-01 +7.5175e-02 +9.8266e-02 +3.9106e-02 +2.6442e-01 +2.3209e-02 +1.9693e-01 +1.2443e-02 +1.8686e-01 +8.1626e-02 +1.4408e-01 +5.9893e-02 +1.2130e-01 +2.7022e-02 +1.1651e-01 +4.1653e-02 +7.9227e-02 +1.3095e-01 +2.4555e-01 +2.0461e-01 +1.8035e-01 +1.0799e-01 +1.6802e-01 +1.3613e-01 +1.8637e-01 +4.5290e-02 +1.4080e-01 +3.4490e-02 +1.3532e-01 +4.0182e-02 +1.0780e-01 +5.5452e-02 +2.6291e-01 +1.3958e-01 +1.6687e-01 +1.9444e-01 +1.5664e-01 +1.1134e-01 +1.6263e-01 +2.5476e-01 +2.0440e-01 +9.6733e-03 +1.6792e-01 +1.0409e-02 +1.0379e-01 +1.0262e-01
+5.4202e+01 +2.6638e-01 +4.4408e-02 +1.7425e-01 +1.3287e-02 +1.3109e-01 +1.2080e-01 +1.2647e-01 +7.2771e-02 +1.1588e-01 +2.8477e-01 +1.0582e-01 +1.5278e-01 +4.7421e-02 +4.6125e-02 +2.6678e-01 +5.4627e-04 +1.4749e-01 +6.0246e-02 +1.4687e-01 +1.5470e-02 +1.3855e-01 +5.4579e-02 +1.1185e-01 +1.9999e-01 +1.0428e-01 +8.2230e-02 +8.2871e-02 +1.0552e-01 +3.1321e-01 +1.0937e-01 +1.9017e-01 +1.9445e-02 +1.4232e-01 +3.9287e-04 +1.4419e-01 +6.1161e-03 +1.2935e-01 +5.1992e-02 +1.2717e-01 +7.8461e-02 +1.0634e-01 +3.5997e-02 +2.7863e-01 +5.4808e-03 +2.0345e-01 +1.3855e-02 +1.9976e-01 +7.4253e-02 +1.5501e-01 +6.8304e-02 +1.3669e-01 +1.9593e-02 +1.2924e-01 +5.1346e-02 +8.4284e-02 +1.3059e-01 +2.4839e-01 +2.0739e-01 +1.9124e-01 +1.2434e-01 +1.8140e-01 +1.2342e-01 +2.0027e-01 +2.0813e-02 +1.4934e-01 +3.6363e-02 +1.4608e-01 +5.5594e-02 +1.2035e-01 +6.6269e-02 +2.7722e-01 +1.7286e-01 +1.7658e-01 +1.9547e-01 +1.6801e-01 +9.9151e-02 +1.6508e-01 +2.6482e-01 +2.1872e-01 +2.6787e-02 +1.8177e-01 +1.1297e-02 +1.1722e-01 +6.2586e-02
+5.6210e+01 +2.8249e-01 +3.6261e-02 +1.8143e-01 +2.6932e-02 +1.3954e-01 +1.3842e-01 +1.3828e-01 +8.9124e-02 +1.2517e-01 +2.7832e-01 +1.0983e-01 +1.4526e-01 +4.5043e-02 +8.7818e-02 +2.7618e-01 +1.3795e-02 +1.5691e-01 +4.1470e-02 +1.5657e-01 +2.0047e-02 +1.5124e-01 +4.8938e-02 +1.1881e-01 +1.9176e-01 +1.0885e-01 +6.8484e-02 +8.2798e-02 +1.1642e-01 +3.3072e-01 +1.2602e-01 +2.0015e-01 +2.7104e-02 +1.5220e-01 +2.1341e-02 +1.5749e-01 +3.6804e-03 +1.4139e-01 +4.5135e-02 +1.3044e-01 +7.7448e-02 +1.0660e-01 +3.0061e-02 +2.9317e-01 +1.9335e-02 +2.1986e-01 +2.8327e-02 +2.1364e-01 +6.0769e-02 +1.6877e-01 +6.5398e-02 +1.4907e-01 +2.7199e-02 +1.3743e-01 +4.7708e-02 +8.7276e-02 +1.2264e-01 +2.5772e-01 +2.1160e-01 +2.0120e-01 +1.3833e-01 +1.9566e-01 +1.3561e-01 +2.1226e-01 +4.2611e-02 +1.6121e-01 +3.7215e-02 +1.4992e-01 +4.0924e-02 +1.1912e-01 +4.7944e-02 +2.8192e-01 +1.6481e-01 +1.9341e-01 +2.3924e-01 +1.8276e-01 +9.2808e-02 +1.7727e-01 +2.8215e-01 +2.3420e-01 +3.1207e-02 +1.9312e-01 +3.7372e-02 +1.1491e-01 +4.8869e-02
+5.8218e+01 +2.9749e-01 +4.0567e-03 +1.9214e-01 +3.0089e-02 +1.4829e-01 +1.1639e-01 +1.4096e-01 +7.6213e-02 +1.2580e-01 +2.5762e-01 +1.1320e-01 +1.3365e-01 +4.7819e-02 +7.0381e-02 +2.8903e-01 +2.3445e-02 +1.6791e-01 +4.6973e-02 +1.6886e-01 +2.7078e-02 +1.6036e-01 +4.8300e-02 +1.1720e-01 +1.9068e-01 +1.0716e-01 +4.6600e-02 +8.1019e-02 +1.0892e-01 +3.4785e-01 +1.3571e-01 +2.1220e-01 +3.0530e-02 +1.6098e-01 +3.4682e-02 +1.6433e-01 +5.0023e-03 +1.4111e-01 +2.4878e-02 +1.3052e-01 +7.0217e-02 +1.0633e-01 +2.3126e-02 +3.1066e-01 +2.2648e-02 +2.3206e-01 +5.1406e-02 +2.2982e-01 +6.2466e-02 +1.7456e-01 +5.8733e-02 +1.4583e-01 +2.9413e-02 +1.3728e-01 +4.8591e-02 +8.7044e-02 +1.2239e-01 +2.7819e-01 +2.2355e-01 +2.1174e-01 +1.4281e-01 +2.1568e-01 +1.4810e-01 +2.1785e-01 +5.8984e-02 +1.5698e-01 +4.4563e-02 +1.4629e-01 +5.0640e-02 +1.1978e-01 +4.9042e-02 +3.1137e-01 +1.6647e-01 +2.1250e-01 +2.4315e-01 +1.9549e-01 +9.9439e-02 +1.8703e-01 +2.9390e-01 +2.4080e-01 +1.0645e-02 +1.9467e-01 +3.4121e-02 +1.1808e-01 +3.5801e-02
+6.0225e+01 +3.2338e-01 +2.5438e-02 +1.9954e-01 +3.5030e-02 +1.5031e-01 +1.3854e-01 +1.4326e-01 +7.5912e-02 +1.2996e-01 +2.4176e-01 +1.1781e-01 +1.1478e-01 +4.7843e-02 +6.1255e-02 +3.0695e-01 +3.1794e-02 +1.7218e-01 +5.2964e-02 +1.7161e-01 +1.9341e-02 +1.6064e-01 +4.5995e-02 +1.1797e-01 +1.8753e-01 +1.0809e-01 +5.2258e-02 +7.7622e-02 +9.5786e-02 +3.6563e-01 +1.6508e-01 +2.1827e-01 +5.5836e-02 +1.6659e-01 +3.5970e-02 +1.6238e-01 +2.1719e-03 +1.4107e-01 +1.3280e-02 +1.3205e-01 +7.3075e-02 +1.0814e-01 +2.9946e-02 +3.2481e-01 +4.8255e-02 +2.3750e-01 +6.3773e-02 +2.3401e-01 +4.3620e-02 +1.7807e-01 +5.9638e-02 +1.4434e-01 +3.4750e-02 +1.3757e-01 +4.4722e-02 +8.7474e-02 +1.4362e-01 +2.8452e-01 +2.3581e-01 +2.1813e-01 +1.5245e-01 +2.1818e-01 +1.4548e-01 +2.1696e-01 +5.8328e-02 +1.5749e-01 +5.5603e-02 +1.4260e-01 +6.1214e-02 +1.2294e-01 +6.8887e-02 +3.4072e-01 +2.1591e-01 +2.1925e-01 +2.5905e-01 +1.9833e-01 +1.0088e-01 +1.9027e-01 +2.7517e-01 +2.3642e-01 +1.1096e-02 +1.9996e-01 +2.6043e-02 +1.2534e-01 +3.2030e-02
+6.2233e+01 +3.3574e-01 +5.2575e-02 +2.1393e-01 +3.2465e-02 +1.5671e-01 +1.0650e-01 +1.5399e-01 +7.9191e-02 +1.4118e-01 +2.4141e-01 +1.2557e-01 +1.3589e-01 +5.4901e-02 +4.3805e-02 +3.2528e-01 +2.6610e-02 +1.8210e-01 +6.2902e-02 +1.8080e-01 +1.8137e-02 +1.7589e-01 +4.8461e-02 +1.2742e-01 +1.9692e-01 +1.1714e-01 +7.5461e-02 +8.4993e-02 +1.0853e-01 +3.8634e-01 +1.7997e-01 +2.2939e-01 +5.9773e-02 +1.7617e-01 +4.2862e-02 +1.7524e-01 +1.0177e-02 +1.5339e-01 +1.8904e-02 +1.4386e-01 +9.2205e-02 +1.2056e-01 +4.5593e-02 +3.4419e-01 +4.5824e-02 +2.5064e-01 +7.4288e-02 +2.5193e-01 +3.2250e-02 +1.9065e-01 +4.7752e-02 +1.5652e-01 +3.8288e-02 +1.4721e-01 +6.0503e-02 +9.8374e-02 +1.4708e-01 +2.9074e-01 +2.3278e-01 +2.3474e-01 +1.8035e-01 +2.3621e-01 +1.5527e-01 +2.2697e-01 +6.9224e-02 +1.6959e-01 +6.6220e-02 +1.5094e-01 +7.7429e-02 +1.3431e-01 +8.7717e-02 +3.5348e-01 +2.5119e-01 +2.3311e-01 +2.4804e-01 +2.1006e-01 +1.0458e-01 +2.0688e-01 +2.3696e-01 +2.4754e-01 +3.1723e-02 +2.0699e-01 +7.6847e-03 +1.4368e-01 +7.6453e-02
+6.4240e+01 +3.6178e-01 +5.4776e-02 +2.2920e-01 +3.3395e-02 +1.7107e-01 +9.1938e-02 +1.6118e-01 +9.6056e-02 +1.5654e-01 +2.5203e-01 +1.3687e-01 +1.3994e-01 +6.2448e-02 +5.5908e-02 +3.4958e-01 +3.0763e-02 +1.9712e-01 +6.1054e-02 +1.8957e-01 +5.0569e-03 +1.9279e-01 +5.3923e-02 +1.3977e-01 +2.0000e-01 +1.3014e-01 +7.5423e-02 +9.3009e-02 +1.2663e-01 +4.0945e-01 +2.0877e-01 +2.4289e-01 +6.5208e-02 +1.8626e-01 +4.4857e-02 +1.8732e-01 +2.5651e-02 +1.6884e-01 +2.8493e-02 +1.5589e-01 +9.3644e-02 +1.3091e-01 +4.2762e-02 +3.6177e-01 +7.2451e-02 +2.6181e-01 +8.7586e-02 +2.7024e-01 +1.6965e-02 +2.0781e-01 +4.7976e-02 +1.7281e-01 +4.4871e-02 +1.5806e-01 +6.3893e-02 +1.0847e-01 +1.4296e-01 +3.1249e-01 +2.6756e-01 +2.5585e-01 +1.7368e-01 +2.5432e-01 +1.5613e-01 +2.4136e-01 +7.5551e-02 +1.8655e-01 +5.3379e-02 +1.6563e-01 +7.0835e-02 +1.4584e-01 +7.0727e-02 +3.8035e-01 +2.5359e-01 +2.4707e-01 +2.6145e-01 +2.1720e-01 +1.0730e-01 +2.2770e-01 +2.3022e-01 +2.6732e-01 +4.2134e-02 +2.1311e-01 +1.2017e-03 +1.5201e-01 +8.4839e-02
+6.6248e+01 +3.7478e-01 +7.3959e-02 +2.4497e-01 +3.5465e-02 +1.7659e-01 +9.2895e-02 +1.7091e-01 +1.0696e-01 +1.6692e-01 +2.5755e-01 +1.4103e-01 +1.2250e-01 +6.0878e-02 +6.9426e-02 +3.7071e-01 +5.4225e-02 +2.0371e-01 +7.9113e-02 +1.9835e-01 +3.2762e-03 +2.0525e-01 +3.4967e-02 +1.5087e-01 +1.8799e-01 +1.3604e-01 +7.3998e-02 +9.2181e-02 +1.3388e-01 +4.2786e-01 +2.2150e-01 +2.5408e-01 +8.1242e-02 +1.9817e-01 +5.0821e-02 +1.9903e-01 +3.2631e-02 +1.8626e-01 +2.5897e-02 +1.5966e-01 +8.4880e-02 +1.3063e-01 +2.8545e-02 +3.8147e-01 +1.0439e-01 +2.7918e-01 +9.8244e-02 +2.8271e-01 +6.5843e-03 +2.1965e-01 +4.2371e-02 +1.9055e-01 +5.9795e-02 +1.6130e-01 +4.8353e-02 +1.0715e-01 +1.5426e-01 +3.3348e-01 +3.0163e-01 +2.7306e-01 +1.8868e-01 +2.7307e-01 +1.4467e-01 +2.5630e-01 +8.1921e-02 +2.0078e-01 +6.7505e-02 +1.7338e-01 +4.3165e-02 +1.5085e-01 +5.6345e-02 +3.9986e-01 +2.8122e-01 +2.5770e-01 +2.7563e-01 +2.3644e-01 +1.1090e-01 +2.4894e-01 +2.1777e-01 +2.8911e-01 +4.7738e-02 +2.1635e-01 +7.4275e-03 +1.5025e-01 +8.5453e-02
+6.8255e+01 +3.9697e-01 +1.0725e-01 +2.5359e-01 +2.6461e-02 +1.8458e-01 +8.0812e-02 +1.7576e-01 +9.6244e-02 +1.6466e-01 +2.4544e-01 +1.4739e-01 +1.3002e-01 +5.9693e-02 +7.9892e-02 +3.9807e-01 +8.0646e-02 +2.1745e-01 +6.1161e-02 +2.0798e-01 +4.8499e-03 +2.1228e-01 +3.5319e-02 +1.5335e-01 +1.7255e-01 +1.3481e-01 +8.1203e-02 +9.2796e-02 +1.2724e-01 +4.4641e-01 +2.4888e-01 +2.6117e-01 +1.0171e-01 +2.0997e-01 +7.7042e-02 +2.0676e-01 +3.3861e-02 +1.8770e-01 +2.2900e-02 +1.5800e-01 +8.1336e-02 +1.3107e-01 +3.5567e-02 +4.0069e-01 +1.2746e-01 +2.9786e-01 +1.2017e-01 +2.9800e-01 +3.5641e-03 +2.2230e-01 +7.2849e-03 +1.8930e-01 +6.4633e-02 +1.6138e-01 +6.0105e-02 +1.0765e-01 +1.4183e-01 +3.5259e-01 +3.2599e-01 +2.9145e-01 +2.1346e-01 +2.8889e-01 +1.6808e-01 +2.6100e-01 +8.5417e-02 +2.0219e-01 +6.0515e-02 +1.7288e-01 +2.4097e-02 +1.5172e-01 +5.5288e-02 +4.1664e-01 +2.7578e-01 +2.7834e-01 +2.9450e-01 +2.4869e-01 +1.1762e-01 +2.5868e-01 +2.4889e-01 +2.8756e-01 +5.5924e-02 +2.1480e-01 +1.6520e-02 +1.5626e-01 +8.0490e-02
