timestamp,temperature
2021-04-27 15:04:06,+2.5240e+01
2021-04-27 15:04:36,+2.5190e+01
2021-04-27 15:05:06,+2.5300e+01
2021-04-27 15:05:36,+2.5230e+01
2021-04-27 15:06:06,+2.5170e+01
2021-04-27 15:06:36,+2.5300e+01
2021-04-27 15:07:06,+2.5240e+01
2021-04-27 15:07:36,+2.5200e+01
2021-04-27 15:08:06,+2.5210e+01
2021-04-27 15:08:36,+2.5440e+01
2021-04-27 15:09:06,+2.5310e+01
2021-04-27 15:09:36,+2.5330e+01
2021-04-27 15:10:06,+2.5300e+01
2021-04-27 15:10:36,+2.5260e+01
2021-04-27 15:11:06,+2.5300e+01
2021-04-27 15:11:36,+2.5210e+01
2021-04-27 15:12:06,+2.5340e+01
2021-04-27 15:12:36,+2.5270e+01
2021-04-27 15:13:06,+2.5260e+01
2021-04-27 15:13:36,+2.5260e+01
2021-04-27 15:14:06,+2.5270e+01
2021-04-27 15:14:35,+2.5340e+01
2021-04-27 15:15:05,+2.5340e+01
2021-04-27 15:15:35,+2.5470e+01
2021-04-27 15:16:05,+2.5340e+01
2021-04-27 15:16:35,+2.5270e+01
2021-04-27 15:17:05,+2.5470e+01
2021-04-27 15:17:35,+2.5330e+01
2021-04-27 15:18:05,+2.5440e+01
2021-04-27 15:18:35,+2.5570e+01
2021-04-27 15:19:05,+2.5380e+01
2021-04-27 15:19:35,+2.5210e+01
2021-04-27 15:20:05,+2.5200e+01
2021-04-27 15:20:35,+2.5260e+01
2021-04-27 15:21:05,+2.5240e+01
2021-04-27 15:21:35,+2.5370e+01
2021-04-27 15:22:05,+2.5420e+01
2021-04-27 15:22:35,+2.5340e+01
2021-04-27 15:23:05,+2.5260e+01
2021-04-27 15:23:35,+2.5110e+01
2021-04-27 15:24:05,+2.5270e+01
2021-04-27 15:24:35,+2.5200e+01
2021-04-27 15:25:04,+2.5230e+01
2021-04-27 15:25:34,+2.5410e+01
2021-04-27 15:26:04,+2.5230e+01
2021-04-27 15:26:34,+2.5240e+01
2021-04-27 15:27:04,+2.5330e+01
2021-04-27 15:27:34,+2.5270e+01
2021-04-27 15:28:04,+2.5270e+01
2021-04-27 15:28:34,+2.5360e+01
2021-04-27 15:29:04,+2.5300e+01
2021-04-27 15:29:34,+2.5170e+01
2021-04-27 15:30:04,+2.5230e+01
2021-04-27 15:30:34,+2.5370e+01
2021-04-27 15:31:04,+2.5210e+01
2021-04-27 15:31:34,+2.5160e+01
2021-04-27 15:32:04,+2.5310e+01
2021-04-27 15:32:34,+2.5310e+01
2021-04-27 15:33:04,+2.5240e+01
2021-04-27 15:33:34,+2.5340e+01
2021-04-27 15:34:04,+2.5260e+01
2021-04-27 15:34:34,+2.5520e+01
2021-04-27 15:35:04,+2.5540e+01
2021-04-27 15:35:34,+2.5300e+01
2021-04-27 15:36:03,+2.5300e+01
2021-04-27 15:36:33,+2.5260e+01
2021-04-27 15:37:03,+2.5260e+01
2021-04-27 15:37:33,+2.5270e+01
2021-04-27 15:38:03,+2.5260e+01
2021-04-27 15:38:33,+2.5280e+01
2021-04-27 15:39:03,+2.5310e+01
2021-04-27 15:39:33,+2.5420e+01
2021-04-27 15:40:03,+2.5470e+01
2021-04-27 15:40:33,+2.5560e+01
2021-04-27 15:41:03,+2.5540e+01
2021-04-27 15:41:33,+2.5540e+01
2021-04-27 15:42:03,+2.5480e+01
2021-04-27 15:42:33,+2.5540e+01
2021-04-27 15:43:03,+2.5600e+01
2021-04-27 15:43:33,+2.5510e+01
2021-04-27 15:44:03,+2.5450e+01
2021-04-27 15:44:33,+2.5560e+01
2021-04-27 15:45:03,+2.5480e+01
2021-04-27 15:45:33,+2.5440e+01
2021-04-27 15:46:03,+2.5520e+01
2021-04-27 15:46:33,+2.5470e+01
2021-04-27 15:47:02,+2.5580e+01
2021-04-27 15:47:32,+2.5540e+01
2021-04-27 15:48:02,+2.5650e+01
